item_id,task_type,perturbation_type,n_original_outputs,n_perturbed_outputs,original_performance,perturbed_performance,absolute_performance_change,pdr,performance_dropped,baseline_similarity,perturbation_similarity,noise_corrected_drift,similarity_metric
code_generation_105,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.916441,0.936827,-0.020386,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955336,0.930538,0.024798,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955336,0.926701,0.028635,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955336,0.932624,0.022712,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955336,0.932094,0.023242,sentence-transformers/all-MiniLM-L6-v2
code_generation_106,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955336,0.958027,-0.002691,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940140,0.938740,0.001400,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940140,0.945480,-0.005340,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940140,0.944048,-0.003908,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940140,0.941723,-0.001583,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940140,0.931796,0.008344,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.814122,0.844768,-0.030646,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.814122,0.834828,-0.020706,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.814122,0.812822,0.001300,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.814122,0.845721,-0.031599,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.814122,0.856640,-0.042518,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.902862,0.905517,-0.002655,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.902862,0.913700,-0.010838,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.902862,0.916044,-0.013182,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.902862,0.933545,-0.030683,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.902862,0.930616,-0.027754,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,context_injection,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.899902,0.909913,-0.010012,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,formatting_changes,5,5,0.800000,0.800000,0.000000,0.000000,false,0.899902,0.912744,-0.012842,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,paraphrasing,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.899902,0.906241,-0.006339,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,reordering,5,5,0.800000,1.000000,-0.200000,-0.250000,false,0.899902,0.886309,0.013593,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,surface_noise,5,5,0.800000,0.000000,0.800000,1.000000,true,0.899902,0.842042,0.057860,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.970576,0.973626,-0.003050,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.970576,0.970757,-0.000181,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.970576,0.961424,0.009152,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.970576,0.967258,0.003318,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.970576,0.976875,-0.006299,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955303,0.954221,0.001082,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955303,0.966929,-0.011626,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,paraphrasing,5,5,1.000000,0.200000,0.800000,0.800000,true,0.955303,0.896865,0.058438,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955303,0.958829,-0.003526,sentence-transformers/all-MiniLM-L6-v2
code_generation_114,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.955303,0.961578,-0.006275,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.891421,0.916242,-0.024821,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,formatting_changes,5,5,0.000000,0.200000,-0.200000,,false,0.891421,0.902113,-0.010693,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,paraphrasing,5,5,0.000000,0.000000,0.000000,,false,0.891421,0.908607,-0.017186,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,reordering,5,5,0.000000,0.600000,-0.600000,,false,0.891421,0.909012,-0.017591,sentence-transformers/all-MiniLM-L6-v2
code_generation_115,code_generation,surface_noise,5,5,0.000000,0.200000,-0.200000,,false,0.891421,0.883583,0.007838,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.952124,0.953411,-0.001287,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.952124,0.957112,-0.004988,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.952124,0.902051,0.050073,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.952124,0.887889,0.064234,sentence-transformers/all-MiniLM-L6-v2
code_generation_116,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.952124,0.931478,0.020645,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942853,0.942460,0.000393,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942853,0.949769,-0.006916,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942853,0.947195,-0.004342,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942853,0.955282,-0.012429,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942853,0.935959,0.006894,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,context_injection,5,5,0.600000,0.800000,-0.200000,-0.333333,false,0.942536,0.935819,0.006718,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,formatting_changes,5,5,0.600000,0.600000,0.000000,0.000000,false,0.942536,0.948574,-0.006037,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,paraphrasing,5,5,0.600000,0.600000,0.000000,0.000000,false,0.942536,0.941879,0.000657,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,reordering,5,5,0.600000,0.800000,-0.200000,-0.333333,false,0.942536,0.947866,-0.005329,sentence-transformers/all-MiniLM-L6-v2
code_generation_118,code_generation,surface_noise,5,5,0.600000,0.800000,-0.200000,-0.333333,false,0.942536,0.942733,-0.000196,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,context_injection,5,5,0.600000,0.400000,0.200000,0.333333,true,0.869492,0.888764,-0.019272,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,formatting_changes,5,5,0.600000,0.000000,0.600000,1.000000,true,0.869492,0.865671,0.003821,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,paraphrasing,5,5,0.600000,0.600000,0.000000,0.000000,false,0.869492,0.842721,0.026771,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,reordering,5,5,0.600000,0.000000,0.600000,1.000000,true,0.869492,0.892741,-0.023249,sentence-transformers/all-MiniLM-L6-v2
code_generation_119,code_generation,surface_noise,5,5,0.600000,0.800000,-0.200000,-0.333333,false,0.869492,0.896889,-0.027396,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.933659,0.929413,0.004246,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.933659,0.921754,0.011905,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.933659,0.939313,-0.005654,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.933659,0.935683,-0.002024,sentence-transformers/all-MiniLM-L6-v2
code_generation_12,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.933659,0.922654,0.011006,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,context_injection,5,5,1.000000,0.800000,0.200000,0.200000,true,0.966399,0.957811,0.008588,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.966399,0.958652,0.007747,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.966399,0.927363,0.039036,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.966399,0.951976,0.014423,sentence-transformers/all-MiniLM-L6-v2
code_generation_120,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.966399,0.962871,0.003528,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927961,0.921407,0.006554,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927961,0.909910,0.018050,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927961,0.911289,0.016671,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927961,0.924688,0.003272,sentence-transformers/all-MiniLM-L6-v2
code_generation_121,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927961,0.929700,-0.001740,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942154,0.946809,-0.004655,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942154,0.941734,0.000420,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942154,0.932322,0.009832,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942154,0.941322,0.000832,sentence-transformers/all-MiniLM-L6-v2
code_generation_122,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.942154,0.942082,0.000072,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.950431,0.956059,-0.005628,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.950431,0.952756,-0.002325,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.950431,0.956161,-0.005730,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.950431,0.953923,-0.003492,sentence-transformers/all-MiniLM-L6-v2
code_generation_123,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.950431,0.963083,-0.012652,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927334,0.938487,-0.011153,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927334,0.938826,-0.011492,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927334,0.912066,0.015269,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927334,0.933730,-0.006396,sentence-transformers/all-MiniLM-L6-v2
code_generation_124,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.927334,0.906629,0.020706,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.961363,0.954480,0.006883,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,formatting_changes,5,5,1.000000,0.800000,0.200000,0.200000,true,0.961363,0.948051,0.013313,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,paraphrasing,5,5,1.000000,0.200000,0.800000,0.800000,true,0.961363,0.955836,0.005528,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.961363,0.961216,0.000147,sentence-transformers/all-MiniLM-L6-v2
code_generation_125,code_generation,surface_noise,5,5,1.000000,0.800000,0.200000,0.200000,true,0.961363,0.958987,0.002377,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.965112,0.967302,-0.002191,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false,0.965112,0.964304,0.000808,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,paraphrasing,5,5,0.000000,1.000000,-1.000000,,false,0.965112,0.885132,0.079979,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false,0.965112,0.915393,0.049719,sentence-transformers/all-MiniLM-L6-v2
code_generation_126,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false,0.965112,0.966581,-0.001470,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,context_injection,5,5,0.400000,1.000000,-0.600000,-1.500000,false,0.928417,0.936234,-0.007817,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,formatting_changes,5,5,0.400000,0.400000,0.000000,0.000000,false,0.928417,0.929921,-0.001504,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,paraphrasing,5,5,0.400000,1.000000,-0.600000,-1.500000,false,0.928417,0.934965,-0.006548,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,reordering,5,5,0.400000,0.600000,-0.200000,-0.500000,false,0.928417,0.912307,0.016110,sentence-transformers/all-MiniLM-L6-v2
code_generation_127,code_generation,surface_noise,5,5,0.400000,0.600000,-0.200000,-0.500000,false,0.928417,0.948996,-0.020579,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940687,0.945100,-0.004414,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940687,0.945750,-0.005063,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940687,0.901428,0.039258,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940687,0.916109,0.024578,sentence-transformers/all-MiniLM-L6-v2
code_generation_128,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.940687,0.950390,-0.009703,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false,0.935430,0.899248,0.036182,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false,0.935430,0.933403,0.002027,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,paraphrasing,5,5,0.000000,0.000000,0.000000,,false,0.935430,0.913896,0.021534,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false,0.935430,0.918545,0.016886,sentence-transformers/all-MiniLM-L6-v2
code_generation_129,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false,0.935430,0.951300,-0.015870,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false,0.954813,0.959946,-0.005133,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false,0.954813,0.944675,0.010138,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false,0.954813,0.929568,0.025245,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false,0.954813,0.955223,-0.000410,sentence-transformers/all-MiniLM-L6-v2
code_generation_13,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false,0.954813,0.956084,-0.001271,sentence-transformers/all-MiniLM-L6-v2
code_generation_130,code_generation,context_injection,5,5,0.400000,0.000000,0.400000,1.000000,true,0.894816,0.898286,-0.003470,sentence-transformers/all-MiniLM-L6-v2
code_generation_130,code_generation,formatting_changes,5,5,0.400000,0.400000,0.000000,0.000000,false,0.894816,0.903616,-0.008801,sentence-transformers/all-MiniLM-L6-v2
code_generation_130,code_generation,paraphrasing,5,5,0.400000,0.000000,0.400000,1.000000,true,0.894816,0.870661,0.024155,sentence-transformers/all-MiniLM-L6-v2
code_generation_130,code_generation,reordering,5,5,0.400000,0.200000,0.200000,0.500000,true,0.894816,0.900037,-0.005221,sentence-transformers/all-MiniLM-L6-v2
code_generation_130,code_generation,surface_noise,5,5,0.400000,0.200000,0.200000,0.500000,true,0.894816,0.903586,-0.008770,sentence-transformers/all-MiniLM-L6-v2
