item_id,task_type,dataset_name,source_index,source_id,sample_id,model_name,prompt_variant,perturbation_type,reference_answer,output_text,extracted_answer,performance_score,factual_containment_match,factual_token_f1,is_correct,needs_manual_review,correctness_method,notes
factual_qa_6353,factual_qa,rajpurkar/squad_v2,6353,5727cd0f4b864d1900163d73,1,gpt-4o-mini,original,,"new and enlarged bridges, a shuttle service and/or a tram.","Proposals to connect Harvard's Cambridge campus with the new Allston campus include:

1. **New and Enlarged Bridges** - Building additional bridges to facilitate easier pedestrian and vehicular access across the Charles River.

2. **Shuttle Service** - Implementing a shuttle service that could transport students, faculty, and potentially the public between the two campuses.

3. **Tram System** - Developing a tram system to provide a convenient and efficient link between the campuses.

4. **Sinking Storrow Drive** - Sinking part of Storrow Drive to create park land and improve pedestrian access to the Charles River.

5. **Bike Paths** - Constructing dedicated bike paths to encourage cycling between the campuses.

6. **Publicly Accessible Park Space** - Creating park areas that are accessible to the public, enhancing community engagement and use of the space.","new and enlarged bridges, a shuttle service and/or a tram.",0.131148,false,0.131148,,false,factual_qa_containment_token_f1,token overlap=0.88
factual_qa_6353,factual_qa,rajpurkar/squad_v2,6353,5727cd0f4b864d1900163d73,2,gpt-4o-mini,original,,"new and enlarged bridges, a shuttle service and/or a tram.","Some proposals to connect the Cambridge campus with the new Allston campus include:

1. **New and Enlarged Bridges**: Constructing bridges to facilitate easier pedestrian and vehicular access between the two campuses.
   
2. **Shuttle Service**: Implementing a shuttle service that could transport students, faculty, and the public between the campuses.

3. **Tram System**: Establishing a tram system to provide efficient transit options for individuals moving between the two locations.

4. **Sinking Part of Storrow Drive**: Modifying Storrow Drive to create additional park land and pedestrian access to the Charles River, enhancing connectivity and green space.

5. **Bike Paths**: Constructing bike paths to encourage cycling as a mode of transportation between the campuses.

These proposals aim to improve transit infrastructure and accessibility while benefiting the surrounding community.","new and enlarged bridges, a shuttle service and/or a tram.",0.131148,false,0.131148,,false,factual_qa_containment_token_f1,token overlap=0.88
factual_qa_6353,factual_qa,rajpurkar/squad_v2,6353,5727cd0f4b864d1900163d73,3,gpt-4o-mini,original,,"new and enlarged bridges, a shuttle service and/or a tram.","Some proposals to connect the Harvard campuses include:

1. **New and Enlarged Bridges**: Constructing additional bridges to facilitate easier access between the Cambridge and Allston campuses.

2. **Shuttle Service**: Implementing a shuttle service that can transport students, staff, and the public between the two locations.

3. **Tram System**: Introducing a tram system that would provide a more efficient and scenic connection between the campuses.

4. **Sinking Storrow Drive**: Sinking part of Storrow Drive to create park land and improve pedestrian access to the Charles River.

5. **Bike Paths**: Developing bike paths that would connect both campuses, promoting cycling as a mode of transportation.

6. **Publicly Accessible Park Space**: Creating park areas that are accessible to the public, enhancing community engagement with the university.","new and enlarged bridges, a shuttle service and/or a tram.",0.133333,false,0.133333,,false,factual_qa_containment_token_f1,token overlap=0.88
factual_qa_6353,factual_qa,rajpurkar/squad_v2,6353,5727cd0f4b864d1900163d73,4,gpt-4o-mini,original,,"new and enlarged bridges, a shuttle service and/or a tram.","Proposals to connect the Cambridge campus with the new Allston campus include:

1. **New and Enlarged Bridges**: Constructing additional bridges to facilitate easier crossing over the Charles River.
2. **Shuttle Service**: Implementing a shuttle service to transport students and staff between the two campuses.
3. **Tram System**: Developing a tram system to provide efficient transit options for the campus community.
4. **Sinking Storrow Drive**: Lowering part of Storrow Drive to create park land and improve pedestrian access to the river.
5. **Bike Paths**: Establishing dedicated bike paths to encourage cycling between campuses.

These proposals aim to enhance transit infrastructure and accessibility for both the university and the surrounding community.","new and enlarged bridges, a shuttle service and/or a tram.",0.148148,false,0.148148,,false,factual_qa_containment_token_f1,token overlap=0.88
factual_qa_6353,factual_qa,rajpurkar/squad_v2,6353,5727cd0f4b864d1900163d73,5,gpt-4o-mini,original,,"new and enlarged bridges, a shuttle service and/or a tram.","Some proposals to connect the Harvard campuses in Cambridge and Allston include:

1. **New and Enlarged Bridges** - Constructing bridges to facilitate easier pedestrian and vehicular access between the two campuses.

2. **Shuttle Service** - Implementing a shuttle service that would transport students, staff, and the public between the campuses.

3. **Tram System** - Developing a tram system to provide a convenient and efficient means of transportation across the Charles River.

4. **Sinking Storrow Drive** - Sinking part of Storrow Drive to create park land and improve pedestrian access to the Charles River.

5. **Bike Paths** - Constructing dedicated bike paths to encourage cycling between the two locations.

These proposals aim to enhance transit infrastructure and accessibility for both the university and the surrounding community.","new and enlarged bridges, a shuttle service and/or a tram.",0.136752,false,0.136752,,false,factual_qa_containment_token_f1,token overlap=0.88
factual_qa_800,factual_qa,rajpurkar/squad_v2,800,570602fa52bb89140068979f,1,gpt-4o-mini,original,,global,"In addition to national recognition, some cities in Southern California receive international recognition due to their global cultural influence, tourism appeal, and significant events. This includes being known for their contributions to the entertainment industry (like Hollywood), technology innovation (like San Diego's biotech sector), and culinary diversity. Additionally, cities may gain recognition through hosting major events, such as film festivals, art exhibitions, or sporting events, which attract global attention. Furthermore, some areas may be recognized for their historical significance, unique cultural heritage, or as centers for specific industries, enhancing their profile on the world stage.",global,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_800,factual_qa,rajpurkar/squad_v2,800,570602fa52bb89140068979f,2,gpt-4o-mini,original,,global,"Outside of national recognition, some cities in Southern California receive international recognition, particularly as cultural or economic hubs. This can include being known for their contributions to the arts, technology, and entertainment industries, as well as being popular tourist destinations. Additionally, cities may gain recognition for hosting major events, festivals, or conferences that attract global attention. Environmental features, historical significance, and culinary scenes can also contribute to their recognition on a broader scale.",global,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_800,factual_qa,rajpurkar/squad_v2,800,570602fa52bb89140068979f,3,gpt-4o-mini,original,,global,"In addition to national recognition, some cities in Southern California receive international recognition, particularly for their cultural contributions, tourism, and economic influence. For example:

1. **Cultural Recognition**: Cities like Los Angeles are known globally for their entertainment industry, including Hollywood's influence on film and music. 

2. **Tourism Awards**: Cities may be recognized for their tourist attractions, such as San Diego's beaches and theme parks, which attract international visitors.

3. **Economic Influence**: Regions like Silicon Beach in Los Angeles gain recognition for their tech startups and innovation, impacting global markets.

4. **Culinary Fame**: Cities like Los Angeles and San Diego are celebrated for their diverse culinary scenes, often highlighted in international food guides.

5. **Environmental Initiatives**: Cities may receive accolades for sustainability efforts or green initiatives, influencing global environmental standards.

6. **Sports Recognition**: Cities host major international sporting events, such as the Olympics or World Cup, elevating their status on the world stage.

These forms of recognition contribute to the cities' identities and attract tourism, investment, and cultural exchange.",global,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_800,factual_qa,rajpurkar/squad_v2,800,570602fa52bb89140068979f,4,gpt-4o-mini,original,,global,"Cities in Southern California often receive recognition for their unique cultural contributions, historical significance, or specialized industries. This can include accolades for their arts and entertainment scenes, such as being recognized as centers for film, music, or visual arts. Some cities may gain recognition for their culinary offerings, being designated as food capitals or having a vibrant restaurant scene. Others might be acknowledged for their technological innovation, environmental initiatives, or as hubs for specific industries like fashion, tech, or tourism. Additionally, cities may receive awards for quality of life, sustainability efforts, or community engagement initiatives.",global,0.000000,false,0.000000,,false,factual_qa_containment_token_f1,token overlap=0.00
factual_qa_800,factual_qa,rajpurkar/squad_v2,800,570602fa52bb89140068979f,5,gpt-4o-mini,original,,global,"In addition to national recognition, some cities in Southern California receive international recognition, particularly as cultural or economic hubs. They may be known for specific industries, such as entertainment in Los Angeles, tech innovation in San Diego, or tourism in Santa Monica. Furthermore, cities can gain recognition through events, festivals, and cultural contributions, like art shows, film festivals, or culinary events. Additionally, some areas are recognized for their historical significance, unique architectural styles, or contributions to social movements, further enriching their identity on a global scale.",global,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,1,gpt-4o-mini,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are specific to certain types of pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,2,gpt-4o-mini,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are specific to certain types of pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,3,gpt-4o-mini,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are specific to certain types of pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,4,gpt-4o-mini,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are specific to certain types of pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_8164,factual_qa,rajpurkar/squad_v2,8164,5729f12e3f37b319004785e3,5,gpt-4o-mini,original,,pathogens or pathogen-infected cells,Antigen specificity allows responses that are specific to certain types of pathogens or pathogen-infected cells.,pathogens or pathogen-infected cells,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,1,gpt-4o-mini,original,,photosynthesis,"Oxygen is not released in cellular respiration; rather, it is consumed during the process. Cellular respiration uses oxygen to help convert glucose into energy, producing carbon dioxide and water as by-products. Oxygen is released during photosynthesis, where plants convert carbon dioxide and water into glucose and oxygen using sunlight.",photosynthesis,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,2,gpt-4o-mini,original,,photosynthesis,"Oxygen is not released in cellular respiration; rather, it is consumed. In cellular respiration, oxygen is used to help convert glucose into energy (ATP), producing carbon dioxide and water as by-products. Oxygen is released during photosynthesis, where plants convert carbon dioxide and water into glucose and oxygen using sunlight.",photosynthesis,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,3,gpt-4o-mini,original,,photosynthesis,"Oxygen is not released in cellular respiration; rather, it is consumed. In cellular respiration, organisms use oxygen to break down glucose, producing carbon dioxide and water as by-products. Oxygen is released during photosynthesis, where plants convert water and carbon dioxide into glucose and oxygen using sunlight.",photosynthesis,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,4,gpt-4o-mini,original,,photosynthesis,"Oxygen is not released in cellular respiration; instead, it is consumed. In cellular respiration, oxygen is used to help convert glucose into energy, producing carbon dioxide and water as by-products. Oxygen is released during photosynthesis, where plants convert carbon dioxide and water into glucose and oxygen using sunlight.",photosynthesis,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_2289,factual_qa,rajpurkar/squad_v2,2289,571a49de4faf5e1900b8a94a,5,gpt-4o-mini,original,,photosynthesis,"Oxygen is not released in cellular respiration; instead, it is consumed. During cellular respiration, organisms use oxygen to break down glucose and produce carbon dioxide, water, and energy (ATP). Oxygen is released during photosynthesis, where plants convert sunlight, carbon dioxide, and water into glucose and oxygen.",photosynthesis,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,1,gpt-4o-mini,original,,2001,The Third Assessment Report (TAR) by the Intergovernmental Panel on Climate Change (IPCC) was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,2,gpt-4o-mini,original,,2001,The Third Assessment Report (TAR) by the Intergovernmental Panel on Climate Change (IPCC) was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,3,gpt-4o-mini,original,,2001,The Third Assessment Report was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,4,gpt-4o-mini,original,,2001,The Third Assessment Report (TAR) by the Intergovernmental Panel on Climate Change (IPCC) was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_8650,factual_qa,rajpurkar/squad_v2,8650,572949306aef051400154c6b,5,gpt-4o-mini,original,,2001,The Third Assessment Report (TAR) by the Intergovernmental Panel on Climate Change (IPCC) was published in 2001.,2001,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,1,gpt-4o-mini,original,,Brazil,"Most of the Amazon rainforest can be found in Brazil, which contains about 60% of the rainforest.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,2,gpt-4o-mini,original,,Brazil,"Most of the Amazon rainforest can be found in Brazil, which contains about 60% of the rainforest.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,3,gpt-4o-mini,original,,Brazil,"Most of the Amazon rainforest can be found in Brazil, which contains about 60% of the rainforest.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,4,gpt-4o-mini,original,,Brazil,"Most of the Amazon rainforest can be found in Brazil, which contains about 60% of the rainforest.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3373,factual_qa,rajpurkar/squad_v2,3373,5728349dff5b5019007d9f00,5,gpt-4o-mini,original,,Brazil,"Most of the Amazon rainforest can be found in Brazil, which contains about 60% of the rainforest.",Brazil,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,1,gpt-4o-mini,original,,Milton Friedman,"The Nobel Memorial Prize in Economic Sciences winners who are also university alumni members include Milton Friedman, George Stigler, Gary Becker, Herbert A. Simon, Paul Samuelson, Eugene Fama, and Thomas Sowell.",Milton Friedman,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,2,gpt-4o-mini,original,,Milton Friedman,"The Nobel Memorial Prize in Economic Sciences winners who are also university alumni members include Milton Friedman, George Stigler, Gary Becker, Herbert A. Simon, Paul Samuelson, Eugene Fama, and Thomas Sowell.",Milton Friedman,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,3,gpt-4o-mini,original,,Milton Friedman,"The Nobel Memorial Prize in Economic Sciences winners mentioned who are also university alumni members include Milton Friedman, George Stigler, Gary Becker, Herbert A. Simon, Paul Samuelson, Eugene Fama, and Thomas Sowell.",Milton Friedman,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,4,gpt-4o-mini,original,,Milton Friedman,"The Nobel Memorial Prize in Economic Sciences winners who are also university alumni members include Milton Friedman, George Stigler, Gary Becker, Herbert A. Simon, Paul Samuelson, and Eugene Fama. Additionally, Thomas Sowell, while not a Nobel laureate, is also noted as an alumnus in the context provided.",Milton Friedman,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_7525,factual_qa,rajpurkar/squad_v2,7525,572870b2ff5b5019007da222,5,gpt-4o-mini,original,,Milton Friedman,"All the mentioned Nobel Memorial Prize in Economic Sciences winners—Milton Friedman, George Stigler, Gary Becker, Herbert A. Simon, Paul Samuelson, and Eugene Fama—are university alumni members. Additionally, Thomas Sowell, who is also a prominent economist and social theorist, is an alumnus.",Milton Friedman,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,1,gpt-4o-mini,original,,Kearney Park,Kearney Park hosts the largest Civil War reenactment on the west coast.,Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,2,gpt-4o-mini,original,,Kearney Park,Kearney Park hosts the largest Civil War reenactment on the west coast.,Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,3,gpt-4o-mini,original,,Kearney Park,Kearney Park hosts the largest Civil War reenactment on the west coast.,Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,4,gpt-4o-mini,original,,Kearney Park,Kearney Park hosts the largest Civil War reenactment on the west coast.,Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_4029,factual_qa,rajpurkar/squad_v2,4029,5725d662ec44d21400f3d68b,5,gpt-4o-mini,original,,Kearney Park,Kearney Park hosts the largest Civil War reenactment on the west coast.,Kearney Park,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,5730b541396df919000962c3,1,gpt-4o-mini,original,,1776,"Great Britain lost its colonies in North America in 1776, following the American Revolutionary War, which concluded with the Treaty of Paris in 1783.",1776,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,5730b541396df919000962c3,2,gpt-4o-mini,original,,1776,"Great Britain lost its colonies in North America in 1776, following the American Revolutionary War, which culminated in the Treaty of Paris in 1783.",1776,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,5730b541396df919000962c3,3,gpt-4o-mini,original,,1776,"Great Britain lost its colonies in North America in 1776, following the American Revolutionary War, which culminated in the Treaty of Paris in 1783.",1776,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,5730b541396df919000962c3,4,gpt-4o-mini,original,,1776,"Great Britain lost its colonies in North America in 1776, following the American Declaration of Independence, and the subsequent end of the American Revolutionary War in 1783.",1776,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_10550,factual_qa,rajpurkar/squad_v2,10550,5730b541396df919000962c3,5,gpt-4o-mini,original,,1776,"Great Britain lost its colonies in North America in 1776, following the American Revolutionary War, which culminated in the Treaty of Paris in 1783.",1776,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3740,factual_qa,rajpurkar/squad_v2,3740,572647d0708984140094c14e,1,gpt-4o-mini,original,,sponges,"Sponges are the other group that, along with ctenophores and cnidarians, are traditionally labeled as diploblastic.",sponges,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3740,factual_qa,rajpurkar/squad_v2,3740,572647d0708984140094c14e,2,gpt-4o-mini,original,,sponges,"Sponges are the other group that, along with ctenophores and cnidarians, are traditionally labeled as diploblastic.",sponges,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3740,factual_qa,rajpurkar/squad_v2,3740,572647d0708984140094c14e,3,gpt-4o-mini,original,,sponges,"Sponges are also labeled as diploblastic, along with ctenophores and cnidarians.",sponges,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3740,factual_qa,rajpurkar/squad_v2,3740,572647d0708984140094c14e,4,gpt-4o-mini,original,,sponges,"Sponges are the other group that is traditionally labeled as diploblastic, along with ctenophores and cnidarians.",sponges,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3740,factual_qa,rajpurkar/squad_v2,3740,572647d0708984140094c14e,5,gpt-4o-mini,original,,sponges,"Sponges are the other group that are labelled diploblastic, along with ctenophores and cnidarians.",sponges,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3976,factual_qa,rajpurkar/squad_v2,3976,5725ce4d38643c19005acd4e,1,gpt-4o-mini,original,,220 miles (350 km),Fresno is approximately 220 miles (350 km) northwest of Los Angeles.,220 miles (350 km),1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3976,factual_qa,rajpurkar/squad_v2,3976,5725ce4d38643c19005acd4e,2,gpt-4o-mini,original,,220 miles (350 km),Fresno is approximately 220 miles (350 km) northwest of Los Angeles.,220 miles (350 km),1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3976,factual_qa,rajpurkar/squad_v2,3976,5725ce4d38643c19005acd4e,3,gpt-4o-mini,original,,220 miles (350 km),Fresno is approximately 220 miles (350 km) northwest of Los Angeles.,220 miles (350 km),1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3976,factual_qa,rajpurkar/squad_v2,3976,5725ce4d38643c19005acd4e,4,gpt-4o-mini,original,,220 miles (350 km),Fresno is approximately 220 miles (350 km) northwest of Los Angeles.,220 miles (350 km),1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_3976,factual_qa,rajpurkar/squad_v2,3976,5725ce4d38643c19005acd4e,5,gpt-4o-mini,original,,220 miles (350 km),Fresno is approximately 220 miles (350 km) northwest of Los Angeles.,220 miles (350 km),1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_684,factual_qa,rajpurkar/squad_v2,684,5705ec1675f01819005e776e,1,gpt-4o-mini,original,,skateboard,"Southern California is also home to a vibrant skateboarding culture. This includes a strong community of skateboarders, numerous skate parks, and influential brands like Volcom and Quiksilver. Additionally, the region has a significant yachting culture, highlighted by events such as the Transpacific Yacht Race and the prestigious America's Cup hosted by the San Diego Yacht Club.",skateboard,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_684,factual_qa,rajpurkar/squad_v2,684,5705ec1675f01819005e776e,2,gpt-4o-mini,original,,skateboard,"Southern California is also home to a vibrant skateboarding culture, as evidenced by the presence of professional skateboarders like Tony Hawk and numerous skate parks. Additionally, it has a significant yachting culture, highlighted by events like the Transpacific Yacht Race and the San Diego Yacht Club's history with the America's Cup. The region also boasts a rich music scene, particularly in genres like rock, punk, and hip-hop, along with a strong influence in film and entertainment, being the hub of Hollywood.",skateboard,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_684,factual_qa,rajpurkar/squad_v2,684,5705ec1675f01819005e776e,3,gpt-4o-mini,original,,skateboard,"Southern California is also home to a vibrant skateboard culture, as well as a rich yachting community. The region hosts numerous skateboarding events and is known for its skate parks and influential skateboard brands. Additionally, yachting plays a significant role in the area, with prestigious events like the Transpacific Yacht Race and the America's Cup being held there.",skateboard,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_684,factual_qa,rajpurkar/squad_v2,684,5705ec1675f01819005e776e,4,gpt-4o-mini,original,,skateboard,"Southern California is also home to a vibrant skateboarding culture, which has significantly influenced youth culture and fashion. Additionally, it boasts a diverse arts and entertainment scene, including music, film, and theater, with Hollywood being a major center for the film industry. The region is known for its rich cultural diversity, encompassing various ethnic communities and their respective traditions, cuisine, and festivals. Furthermore, Southern California has a strong automotive culture, particularly with car shows and a passion for custom vehicles.",skateboard,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
factual_qa_684,factual_qa,rajpurkar/squad_v2,684,5705ec1675f01819005e776e,5,gpt-4o-mini,original,,skateboard,"Southern California is also home to a vibrant skateboarding culture. This includes a strong community of skateboarders, numerous skate parks, and influential companies like Volcom and Quiksilver. Additionally, the region has a rich music scene, particularly in genres like punk, rock, and hip-hop, as well as a diverse arts culture encompassing film, fashion, and street art.",skateboard,1.000000,true,1.000000,,false,factual_qa_containment_token_f1,reference answer contained
