case_id,task,dataset,perturbation,version,sample_idx,question,reference_answer,output,exact_match_correct,llm_correct,judge_reason,judge_model
promptrobust_pdr_context_injection_squad_04,factual_qa,SQuAD V2,context_injection,original,2,Who was the Norse leader?,Rollo | Rollo | Rollo | Rollo,Rollo,1,1,The candidate answer 'Rollo' is the same entity as the reference answer.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_04,factual_qa,SQuAD V2,context_injection,perturbed,0,Who was the Norse leader?,Rollo | Rollo | Rollo | Rollo,Rollo,1,1,The candidate answer 'Rollo' is the same entity as the reference answer.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_04,factual_qa,SQuAD V2,context_injection,perturbed,1,Who was the Norse leader?,Rollo | Rollo | Rollo | Rollo,Rollo,1,1,The candidate answer 'Rollo' is the same entity as the reference answer.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_04,factual_qa,SQuAD V2,context_injection,perturbed,2,Who was the Norse leader?,Rollo | Rollo | Rollo | Rollo,Rollo,1,1,The candidate answer 'Rollo' matches the reference answer.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_05,factual_qa,SQuAD V2,context_injection,original,0,What century did the Normans first gain their separate identity?,10th century | the first half of the 10th century | 10th | 10th,10th century,1,1,The candidate answer '10th century' matches the accepted reference answer '10th century'.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_05,factual_qa,SQuAD V2,context_injection,original,1,What century did the Normans first gain their separate identity?,10th century | the first half of the 10th century | 10th | 10th,10th century,1,1,The candidate answer '10th century' matches the accepted reference answer '10th century'.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_05,factual_qa,SQuAD V2,context_injection,original,2,What century did the Normans first gain their separate identity?,10th century | the first half of the 10th century | 10th | 10th,10th century,1,1,The candidate answer '10th century' matches the reference answer '10th century'.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_05,factual_qa,SQuAD V2,context_injection,perturbed,0,What century did the Normans first gain their separate identity?,10th century | the first half of the 10th century | 10th | 10th,10th century,1,1,The candidate answer '10th century' matches the reference answer '10th century'.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_05,factual_qa,SQuAD V2,context_injection,perturbed,1,What century did the Normans first gain their separate identity?,10th century | the first half of the 10th century | 10th | 10th,10th century,1,1,The candidate answer '10th century' matches the reference answer '10th century'.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_05,factual_qa,SQuAD V2,context_injection,perturbed,2,What century did the Normans first gain their separate identity?,10th century | the first half of the 10th century | 10th | 10th,10th century,1,1,The candidate answer '10th century' matches the reference answer '10th century'.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_06,factual_qa,SQuAD V2,context_injection,original,0,Who was the duke in the battle of Hastings?,William the Conqueror | William the Conqueror | William the Conqueror,William the Conqueror,1,1,The candidate answer directly identifies the same entity as the reference answers.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_06,factual_qa,SQuAD V2,context_injection,original,1,Who was the duke in the battle of Hastings?,William the Conqueror | William the Conqueror | William the Conqueror,William the Conqueror,1,1,The candidate answer directly identifies the same entity as the reference answers.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_06,factual_qa,SQuAD V2,context_injection,original,2,Who was the duke in the battle of Hastings?,William the Conqueror | William the Conqueror | William the Conqueror,William the Conqueror,1,1,The candidate answer directly identifies the same entity as the reference answers.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_06,factual_qa,SQuAD V2,context_injection,perturbed,0,Who was the duke in the battle of Hastings?,William the Conqueror | William the Conqueror | William the Conqueror,William the Conqueror,1,1,The candidate answer directly names the same entity as the reference answers.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_06,factual_qa,SQuAD V2,context_injection,perturbed,1,Who was the duke in the battle of Hastings?,William the Conqueror | William the Conqueror | William the Conqueror,William the Conqueror,1,1,The candidate answer directly identifies the same entity as the reference answers.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_06,factual_qa,SQuAD V2,context_injection,perturbed,2,Who was the duke in the battle of Hastings?,William the Conqueror | William the Conqueror | William the Conqueror,William the Conqueror,1,1,The candidate answer directly identifies the same entity as the reference answers.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_07,factual_qa,SQuAD V2,context_injection,original,0,Who ruled the duchy of Normandy,Richard I | Richard I | Richard I,Richard I of Normandy,0,1,The candidate answer 'Richard I of Normandy' refers to the same entity as the reference answer 'Richard I'.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_07,factual_qa,SQuAD V2,context_injection,original,1,Who ruled the duchy of Normandy,Richard I | Richard I | Richard I,Richard I of Normandy,0,1,The candidate answer 'Richard I of Normandy' refers to the same entity as the reference answer 'Richard I'.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_07,factual_qa,SQuAD V2,context_injection,original,2,Who ruled the duchy of Normandy,Richard I | Richard I | Richard I,Richard I of Normandy,0,1,The candidate answer 'Richard I of Normandy' refers to the same entity as the reference answer 'Richard I'.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_07,factual_qa,SQuAD V2,context_injection,perturbed,0,Who ruled the duchy of Normandy,Richard I | Richard I | Richard I,Richard I of Normandy,0,1,The candidate answer 'Richard I of Normandy' refers to the same entity as the reference answer 'Richard I'.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_07,factual_qa,SQuAD V2,context_injection,perturbed,1,Who ruled the duchy of Normandy,Richard I | Richard I | Richard I,Richard I of Normandy,0,1,The candidate answer 'Richard I of Normandy' refers to the same entity as the reference answer 'Richard I'.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_07,factual_qa,SQuAD V2,context_injection,perturbed,2,Who ruled the duchy of Normandy,Richard I | Richard I | Richard I,Richard I of Normandy,0,1,The candidate answer 'Richard I of Normandy' refers to the same entity as the reference answer 'Richard I'.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_08,factual_qa,SQuAD V2,context_injection,original,0,What religion were the Normans,Catholic | Catholic orthodoxy | Catholic,Christian,0,1,"The candidate answer 'Christian' is a broader term that includes Catholicism, which is the specific form of Christianity practiced by the Normans.",gpt-4o-mini
promptrobust_pdr_context_injection_squad_08,factual_qa,SQuAD V2,context_injection,original,1,What religion were the Normans,Catholic | Catholic orthodoxy | Catholic,Christian,0,1,"The candidate answer 'Christian' is a broader term that includes Catholicism, which is the specific form of Christianity practiced by the Normans.",gpt-4o-mini
promptrobust_pdr_context_injection_squad_08,factual_qa,SQuAD V2,context_injection,original,2,What religion were the Normans,Catholic | Catholic orthodoxy | Catholic,Christian,0,1,"The candidate answer 'Christian' is a broader term that includes Catholicism, which is the specific form of Christianity practiced by the Normans.",gpt-4o-mini
promptrobust_pdr_context_injection_squad_08,factual_qa,SQuAD V2,context_injection,perturbed,0,What religion were the Normans,Catholic | Catholic orthodoxy | Catholic,Christian,0,1,"The candidate answer 'Christian' is a broader term that includes 'Catholic', which is the specific denomination of Christianity that the Normans adhered to.",gpt-4o-mini
promptrobust_pdr_context_injection_squad_08,factual_qa,SQuAD V2,context_injection,perturbed,1,What religion were the Normans,Catholic | Catholic orthodoxy | Catholic,Christian,0,1,"The candidate answer 'Christian' is a broader term that includes Catholicism, which is the specific form of Christianity practiced by the Normans.",gpt-4o-mini
promptrobust_pdr_context_injection_squad_08,factual_qa,SQuAD V2,context_injection,perturbed,2,What religion were the Normans,Catholic | Catholic orthodoxy | Catholic,Christian,0,1,"The candidate answer 'Christian' is a broader term that includes Catholicism, which is the specific form of Christianity practiced by the Normans.",gpt-4o-mini
promptrobust_pdr_context_injection_squad_09,factual_qa,SQuAD V2,context_injection,original,0,What is the original meaning of the word Norman?,"Viking | Norseman, Viking | Norseman, Viking","Norseman, Viking",1,1,"The candidate answer 'Norseman, Viking' matches the reference answers.",gpt-4o-mini
promptrobust_pdr_context_injection_squad_09,factual_qa,SQuAD V2,context_injection,original,1,What is the original meaning of the word Norman?,"Viking | Norseman, Viking | Norseman, Viking","Norseman, Viking",1,1,"The candidate answer 'Norseman, Viking' matches the accepted reference answers.",gpt-4o-mini
promptrobust_pdr_context_injection_squad_09,factual_qa,SQuAD V2,context_injection,original,2,What is the original meaning of the word Norman?,"Viking | Norseman, Viking | Norseman, Viking","Norseman, Viking",1,1,"The candidate answer 'Norseman, Viking' matches the accepted reference answers.",gpt-4o-mini
promptrobust_pdr_context_injection_squad_09,factual_qa,SQuAD V2,context_injection,perturbed,0,What is the original meaning of the word Norman?,"Viking | Norseman, Viking | Norseman, Viking","Norseman, Viking",1,1,"The candidate answer 'Norseman, Viking' matches the reference answers.",gpt-4o-mini
promptrobust_pdr_context_injection_squad_09,factual_qa,SQuAD V2,context_injection,perturbed,1,What is the original meaning of the word Norman?,"Viking | Norseman, Viking | Norseman, Viking","Norseman, Viking",1,1,"The candidate answer 'Norseman, Viking' matches the accepted reference answers.",gpt-4o-mini
promptrobust_pdr_context_injection_squad_09,factual_qa,SQuAD V2,context_injection,perturbed,2,What is the original meaning of the word Norman?,"Viking | Norseman, Viking | Norseman, Viking","Norseman, Viking",1,1,"The candidate answer 'Norseman, Viking' matches the accepted reference answers.",gpt-4o-mini
promptrobust_pdr_context_injection_squad_10,factual_qa,SQuAD V2,context_injection,original,0,When was the Latin version of the word Norman first recorded?,9th century | 9th century | 9th century,9th century,1,1,The candidate answer '9th century' matches the reference answer.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_10,factual_qa,SQuAD V2,context_injection,original,1,When was the Latin version of the word Norman first recorded?,9th century | 9th century | 9th century,9th century,1,1,The candidate answer '9th century' matches the reference answer.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_10,factual_qa,SQuAD V2,context_injection,original,2,When was the Latin version of the word Norman first recorded?,9th century | 9th century | 9th century,9th century,1,1,The candidate answer '9th century' matches the reference answer.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_10,factual_qa,SQuAD V2,context_injection,perturbed,0,When was the Latin version of the word Norman first recorded?,9th century | 9th century | 9th century,9th century,1,1,The candidate answer '9th century' matches the reference answer.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_10,factual_qa,SQuAD V2,context_injection,perturbed,1,When was the Latin version of the word Norman first recorded?,9th century | 9th century | 9th century,9th century,1,1,The candidate answer '9th century' matches the reference answer.,gpt-4o-mini
promptrobust_pdr_context_injection_squad_10,factual_qa,SQuAD V2,context_injection,perturbed,2,When was the Latin version of the word Norman first recorded?,9th century | 9th century | 9th century,9th century,1,1,The candidate answer '9th century' matches the reference answer.,gpt-4o-mini
promptrobust_pdr_formatting_squad_01,factual_qa,SQuAD V2,formatting,original,0,In what country is Normandy located?,France | France | France | France,France,1,1,The candidate answer 'France' is the same as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_01,factual_qa,SQuAD V2,formatting,original,1,In what country is Normandy located?,France | France | France | France,France,1,1,The candidate answer 'France' is the same as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_01,factual_qa,SQuAD V2,formatting,original,2,In what country is Normandy located?,France | France | France | France,France,1,1,The candidate answer 'France' is the same as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_01,factual_qa,SQuAD V2,formatting,perturbed,0,In what country is Normandy located?,France | France | France | France,France,1,1,The candidate answer 'France' is the same as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_01,factual_qa,SQuAD V2,formatting,perturbed,1,In what country is Normandy located?,France | France | France | France,France,1,1,The candidate answer 'France' is the same as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_01,factual_qa,SQuAD V2,formatting,perturbed,2,In what country is Normandy located?,France | France | France | France,France,1,1,The candidate answer 'France' is the same as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_02,factual_qa,SQuAD V2,formatting,original,0,When were the Normans in Normandy?,10th and 11th centuries | in the 10th and 11th centuries | 10th and 11th centuries | 10th and 11th centuries,10th and 11th centuries,1,1,The candidate answer matches the accepted reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_02,factual_qa,SQuAD V2,formatting,original,1,When were the Normans in Normandy?,10th and 11th centuries | in the 10th and 11th centuries | 10th and 11th centuries | 10th and 11th centuries,In the 10th and 11th centuries.,0,1,The candidate answer provides the same time period as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_02,factual_qa,SQuAD V2,formatting,original,2,When were the Normans in Normandy?,10th and 11th centuries | in the 10th and 11th centuries | 10th and 11th centuries | 10th and 11th centuries,In the 10th and 11th centuries.,0,1,The candidate answer provides the same time period as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_02,factual_qa,SQuAD V2,formatting,perturbed,0,When were the Normans in Normandy?,10th and 11th centuries | in the 10th and 11th centuries | 10th and 11th centuries | 10th and 11th centuries,In the 10th and 11th centuries.,0,1,The candidate answer provides the same time period as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_02,factual_qa,SQuAD V2,formatting,perturbed,1,When were the Normans in Normandy?,10th and 11th centuries | in the 10th and 11th centuries | 10th and 11th centuries | 10th and 11th centuries,In the 10th and 11th centuries.,0,1,The candidate answer provides the same time period as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_02,factual_qa,SQuAD V2,formatting,perturbed,2,When were the Normans in Normandy?,10th and 11th centuries | in the 10th and 11th centuries | 10th and 11th centuries | 10th and 11th centuries,In the 10th and 11th centuries.,0,1,The candidate answer provides the same time period as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_03,factual_qa,SQuAD V2,formatting,original,0,From which countries did the Norse originate?,"Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway","Denmark, Iceland, and Norway.",0,1,The candidate answer lists the same countries as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_03,factual_qa,SQuAD V2,formatting,original,1,From which countries did the Norse originate?,"Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway","Denmark, Iceland, and Norway",1,1,The candidate answer lists the same countries as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_03,factual_qa,SQuAD V2,formatting,original,2,From which countries did the Norse originate?,"Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway","Denmark, Iceland, and Norway.",0,1,The candidate answer lists the same countries as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_03,factual_qa,SQuAD V2,formatting,perturbed,0,From which countries did the Norse originate?,"Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway","Denmark, Iceland, and Norway.",0,1,The candidate answer lists the same countries as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_03,factual_qa,SQuAD V2,formatting,perturbed,1,From which countries did the Norse originate?,"Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway","Denmark, Iceland, and Norway.",0,1,The candidate answer lists the same countries as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_03,factual_qa,SQuAD V2,formatting,perturbed,2,From which countries did the Norse originate?,"Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway | Denmark, Iceland and Norway","Denmark, Iceland, and Norway.",0,1,The candidate answer lists the same countries as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_04,factual_qa,SQuAD V2,formatting,original,0,Who was the Norse leader?,Rollo | Rollo | Rollo | Rollo,Rollo,1,1,The candidate answer 'Rollo' is the same entity as the reference answer.,gpt-4o-mini
promptrobust_pdr_formatting_squad_04,factual_qa,SQuAD V2,formatting,original,1,Who was the Norse leader?,Rollo | Rollo | Rollo | Rollo,Rollo,1,1,The candidate answer 'Rollo' directly matches the reference answer.,gpt-4o-mini
promptrobust_pdr_formatting_squad_04,factual_qa,SQuAD V2,formatting,original,2,Who was the Norse leader?,Rollo | Rollo | Rollo | Rollo,Rollo,1,1,The candidate answer 'Rollo' is the same entity as the reference answer.,gpt-4o-mini
promptrobust_pdr_formatting_squad_04,factual_qa,SQuAD V2,formatting,perturbed,0,Who was the Norse leader?,Rollo | Rollo | Rollo | Rollo,Rollo,1,1,The candidate answer 'Rollo' is the same entity as the reference answer.,gpt-4o-mini
promptrobust_pdr_formatting_squad_04,factual_qa,SQuAD V2,formatting,perturbed,1,Who was the Norse leader?,Rollo | Rollo | Rollo | Rollo,Rollo,1,1,The candidate answer 'Rollo' matches the reference answer.,gpt-4o-mini
promptrobust_pdr_formatting_squad_04,factual_qa,SQuAD V2,formatting,perturbed,2,Who was the Norse leader?,Rollo | Rollo | Rollo | Rollo,Rollo,1,1,The candidate answer 'Rollo' directly matches the reference answer.,gpt-4o-mini
promptrobust_pdr_formatting_squad_05,factual_qa,SQuAD V2,formatting,original,0,What century did the Normans first gain their separate identity?,10th century | the first half of the 10th century | 10th | 10th,10th century,1,1,The candidate answer '10th century' matches the accepted reference answer '10th century'.,gpt-4o-mini
promptrobust_pdr_formatting_squad_05,factual_qa,SQuAD V2,formatting,original,1,What century did the Normans first gain their separate identity?,10th century | the first half of the 10th century | 10th | 10th,10th century,1,1,The candidate answer '10th century' matches the reference answer '10th century'.,gpt-4o-mini
promptrobust_pdr_formatting_squad_05,factual_qa,SQuAD V2,formatting,original,2,What century did the Normans first gain their separate identity?,10th century | the first half of the 10th century | 10th | 10th,10th century,1,1,The candidate answer '10th century' matches the reference answer '10th century'.,gpt-4o-mini
promptrobust_pdr_formatting_squad_05,factual_qa,SQuAD V2,formatting,perturbed,0,What century did the Normans first gain their separate identity?,10th century | the first half of the 10th century | 10th | 10th,10th century,1,1,The candidate answer '10th century' matches the reference answer '10th century'.,gpt-4o-mini
promptrobust_pdr_formatting_squad_05,factual_qa,SQuAD V2,formatting,perturbed,1,What century did the Normans first gain their separate identity?,10th century | the first half of the 10th century | 10th | 10th,10th century,1,1,The candidate answer '10th century' matches the reference answer '10th century'.,gpt-4o-mini
promptrobust_pdr_formatting_squad_05,factual_qa,SQuAD V2,formatting,perturbed,2,What century did the Normans first gain their separate identity?,10th century | the first half of the 10th century | 10th | 10th,10th century,1,1,The candidate answer '10th century' matches the accepted reference answer '10th century'.,gpt-4o-mini
promptrobust_pdr_formatting_squad_06,factual_qa,SQuAD V2,formatting,original,0,Who was the duke in the battle of Hastings?,William the Conqueror | William the Conqueror | William the Conqueror,William the Conqueror,1,1,The candidate answer directly identifies the same entity as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_06,factual_qa,SQuAD V2,formatting,original,1,Who was the duke in the battle of Hastings?,William the Conqueror | William the Conqueror | William the Conqueror,William the Conqueror,1,1,The candidate answer directly identifies the same entity as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_06,factual_qa,SQuAD V2,formatting,original,2,Who was the duke in the battle of Hastings?,William the Conqueror | William the Conqueror | William the Conqueror,William the Conqueror,1,1,The candidate answer directly identifies the same entity as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_06,factual_qa,SQuAD V2,formatting,perturbed,0,Who was the duke in the battle of Hastings?,William the Conqueror | William the Conqueror | William the Conqueror,William the Conqueror,1,1,The candidate answer 'William the Conqueror' matches the reference answer.,gpt-4o-mini
promptrobust_pdr_formatting_squad_06,factual_qa,SQuAD V2,formatting,perturbed,1,Who was the duke in the battle of Hastings?,William the Conqueror | William the Conqueror | William the Conqueror,William the Conqueror,1,1,The candidate answer directly identifies the same entity as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_06,factual_qa,SQuAD V2,formatting,perturbed,2,Who was the duke in the battle of Hastings?,William the Conqueror | William the Conqueror | William the Conqueror,William the Conqueror,1,1,The candidate answer directly identifies the same entity as the reference answers.,gpt-4o-mini
promptrobust_pdr_formatting_squad_07,factual_qa,SQuAD V2,formatting,original,0,Who ruled the duchy of Normandy,Richard I | Richard I | Richard I,Richard I of Normandy,0,1,The candidate answer 'Richard I of Normandy' refers to the same entity as the reference answer 'Richard I'.,gpt-4o-mini
promptrobust_pdr_formatting_squad_07,factual_qa,SQuAD V2,formatting,original,1,Who ruled the duchy of Normandy,Richard I | Richard I | Richard I,Richard I of Normandy,0,1,The candidate answer 'Richard I of Normandy' refers to the same entity as the reference answer 'Richard I'.,gpt-4o-mini
promptrobust_pdr_formatting_squad_07,factual_qa,SQuAD V2,formatting,original,2,Who ruled the duchy of Normandy,Richard I | Richard I | Richard I,Richard I of Normandy,0,1,The candidate answer 'Richard I of Normandy' refers to the same entity as the reference answer 'Richard I'.,gpt-4o-mini
promptrobust_pdr_formatting_squad_07,factual_qa,SQuAD V2,formatting,perturbed,0,Who ruled the duchy of Normandy,Richard I | Richard I | Richard I,Richard I of Normandy,0,1,The candidate answer 'Richard I of Normandy' refers to the same entity as the reference answer 'Richard I'.,gpt-4o-mini
promptrobust_pdr_formatting_squad_07,factual_qa,SQuAD V2,formatting,perturbed,1,Who ruled the duchy of Normandy,Richard I | Richard I | Richard I,Richard I of Normandy,0,1,The candidate answer 'Richard I of Normandy' refers to the same entity as the reference answer 'Richard I'.,gpt-4o-mini
promptrobust_pdr_formatting_squad_07,factual_qa,SQuAD V2,formatting,perturbed,2,Who ruled the duchy of Normandy,Richard I | Richard I | Richard I,Richard I of Normandy,0,1,The candidate answer 'Richard I of Normandy' refers to the same entity as the reference answer 'Richard I'.,gpt-4o-mini
promptrobust_pdr_formatting_squad_08,factual_qa,SQuAD V2,formatting,original,0,What religion were the Normans,Catholic | Catholic orthodoxy | Catholic,Christian,0,1,"The candidate answer 'Christian' is a broader term that includes Catholicism, which is the specific form of Christianity practiced by the Normans.",gpt-4o-mini
promptrobust_pdr_formatting_squad_08,factual_qa,SQuAD V2,formatting,original,1,What religion were the Normans,Catholic | Catholic orthodoxy | Catholic,Christian,0,1,"The candidate answer 'Christian' is a broader term that includes Catholicism, which is the specific form of Christianity practiced by the Normans.",gpt-4o-mini
promptrobust_pdr_formatting_squad_08,factual_qa,SQuAD V2,formatting,original,2,What religion were the Normans,Catholic | Catholic orthodoxy | Catholic,Christian,0,1,"The candidate answer 'Christian' is a broader term that includes 'Catholic', which is the specific denomination of Christianity that the Normans adhered to.",gpt-4o-mini
