case_id,task,version,sample_idx,prompt,output
ref_math_01,math_reasoning,original,0,"As a mathematics instructor, calculate the answer to the following problem. Show your reasoning and put the final answer at the end.

Problem: How many vertical asymptotes does the graph of $y=\frac{2}{x^2+x-6}$ have?","To find the vertical asymptotes of the function \( y = \frac{2}{x^2 + x - 6} \), we first need to determine where the denominator is equal to zero, since vertical asymptotes occur at values of \( x \) that make the denominator undefined.

Start by factoring the quadratic expression in the denominator:

\[
x^2 + x - 6
\]

We need to find two numbers that multiply to \(-6\) (the constant term) and add up to \(1\) (the coefficient of \(x\)). These numbers are \(3\) and \(-2\).

Thus, we can factor the quadratic as follows:

\[
x^2 + x - 6 = (x + 3)(x - 2)
\]

Next, we set the denominator equal to zero to find the points where the vertical asymptotes occur:

\[
(x + 3)(x - 2) = 0
\]

This gives us two equations to solve:

1. \( x + 3 = 0 \) which simplifies to \( x = -3 \)
2. \( x - 2 = 0 \) which simplifies to \( x = 2 \)

Both values, \( x = -3 \) and \( x = 2 \), make the denominator zero, indicating that there are vertical asymptotes at these points.

Therefore, the graph of \( y = \frac{2}{x^2 + x - 6} \) has a total of 2 vertical asymptotes.

Final answer: \( \boxed{2} \)"
ref_math_01,math_reasoning,original,1,"As a mathematics instructor, calculate the answer to the following problem. Show your reasoning and put the final answer at the end.

Problem: How many vertical asymptotes does the graph of $y=\frac{2}{x^2+x-6}$ have?","To find the vertical asymptotes of the function \( y = \frac{2}{x^2 + x - 6} \), we need to identify where the denominator is equal to zero, since vertical asymptotes occur at values of \( x \) that make the denominator zero but do not make the numerator zero.

First, we will set the denominator equal to zero:

\[
x^2 + x - 6 = 0
\]

Next, we will factor the quadratic expression. We need two numbers that multiply to \(-6\) (the constant term) and add up to \(1\) (the coefficient of \(x\)). The numbers \(3\) and \(-2\) satisfy these conditions:

\[
x^2 + x - 6 = (x - 2)(x + 3)
\]

Now, we can set each factor equal to zero to find the roots:

1. \( x - 2 = 0 \) gives \( x = 2 \)
2. \( x + 3 = 0 \) gives \( x = -3 \)

Thus, the points \( x = 2 \) and \( x = -3 \) are where the denominator is zero. Since the numerator \(2\) is not zero at these points, we have confirmed that there are vertical asymptotes at these values.

Therefore, the graph of \( y = \frac{2}{x^2 + x - 6} \) has:

\[
\boxed{2}
\]

vertical asymptotes, located at \( x = 2 \) and \( x = -3 \)."
ref_math_01,math_reasoning,original,2,"As a mathematics instructor, calculate the answer to the following problem. Show your reasoning and put the final answer at the end.

Problem: How many vertical asymptotes does the graph of $y=\frac{2}{x^2+x-6}$ have?","To determine how many vertical asymptotes the graph of the function \( y = \frac{2}{x^2 + x - 6} \) has, we first need to find the values of \( x \) that make the denominator equal to zero, since vertical asymptotes occur at these points, provided they do not also make the numerator zero.

1. **Set the denominator equal to zero**:
   \[
   x^2 + x - 6 = 0
   \]

2. **Factor the quadratic**:
   We can factor the quadratic expression:
   \[
   x^2 + x - 6 = (x - 2)(x + 3)
   \]

3. **Find the roots**:
   Set each factor equal to zero:
   \[
   x - 2 = 0 \quad \Rightarrow \quad x = 2
   \]
   \[
   x + 3 = 0 \quad \Rightarrow \quad x = -3
   \]

4. **Determine the vertical asymptotes**:
   The values \( x = 2 \) and \( x = -3 \) are where the denominator is zero. Since the numerator \( 2 \) is not zero at these values, both points correspond to vertical asymptotes.

Thus, the function \( y = \frac{2}{x^2 + x - 6} \) has vertical asymptotes at \( x = 2 \) and \( x = -3 \).

Finally, we conclude that the graph has a total of:

\[
\text{Final answer: } 2
\]"
ref_math_01,math_reasoning,perturbed,0,"Work through the following math problem carefully. Explain the reasoning, then state the final answer at the end.

Problem: How many vertical asymptotes does the graph of $y=\frac{2}{x^2+x-6}$ have?","To find the vertical asymptotes of the function \( y = \frac{2}{x^2 + x - 6} \), we need to determine where the denominator is equal to zero, since vertical asymptotes occur at values of \( x \) that make the denominator undefined.

First, we start by factoring the quadratic expression in the denominator:

\[
x^2 + x - 6
\]

To factor this, we need to find two numbers that multiply to \(-6\) (the constant term) and add to \(1\) (the coefficient of \(x\)). The numbers \(3\) and \(-2\) satisfy these conditions, since:

\[
3 \times -2 = -6 \quad \text{and} \quad 3 + (-2) = 1
\]

Thus, we can factor the quadratic as follows:

\[
x^2 + x - 6 = (x + 3)(x - 2)
\]

Now, we set the denominator equal to zero to find the values of \(x\) that cause the function to be undefined:

\[
(x + 3)(x - 2) = 0
\]

This gives us two equations to solve:

1. \( x + 3 = 0 \)  →  \( x = -3 \)
2. \( x - 2 = 0 \)  →  \( x = 2 \)

Both \(x = -3\) and \(x = 2\) are values that make the denominator zero. Therefore, they are potential vertical asymptotes.

Next, we confirm that the function does not have removable discontinuities at these points by checking the overall function. Since the numerator \(2\) is a constant and does not equal zero at either of these \(x\) values, we conclude that both points are indeed vertical asymptotes.

Thus, the graph of \(y = \frac{2}{x^2 + x - 6}\) has two vertical asymptotes.

Finally, the answer is:

\[
\boxed{2}
\]"
ref_math_01,math_reasoning,perturbed,1,"Work through the following math problem carefully. Explain the reasoning, then state the final answer at the end.

Problem: How many vertical asymptotes does the graph of $y=\frac{2}{x^2+x-6}$ have?","To determine the number of vertical asymptotes for the function \( y = \frac{2}{x^2 + x - 6} \), we first need to identify where the function is undefined. Vertical asymptotes occur at values of \( x \) that make the denominator zero, provided the numerator is not also zero at those points.

1. **Factor the denominator**: We start by factoring the quadratic expression in the denominator:
   \[
   x^2 + x - 6
   \]
   To factor this, we look for two numbers that multiply to \(-6\) (the constant term) and add to \(1\) (the coefficient of \(x\)). The numbers \(3\) and \(-2\) fit these criteria, so we can factor the quadratic as:
   \[
   x^2 + x - 6 = (x + 3)(x - 2)
   \]

2. **Set the denominator equal to zero**: Next, we find the values of \( x \) that make the denominator zero:
   \[
   (x + 3)(x - 2) = 0
   \]
   Setting each factor to zero gives:
   \[
   x + 3 = 0 \quad \Rightarrow \quad x = -3
   \]
   \[
   x - 2 = 0 \quad \Rightarrow \quad x = 2
   \]

3. **Check the numerator**: The numerator of our function is \( 2 \), which is a constant and does not equal zero. Therefore, neither of the points where the denominator is zero will also make the numerator zero.

4. **Conclusion**: Since the function \( y = \frac{2}{x^2 + x - 6} \) is undefined at \( x = -3 \) and \( x = 2 \), and these points do not correspond to zeros of the numerator, we conclude that there are vertical asymptotes at both \( x = -3 \) and \( x = 2 \).

Thus, the total number of vertical asymptotes for the graph of the function is:

\[
\boxed{2}
\]"
ref_math_01,math_reasoning,perturbed,2,"Work through the following math problem carefully. Explain the reasoning, then state the final answer at the end.

Problem: How many vertical asymptotes does the graph of $y=\frac{2}{x^2+x-6}$ have?","To determine the number of vertical asymptotes for the function \( y = \frac{2}{x^2 + x - 6} \), we first need to find where the denominator is equal to zero, since vertical asymptotes occur at the values of \( x \) that make the denominator zero (provided that the numerator is not also zero at those points).

1. **Set the denominator equal to zero:**
   \[
   x^2 + x - 6 = 0
   \]

2. **Factor the quadratic expression:**
   We look for two numbers that multiply to \(-6\) (the constant term) and add up to \(1\) (the coefficient of \(x\)). These numbers are \(3\) and \(-2\). Thus, we can factor the quadratic as follows:
   \[
   (x + 3)(x - 2) = 0
   \]

3. **Find the roots of the equation:**
   Setting each factor equal to zero gives us:
   \[
   x + 3 = 0 \quad \Rightarrow \quad x = -3
   \]
   \[
   x - 2 = 0 \quad \Rightarrow \quad x = 2
   \]

4. **Determine the vertical asymptotes:**
   The function \( y = \frac{2}{x^2 + x - 6} \) will have vertical asymptotes at \( x = -3 \) and \( x = 2 \) because at these points the denominator is zero and the numerator is non-zero (since the numerator \(2\) does not equal zero).

5. **Count the vertical asymptotes:**
   We found two values where the function has vertical asymptotes.

Thus, the final answer is that the graph of \( y = \frac{2}{x^2 + x - 6} \) has **2 vertical asymptotes**."
ref_math_02,math_reasoning,original,0,"As a mathematics instructor, calculate the answer to the following problem. Show your reasoning and put the final answer at the end.

Problem: What is the positive difference between $120\%$ of 30 and $130\%$ of 20?","To solve the problem, we will calculate \(120\%\) of \(30\) and \(130\%\) of \(20\), and then find the positive difference between these two values.

First, we calculate \(120\%\) of \(30\):

\[
120\% \text{ of } 30 = \frac{120}{100} \times 30 = 1.2 \times 30 = 36
\]

Next, we calculate \(130\%\) of \(20\):

\[
130\% \text{ of } 20 = \frac{130}{100} \times 20 = 1.3 \times 20 = 26
\]

Now, we find the positive difference between \(36\) and \(26\):

\[
\text{Positive difference} = 36 - 26 = 10
\]

Thus, the final answer is 

\[
\boxed{10}
\]"
ref_math_02,math_reasoning,original,1,"As a mathematics instructor, calculate the answer to the following problem. Show your reasoning and put the final answer at the end.

Problem: What is the positive difference between $120\%$ of 30 and $130\%$ of 20?","To solve the problem, we first need to calculate \(120\%\) of \(30\) and \(130\%\) of \(20\).

1. **Calculate \(120\%\) of \(30\)**:
   \[
   120\% \text{ of } 30 = \frac{120}{100} \times 30 = 1.2 \times 30 = 36
   \]

2. **Calculate \(130\%\) of \(20\)**:
   \[
   130\% \text{ of } 20 = \frac{130}{100} \times 20 = 1.3 \times 20 = 26
   \]

3. **Find the positive difference between these two results**:
   \[
   \text{Positive difference} = |36 - 26| = 10
   \]

Therefore, the positive difference between \(120\%\) of \(30\) and \(130\%\) of \(20\) is \(\boxed{10}\)."
ref_math_02,math_reasoning,original,2,"As a mathematics instructor, calculate the answer to the following problem. Show your reasoning and put the final answer at the end.

Problem: What is the positive difference between $120\%$ of 30 and $130\%$ of 20?","To solve the problem, we need to calculate \(120\%\) of \(30\) and \(130\%\) of \(20\) first, and then find the positive difference between these two results.

1. Calculate \(120\%\) of \(30\):
   \[
   120\% \text{ of } 30 = \frac{120}{100} \times 30 = 1.2 \times 30 = 36
   \]

2. Calculate \(130\%\) of \(20\):
   \[
   130\% \text{ of } 20 = \frac{130}{100} \times 20 = 1.3 \times 20 = 26
   \]

3. Now, find the positive difference between \(36\) and \(26\):
   \[
   \text{Positive difference} = 36 - 26 = 10
   \]

Thus, the final answer is:
\[
\boxed{10}
\]"
ref_math_02,math_reasoning,perturbed,0,"Work through the following math problem carefully. Explain the reasoning, then state the final answer at the end.

Problem: What is the positive difference between $120\%$ of 30 and $130\%$ of 20?","To find the positive difference between \(120\%\) of 30 and \(130\%\) of 20, we start by calculating each percentage.

First, we calculate \(120\%\) of 30:
\[
120\% \text{ of } 30 = \frac{120}{100} \times 30 = 1.2 \times 30 = 36.
\]

Next, we calculate \(130\%\) of 20:
\[
130\% \text{ of } 20 = \frac{130}{100} \times 20 = 1.3 \times 20 = 26.
\]

Now, we find the positive difference between these two results:
\[
\text{Positive difference} = |36 - 26| = |10| = 10.
\]

Thus, the final answer is:
\[
\boxed{10}.
\]"
ref_math_02,math_reasoning,perturbed,1,"Work through the following math problem carefully. Explain the reasoning, then state the final answer at the end.

Problem: What is the positive difference between $120\%$ of 30 and $130\%$ of 20?","To solve the problem, we need to calculate two values: \(120\%\) of \(30\) and \(130\%\) of \(20\).

1. **Calculate \(120\%\) of \(30\)**:
   \[
   120\% = \frac{120}{100} = 1.2
   \]
   Now, multiply \(1.2\) by \(30\):
   \[
   1.2 \times 30 = 36
   \]

2. **Calculate \(130\%\) of \(20\)**:
   \[
   130\% = \frac{130}{100} = 1.3
   \]
   Now, multiply \(1.3\) by \(20\):
   \[
   1.3 \times 20 = 26
   \]

3. **Find the positive difference between the two results**:
   We have \(120\%\) of \(30\) which is \(36\) and \(130\%\) of \(20\) which is \(26\). Now we calculate the positive difference:
   \[
   36 - 26 = 10
   \]

Thus, the positive difference between \(120\%\) of \(30\) and \(130\%\) of \(20\) is \(\boxed{10}\)."
ref_math_02,math_reasoning,perturbed,2,"Work through the following math problem carefully. Explain the reasoning, then state the final answer at the end.

Problem: What is the positive difference between $120\%$ of 30 and $130\%$ of 20?","To solve the problem, we need to calculate \(120\%\) of \(30\) and \(130\%\) of \(20\), and then find the positive difference between the two results.

1. **Calculate \(120\%\) of \(30\)**:
   \[
   120\% = \frac{120}{100} = 1.2
   \]
   Now, multiply this by \(30\):
   \[
   1.2 \times 30 = 36
   \]

2. **Calculate \(130\%\) of \(20\)**:
   \[
   130\% = \frac{130}{100} = 1.3
   \]
   Now, multiply this by \(20\):
   \[
   1.3 \times 20 = 26
   \]

3. **Find the positive difference between \(36\) and \(26\)**:
   \[
   \text{Difference} = 36 - 26 = 10
   \]

Thus, the positive difference between \(120\%\) of \(30\) and \(130\%\) of \(20\) is \(10\).

Final answer: \(10\)"
ref_humaneval_01,code_generation,original,0,"Complete the following Python function. Return only valid Python code, with no explanation.

from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Check if in given list of numbers, are any two numbers closer to each other than
    given threshold.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""","```python
    numbers.sort()
    for i in range(len(numbers) - 1):
        if abs(numbers[i] - numbers[i + 1]) < threshold:
            return True
    return False
```"
ref_humaneval_01,code_generation,original,1,"Complete the following Python function. Return only valid Python code, with no explanation.

from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Check if in given list of numbers, are any two numbers closer to each other than
    given threshold.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""","```python
    for i in range(len(numbers)):
        for j in range(i + 1, len(numbers)):
            if abs(numbers[i] - numbers[j]) < threshold:
                return True
    return False
```"
ref_humaneval_01,code_generation,original,2,"Complete the following Python function. Return only valid Python code, with no explanation.

from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Check if in given list of numbers, are any two numbers closer to each other than
    given threshold.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""","```python
    for i in range(len(numbers)):
        for j in range(i + 1, len(numbers)):
            if abs(numbers[i] - numbers[j]) < threshold:
                return True
    return False
```"
ref_humaneval_01,code_generation,perturbed,0,"Implement the Python function below. Provide only executable Python code and do not add prose.

from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Check if in given list of numbers, are any two numbers closer to each other than
    given threshold.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""","```python
from typing import List

def has_close_elements(numbers: List[float], threshold: float) -> bool:
    for i in range(len(numbers)):
        for j in range(i + 1, len(numbers)):
            if abs(numbers[i] - numbers[j]) < threshold:
                return True
    return False
```"
ref_humaneval_01,code_generation,perturbed,1,"Implement the Python function below. Provide only executable Python code and do not add prose.

from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Check if in given list of numbers, are any two numbers closer to each other than
    given threshold.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""","```python
from typing import List

def has_close_elements(numbers: List[float], threshold: float) -> bool:
    for i in range(len(numbers)):
        for j in range(i + 1, len(numbers)):
            if abs(numbers[i] - numbers[j]) < threshold:
                return True
    return False
```"
ref_humaneval_01,code_generation,perturbed,2,"Implement the Python function below. Provide only executable Python code and do not add prose.

from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    """""" Check if in given list of numbers, are any two numbers closer to each other than
    given threshold.
    >>> has_close_elements([1.0, 2.0, 3.0], 0.5)
    False
    >>> has_close_elements([1.0, 2.8, 3.0, 4.0, 5.0, 2.0], 0.3)
    True
    """"""","```python
from typing import List

def has_close_elements(numbers: List[float], threshold: float) -> bool:
    for i in range(len(numbers)):
        for j in range(i + 1, len(numbers)):
            if abs(numbers[i] - numbers[j]) < threshold:
                return True
    return False
```"
ref_humaneval_02,code_generation,original,0,"Complete the following Python function. Return only valid Python code, with no explanation.

from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """""" Input to this function is a string containing multiple groups of nested parentheses. Your goal is to
    separate those group into separate strings and return the list of those.
    Separate groups are balanced (each open brace is properly closed) and not nested within each other
    Ignore any spaces in the input string.
    >>> separate_paren_groups('( ) (( )) (( )( ))')
    ['()', '(())', '(()())']
    """"""","```python
def separate_paren_groups(paren_string: str) -> List[str]:
    groups = []
    current_group = []
    balance = 0
    
    for char in paren_string.replace("" "", """"):
        if char == '(':
            if balance == 0 and current_group:
                groups.append(''.join(current_group))
                current_group = []
            current_group.append(char)
            balance += 1
        elif char == ')':
            current_group.append(char)
            balance -= 1
            if balance == 0:
                groups.append(''.join(current_group))
                current_group = []
    
    return groups
```"
ref_humaneval_02,code_generation,original,1,"Complete the following Python function. Return only valid Python code, with no explanation.

from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """""" Input to this function is a string containing multiple groups of nested parentheses. Your goal is to
    separate those group into separate strings and return the list of those.
    Separate groups are balanced (each open brace is properly closed) and not nested within each other
    Ignore any spaces in the input string.
    >>> separate_paren_groups('( ) (( )) (( )( ))')
    ['()', '(())', '(()())']
    """"""","```python
def separate_paren_groups(paren_string: str) -> List[str]:
    paren_string = paren_string.replace("" "", """")
    groups = []
    balance = 0
    current_group = []

    for char in paren_string:
        current_group.append(char)
        if char == '(':
            balance += 1
        elif char == ')':
            balance -= 1
        
        if balance == 0:
            groups.append(''.join(current_group))
            current_group = []
    
    return groups
```"
ref_humaneval_02,code_generation,original,2,"Complete the following Python function. Return only valid Python code, with no explanation.

from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """""" Input to this function is a string containing multiple groups of nested parentheses. Your goal is to
    separate those group into separate strings and return the list of those.
    Separate groups are balanced (each open brace is properly closed) and not nested within each other
    Ignore any spaces in the input string.
    >>> separate_paren_groups('( ) (( )) (( )( ))')
    ['()', '(())', '(()())']
    """"""","```python
def separate_paren_groups(paren_string: str) -> List[str]:
    clean_string = paren_string.replace("" "", """")
    groups = []
    balance = 0
    current_group = []

    for char in clean_string:
        current_group.append(char)
        if char == '(':
            balance += 1
        elif char == ')':
            balance -= 1

        if balance == 0:
            groups.append(''.join(current_group))
            current_group = []

    return groups
```"
ref_humaneval_02,code_generation,perturbed,0,"Implement the Python function below. Provide only executable Python code and do not add prose.

from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    """""" Input to this function is a string containing multiple groups of nested parentheses. Your goal is to
    separate those group into separate strings and return the list of those.
    Separate groups are balanced (each open brace is properly closed) and not nested within each other
    Ignore any spaces in the input string.
    >>> separate_paren_groups('( ) (( )) (( )( ))')
    ['()', '(())', '(()())']
    """"""","```python
from typing import List

def separate_paren_groups(paren_string: str) -> List[str]:
    paren_string = paren_string.replace("" "", """")
    groups = []
    balance = 0
    current_group = []
    
    for char in paren_string:
        current_group.append(char)
        if char == '(':
            balance += 1
        elif char == ')':
            balance -= 1
        
        if balance == 0:
            groups.append(''.join(current_group))
            current_group = []
    
    return groups
```"
