scope_type,scope_value,n,relationship,x,y,pearson,spearman,spearman_ci95_low,spearman_ci95_high,spearman_permutation_p_two_sided
task,factual_qa,50,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.9437349171222739,0.16192598941384265,-0.1489022952266323,0.5310726457632933,0.08291708291708291
task,factual_qa,50,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,0.6954813887812547,0.1563317765267216,-0.1489022952266323,0.5310726457632933,0.0989010989010989
task,factual_qa,50,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.8552049334351707,0.3512919096121443,0.2471041956992128,0.5491401324479468,0.000999000999000999
task,factual_qa,50,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.965735098857725,0.25572663842938154,0.24879606186796205,0.4920183036681495,0.015984015984015984
task,factual_qa,50,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,0.9962764331589211,0.30634646645862124,0.2779009863860222,0.5890236148896221,0.015984015984015984
task,math_reasoning,50,primary,noise_corrected_drift,abs_repeated_pass_rate_change,-0.05986301187198885,0.23155583481000766,-0.04432065251472918,0.5070280668476652,0.0969030969030969
task,math_reasoning,50,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,-0.3402169737517029,-0.23830567338568368,-0.5081309966917775,0.0341116373690872,0.0979020979020979
task,math_reasoning,50,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,-0.30284366376198496,-0.25655337462324257,-0.49953011580726986,0.016134424328769152,0.060939060939060936
task,math_reasoning,50,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.05922732875350134,0.15790954120145828,-0.14713146396324975,0.44696180766331217,0.27672327672327673
task,math_reasoning,50,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,-0.005463945753788417,0.31016217961379716,0.06596950339428437,0.5528564256261715,0.028971028971028972
task,math_reasoning,50,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,-0.29642369793238854,-0.3591380841597964,-0.5737315217447505,-0.06994632420085407,0.012987012987012988
task,math_reasoning,50,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,-0.2498502417388745,-0.3395498750508662,-0.5517864346846725,-0.07792269403318224,0.011988011988011988
task,math_reasoning,50,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,-0.06151453441528156,0.10683910507972083,-0.1489544389900579,0.3592989715580741,0.43456543456543456
perturbation,context_injection,30,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.49241384737652066,0.38161739216742996,-0.019562574095698174,0.7147571267218941,0.03996003996003996
perturbation,context_injection,30,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.44495850051574587,0.4312508765308587,0.1275874951667772,0.6715413765114864,0.017982017982017984
perturbation,context_injection,30,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.584571002333894,0.3772155029191434,0.08088278643768047,0.643955642435529,0.03196803196803197
perturbation,context_injection,30,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,-0.5289206127055172,-0.19735199841942827,-0.5995112283468871,0.2559757126788835,0.3306693306693307
perturbation,context_injection,30,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,-0.08529384677428371,0.09658289304993185,-0.20093137771976893,0.3957789814683001,0.5984015984015985
perturbation,context_injection,30,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.1767779355169087,0.21268997876591247,-0.032302799342300424,0.44556872744701836,0.2997002997002997
perturbation,context_injection,30,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.46891459593955565,0.33803312887002346,0.027101245281245755,0.6143017049988548,0.07792207792207792
perturbation,context_injection,30,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,0.2066018198954999,0.17343724196420165,-0.19676685197141905,0.5234433677721422,0.3806193806193806
perturbation,formatting,30,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.5986070012136422,0.32204036056689483,-0.10971811272697794,0.6915723135466298,0.07892107892107893
perturbation,formatting,30,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.6101256952965919,0.5731460453901598,0.31723396144071,0.7700648333366577,0.000999000999000999
perturbation,formatting,30,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.5187732676444122,0.4345102395072482,0.1384185776882602,0.6777643837452604,0.011988011988011988
perturbation,formatting,30,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.6639074176186764,0.4379741640009901,0.04138568511288057,0.7221445777402371,0.016983016983016984
perturbation,formatting,30,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,0.7221088684657745,0.5462971707724246,0.32074733113398995,0.7616679767407091,0.000999000999000999
perturbation,formatting,30,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.6544752962731278,0.46860772769902764,0.24738429861249042,0.6665062871795405,0.001998001998001998
perturbation,formatting,30,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.4767323743267674,0.3994053876415916,0.12092052779312135,0.6394216164032236,0.024975024975024976
perturbation,formatting,30,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,0.5296827852763362,0.4626054532556844,0.06612327818372074,0.7507597079312461,0.005994005994005994
perturbation,paraphrase,30,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.6851227917676219,0.2885117435710946,-0.14498346337029763,0.6159044647596712,0.1258741258741259
perturbation,paraphrase,30,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.6064684929024938,0.36663850728967023,0.010123531301528483,0.6478070619309905,0.03996003996003996
perturbation,paraphrase,30,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.6406327252627604,0.44972843480261215,0.14925330420308336,0.6965169303313778,0.013986013986013986
perturbation,paraphrase,30,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.6935792770988648,0.30849484921460996,-0.07783292104032906,0.6407072402704731,0.1068931068931069
perturbation,paraphrase,30,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,0.5468334710296228,0.359702847658816,-0.04642790112208474,0.668378301060704,0.03696303696303696
perturbation,paraphrase,30,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.46358597111597105,0.29467433233670803,-0.03427536841410013,0.5905732540352944,0.11988011988011989
perturbation,paraphrase,30,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.5354294331131217,0.39833507203912377,0.050935800330393376,0.651467001502928,0.03496503496503497
perturbation,paraphrase,30,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,0.5390731104173112,0.1580512512440252,-0.2930604012687549,0.5428356175886804,0.3866133866133866
perturbation,reordering,30,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.6127981041060985,0.27079891054148547,-0.19478629999303274,0.6549824551542122,0.14385614385614387
perturbation,reordering,30,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.23105097325809448,0.44459816446117306,0.19682276730712744,0.6790572950021463,0.013986013986013986
perturbation,reordering,30,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.27875728974011765,0.47895268750714337,0.21871034367881279,0.7055839976110074,0.008991008991008992
perturbation,reordering,30,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.22768002041611396,0.23270070164006917,-0.29137824608126034,0.6302817607289476,0.22077922077922077
perturbation,reordering,30,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,0.44160725701401726,0.45614812715621045,0.20813326740351695,0.7478881994014226,0.03196803196803197
perturbation,reordering,30,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.03639993064768146,0.1550632994212094,-0.058001484187413556,0.40686731716526203,0.4595404595404595
perturbation,reordering,30,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.3262189178391765,0.2708414398894154,0.21849918150110492,0.5240303395828743,0.0989010989010989
perturbation,reordering,30,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,-0.05908017947407322,-0.1102384418038661,-0.22969395294297862,-0.07262650583117071,1.0
perturbation,surface_noise,30,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.4283277578898501,0.43588568129971716,0.03945673648857794,0.7617236788814242,0.014985014985014986
perturbation,surface_noise,30,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.17905768579925893,0.3418458205958278,0.0344278700856938,0.6084482836368005,0.06393606393606394
perturbation,surface_noise,30,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.03266942714393112,0.19764705968178167,-0.10769302552928325,0.4857650481044629,0.27672327672327673
perturbation,surface_noise,30,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.4516771425155003,-0.014592929460591528,-0.5013079581054589,0.44945870412637945,0.958041958041958
perturbation,surface_noise,30,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,0.4484920638485648,0.27488977252672914,-0.16475313038048017,0.6439522136059616,0.07492507492507493
perturbation,surface_noise,30,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.3872600929035372,0.3157415748193824,-0.05380748684892079,0.5934010384528996,0.08791208791208792
perturbation,surface_noise,30,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.20971005697944578,0.24382023458943183,-0.07543490047638197,0.5312251969556336,0.1938061938061938
perturbation,surface_noise,30,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,0.3249986573000731,0.3887386457818313,0.004911850218032236,0.7351767045990806,0.025974025974025976
task_perturbation,code_generation:context_injection,10,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.7348267455229587,0.42313952231127866,-0.41673906247543097,0.9086470599329797,0.23276723276723277
task_perturbation,code_generation:context_injection,10,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.6797353619309127,0.6785567440786864,0.1854859586414796,0.9682458365518543,0.03696303696303696
task_perturbation,code_generation:context_injection,10,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.7434984664840993,0.5741633988358115,-0.060225186169698644,0.9362816758985388,0.08691308691308691
task_perturbation,code_generation:context_injection,10,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,-0.8542741583580014,-0.6847166815582509,-0.9362816758985388,-0.3105649968749708,0.03596403596403597
task_perturbation,code_generation:context_injection,10,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,-0.253085538044228,-0.3592106040535498,-0.7131100530487278,-0.26148818018424536,0.5914085914085914
task_perturbation,code_generation:context_injection,10,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.1651347543926352,0.17407765595569785,-0.17937635071863428,0.5815599636595248,0.7962037962037962
task_perturbation,code_generation:context_injection,10,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.8577719553052839,0.6963106238227914,0.5254270830780441,0.8914605918126537,0.054945054945054944
task_perturbation,code_generation:context_injection,10,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,0.43862358171521415,0.13470397652008118,-0.6140130043153911,0.820412654142367,0.7792207792207793
task_perturbation,code_generation:formatting,10,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.7949102639978788,0.7991055024756403,0.3672343934343567,1.0,0.015984015984015984
task_perturbation,code_generation:formatting,10,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.7290119407215508,0.6667087528803173,0.17755584201626828,0.9457324874869208,0.03996003996003996
task_perturbation,code_generation:formatting,10,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.7039211794684407,0.6461965715116599,0.17180168348455357,0.8914605918126537,0.04195804195804196
task_perturbation,code_generation:formatting,10,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.7949102639978788,0.7991055024756403,0.3672343934343567,1.0,0.015984015984015984
task_perturbation,code_generation:formatting,10,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,0.7059703107147505,0.7699188535494523,0.35205837822285463,0.9860132971832694,0.017982017982017984
task_perturbation,code_generation:formatting,10,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.668485664538601,0.6457765999379483,0.17733172553297716,0.8883395012895695,0.06293706293706294
task_perturbation,code_generation:formatting,10,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.665017665633843,0.6477424388838845,0.17733172553297716,0.8914605918126537,0.055944055944055944
task_perturbation,code_generation:formatting,10,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,0.7059703107147505,0.7699188535494523,0.35205837822285463,0.9860132971832694,0.017982017982017984
task_perturbation,code_generation:paraphrase,10,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.7917528029902084,0.4819315973414993,-0.17733172553297716,0.8914838516765714,0.23276723276723277
task_perturbation,code_generation:paraphrase,10,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.650058147985685,0.23354968324845687,-0.5816005649411269,0.8126360553720011,0.5134865134865135
task_perturbation,code_generation:paraphrase,10,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.6020097870138209,0.3113995776646092,-0.5319951765989315,0.8135457572711844,0.3996003996003996
task_perturbation,code_generation:paraphrase,10,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.8564476057821814,0.32128773156099955,-0.49974509302447256,0.8338850270934215,0.4085914085914086
task_perturbation,code_generation:paraphrase,10,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,0.9911348279714091,0.5388159060803247,0.5303300858899106,0.8837428491171206,0.0969030969030969
task_perturbation,code_generation:paraphrase,10,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.8870902781667555,0.5222329678670935,0.5254270830780441,0.8808809389099401,0.1998001998001998
task_perturbation,code_generation:paraphrase,10,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.452423674761146,0.26111648393354675,-0.5319951765989315,0.8126360553720011,0.5464535464535465
task_perturbation,code_generation:paraphrase,10,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,0.6424559383921185,0.4490132550669373,-0.17768190753811958,0.8541985556144386,0.26673326673326675
task_perturbation,code_generation:reordering,10,primary,noise_corrected_drift,abs_repeated_pass_rate_change,-0.16507993063517085,-0.16563466499998442,-0.408248290463863,-0.1111111111111111,1.0
task_perturbation,code_generation:reordering,10,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.14814430777623527,0.40741767253225397,0.17677669529663687,0.820412654142367,0.3206793206793207
task_perturbation,code_generation:reordering,10,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.404010020950431,0.4124789556921527,0.17677669529663687,0.8613487542555166,0.5134865134865135
task_perturbation,code_generation:reordering,10,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.16507993063517085,0.16563466499998442,0.1111111111111111,0.408248290463863,1.0
task_perturbation,code_generation:reordering,10,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,,,,,
task_perturbation,code_generation:reordering,10,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,,,,,
task_perturbation,code_generation:reordering,10,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.4040100209504309,0.4124789556921527,0.17677669529663687,0.8613487542555166,0.5134865134865135
task_perturbation,code_generation:reordering,10,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,-0.16507993063517085,-0.16563466499998442,-0.408248290463863,-0.1111111111111111,1.0
task_perturbation,code_generation:surface_noise,10,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.8100187453705658,0.5883484054145521,0.5423261445466405,1.0,0.11488511488511488
task_perturbation,code_generation:surface_noise,10,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.4903401337753049,0.4061811972299616,0.17677669529663687,0.820412654142367,0.4145854145854146
task_perturbation,code_generation:surface_noise,10,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.31019013671707096,0.29012942659282975,-0.05892556509887896,0.7198253034936257,0.6033966033966034
task_perturbation,code_generation:surface_noise,10,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.8100187453705658,0.5883484054145521,0.5423261445466405,1.0,0.11488511488511488
task_perturbation,code_generation:surface_noise,10,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,0.8100187453705658,0.5883484054145521,0.5423261445466405,1.0,0.11488511488511488
task_perturbation,code_generation:surface_noise,10,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.4903401337753049,0.4061811972299616,0.17677669529663687,0.820412654142367,0.4145854145854146
task_perturbation,code_generation:surface_noise,10,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.6450128245735371,0.6092717958449424,0.17810413017402654,0.8866586276648858,0.07892107892107893
task_perturbation,code_generation:surface_noise,10,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,0.4751904587833726,0.24514516892273003,-0.4218971145918146,0.8606629658238705,0.6373626373626373
task_perturbation,factual_qa:context_injection,10,primary,noise_corrected_drift,abs_repeated_pass_rate_change,,,,,
task_perturbation,factual_qa:context_injection,10,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,,,,,
task_perturbation,factual_qa:context_injection,10,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,,,,,
task_perturbation,factual_qa:context_injection,10,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,,,,,
task_perturbation,factual_qa:context_injection,10,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,,,,,
task_perturbation,factual_qa:context_injection,10,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,,,,,
task_perturbation,factual_qa:context_injection,10,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,,,,,
task_perturbation,factual_qa:context_injection,10,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,,,,,
task_perturbation,factual_qa:formatting,10,primary,noise_corrected_drift,abs_repeated_pass_rate_change,,,,,
task_perturbation,factual_qa:formatting,10,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,,,,,
task_perturbation,factual_qa:formatting,10,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,,,,,
task_perturbation,factual_qa:formatting,10,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,,,,,
task_perturbation,factual_qa:formatting,10,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,,,,,
task_perturbation,factual_qa:formatting,10,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,,,,,
task_perturbation,factual_qa:formatting,10,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,,,,,
task_perturbation,factual_qa:formatting,10,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,,,,,
task_perturbation,factual_qa:paraphrase,10,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.9999985504095453,0.5883484054145521,0.5423261445466405,1.0,0.0989010989010989
task_perturbation,factual_qa:paraphrase,10,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.981528178823878,0.528680532637681,0.5270462766947298,0.8253337323293266,0.0989010989010989
task_perturbation,factual_qa:paraphrase,10,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.9999997564099428,0.528680532637681,0.5270462766947298,0.8253337323293266,0.0989010989010989
task_perturbation,factual_qa:paraphrase,10,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.9999985504095453,0.5883484054145521,0.5423261445466405,1.0,0.0989010989010989
task_perturbation,factual_qa:paraphrase,10,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,0.9999985504095453,0.5883484054145521,0.5423261445466405,1.0,0.0989010989010989
task_perturbation,factual_qa:paraphrase,10,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.981528178823878,0.528680532637681,0.5270462766947298,0.8253337323293266,0.0989010989010989
task_perturbation,factual_qa:paraphrase,10,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.9999997564099428,0.528680532637681,0.5270462766947298,0.8253337323293266,0.0989010989010989
task_perturbation,factual_qa:paraphrase,10,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,0.9999985504095453,0.5883484054145521,0.5423261445466405,1.0,0.0989010989010989
task_perturbation,factual_qa:reordering,10,primary,noise_corrected_drift,abs_repeated_pass_rate_change,,,,,
task_perturbation,factual_qa:reordering,10,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,,,,,
task_perturbation,factual_qa:reordering,10,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,,,,,
task_perturbation,factual_qa:reordering,10,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,,,,,
task_perturbation,factual_qa:reordering,10,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,,,,,
task_perturbation,factual_qa:reordering,10,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,,,,,
task_perturbation,factual_qa:reordering,10,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,,,,,
task_perturbation,factual_qa:reordering,10,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,,,,,
task_perturbation,factual_qa:surface_noise,10,primary,noise_corrected_drift,abs_repeated_pass_rate_change,-0.11111241132556199,-0.16563466499998442,-0.40261329044494315,-0.1111111111111111,1.0
task_perturbation,factual_qa:surface_noise,10,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.986910911119388,0.5570860145311556,0.5319951765989315,0.8897716585875948,0.0989010989010989
task_perturbation,factual_qa:surface_noise,10,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,-0.11111241132555667,0.24845199749997662,-0.061300225193467964,0.7637626158259734,0.9100899100899101
task_perturbation,factual_qa:surface_noise,10,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,-0.11111241132556199,-0.16563466499998442,-0.40261329044494315,-0.1111111111111111,1.0
task_perturbation,factual_qa:surface_noise,10,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,-0.11111241132556199,-0.16563466499998442,-0.40261329044494315,-0.1111111111111111,1.0
task_perturbation,factual_qa:surface_noise,10,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.9869109111193883,0.5570860145311556,0.5319951765989315,0.8897716585875948,0.0989010989010989
task_perturbation,factual_qa:surface_noise,10,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,,,,,
task_perturbation,factual_qa:surface_noise,10,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,,,,,
task_perturbation,math_reasoning:context_injection,10,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.308774650499084,0.38760854559127644,-0.2743170665992745,1.0,0.26673326673326675
task_perturbation,math_reasoning:context_injection,10,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,-0.3400015342931397,-0.11009637651263607,-0.8152036322449234,0.5793889739608764,0.7802197802197802
task_perturbation,math_reasoning:context_injection,10,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,-0.3068596190180512,-0.22019275302527214,-0.8075728530872482,0.42829560529865524,0.5794205794205795
task_perturbation,math_reasoning:context_injection,10,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.3737271904865232,0.3269230769230769,-0.5894849342108981,0.9728734264634344,0.3516483516483517
task_perturbation,math_reasoning:context_injection,10,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,0.4845423711754978,0.49029033784546006,-0.013586727204081973,1.0,0.0979020979020979
task_perturbation,math_reasoning:context_injection,10,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,-0.02636590393105838,0.0,-0.7027283689263065,0.7215730147234563,1.0
task_perturbation,math_reasoning:context_injection,10,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,-0.5289228242610822,-0.4938291646584311,-0.8687444855261386,0.05905044690205552,0.19080919080919082
task_perturbation,math_reasoning:context_injection,10,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,-0.07429373529475308,0.17118419700436519,-0.42917084594870414,0.816496580927726,0.6563436563436563
