case_id,task,dataset,perturbation,uncorrected_single_drift,original_noise,perturbed_noise,noise_baseline,raw_perturbation_drift,noise_corrected_drift,clean_single_correct,perturbed_single_correct,single_pass_rate_drop,abs_single_pass_rate_change,single_sample_pdr,clean_mean_correctness,perturbed_mean_correctness,repeated_pass_rate_drop,abs_repeated_pass_rate_change,repeated_sampling_pdr,correctness_sample_noise,harmful_correctness_drop,correctness_changed
promptrobust_pdr_context_injection_squad_08,factual_qa,SQuAD V2,context_injection,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_context_injection_squad_09,factual_qa,SQuAD V2,context_injection,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_context_injection_squad_10,factual_qa,SQuAD V2,context_injection,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_formatting_squad_01,factual_qa,SQuAD V2,formatting,4.849684922536568e-07,0.0,0.0,0.0,4.849684922536568e-07,4.849684922536568e-07,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_formatting_squad_02,factual_qa,SQuAD V2,formatting,0.10311177707013464,0.0687411847134231,0.0,0.03437059235671155,0.03437059235671155,0.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.23570226039551584,1,1
promptrobust_pdr_formatting_squad_03,factual_qa,SQuAD V2,formatting,0.0,0.019448284907311653,0.0,0.009724142453655826,0.009724142453655826,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.23570226039551584,1,1
promptrobust_pdr_formatting_squad_04,factual_qa,SQuAD V2,formatting,0.0015666150468879314,1.1102230246251565e-16,2.220446049250313e-16,1.6653345369377348e-16,0.0015666150468879314,0.0015666150468877649,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_formatting_squad_05,factual_qa,SQuAD V2,formatting,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_formatting_squad_06,factual_qa,SQuAD V2,formatting,4.963294029103338e-07,1.1102230246251565e-16,0.0,5.551115123125783e-17,4.963294029103338e-07,4.963294028548226e-07,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_formatting_squad_07,factual_qa,SQuAD V2,formatting,4.5152502636813807e-07,0.0,0.0,0.0,4.5152502636813807e-07,4.5152502636813807e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_formatting_squad_08,factual_qa,SQuAD V2,formatting,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_formatting_squad_09,factual_qa,SQuAD V2,formatting,0.0,0.06487840711693882,0.06487840711693882,0.06487840711693882,0.043252271411292544,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_formatting_squad_10,factual_qa,SQuAD V2,formatting,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_squad_01,factual_qa,SQuAD V2,paraphrase,4.849684922536568e-07,0.0,0.0,0.0,4.849684922536568e-07,4.849684922536568e-07,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_squad_02,factual_qa,SQuAD V2,paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_squad_03,factual_qa,SQuAD V2,paraphrase,3.7363634963760717e-07,0.019458261978567926,0.0,0.009729130989283963,0.009721945989479766,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.23570226039551584,1,1
promptrobust_pdr_paraphrase_squad_04,factual_qa,SQuAD V2,paraphrase,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_squad_05,factual_qa,SQuAD V2,paraphrase,2.278288269930151e-05,0.0,0.0,0.0,2.278288269930151e-05,2.278288269930151e-05,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_squad_06,factual_qa,SQuAD V2,paraphrase,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_squad_07,factual_qa,SQuAD V2,paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_squad_08,factual_qa,SQuAD V2,paraphrase,0.41575019866255525,2.220446049250313e-16,0.0,1.1102230246251565e-16,0.41575019866255525,0.41575019866255514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_squad_09,factual_qa,SQuAD V2,paraphrase,0.0002940575901799747,0.0,0.15899769054514565,0.07949884527257282,0.08021356494178367,0.0007147196692108421,1.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.23570226039551584,1,1
promptrobust_pdr_paraphrase_squad_10,factual_qa,SQuAD V2,paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_01,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_02,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_03,factual_qa,SQuAD V2,reordering,3.7363634963760717e-07,0.0,0.0,0.0,3.7363634963760717e-07,3.7363634963760717e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_04,factual_qa,SQuAD V2,reordering,0.0015666150468879314,2.220446049250313e-16,1.1102230246251565e-16,1.6653345369377348e-16,0.0015666150468879314,0.0015666150468877649,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_05,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_06,factual_qa,SQuAD V2,reordering,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_07,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_08,factual_qa,SQuAD V2,reordering,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_09,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_10,factual_qa,SQuAD V2,reordering,5.578079276258308e-07,0.0,0.0,0.0,5.578079276258308e-07,5.578079276258308e-07,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_01,factual_qa,SQuAD V2,surface_noise,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_02,factual_qa,SQuAD V2,surface_noise,3.535129430298767e-07,0.0,2.3567529535325113e-07,1.1783764767662556e-07,2.3567529535325113e-07,1.1783764767662556e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_03,factual_qa,SQuAD V2,surface_noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_04,factual_qa,SQuAD V2,surface_noise,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_05,factual_qa,SQuAD V2,surface_noise,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_06,factual_qa,SQuAD V2,surface_noise,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_07,factual_qa,SQuAD V2,surface_noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_08,factual_qa,SQuAD V2,surface_noise,2.220446049250313e-16,2.220446049250313e-16,0.2771667991083702,0.13858339955418522,0.13858339955418522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_09,factual_qa,SQuAD V2,surface_noise,0.033566324360715605,0.0,0.02237754957381048,0.01118877478690524,0.022377549573810402,0.011188774786905163,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.23570226039551584,1,1
