base_case_id,task,dataset,perturbation_family,strength_level,strength_edits,version,sample_idx,prompt,output,reference_answer,correct
rq2_dose_longfact_01,long_factual_qa,LongFactQA-Handwritten,surface_noise,2,2,perturbed,1,"Read the passage and answer the question in two to three complete sentences. Include all key faacts neeed to answer the question accurately.

Passage: The Normans were descended from Norse Viking settlers who established themselves in the region that became Normandy in northern France during the 10th and 11th centuries. Their early leadership is associated with Rollo, a Viking leader who received land from the West Frankish king Charles the Simple. Over time the Normans adopted the French language, Christianity, and local customs while retaining a reputation for military organization.

Question: Who were the Normans, where did they settle, and how did their culture change over time?","The Normans were descendants of Norse Viking settlers who established themselves in the region known as Normandy in northern France during the 10th and 11th centuries. Over time, they adopted the French language, Christianity, and local customs while maintaining a reputation for military organization. This cultural transformation marked their integration into the region while still preserving elements of their Viking heritage.","The Normans were descendants of Norse Viking settlers who settled in Normandy in northern France during the 10th and 11th centuries. Their early settlement is associated with Rollo and an agreement with Charles the Simple. Over time they adopted French language, Christianity, and local customs.",0
rq2_dose_longfact_01,long_factual_qa,LongFactQA-Handwritten,surface_noise,2,2,perturbed,2,"Read the passage and answer the question in two to three complete sentences. Include all key faacts neeed to answer the question accurately.

Passage: The Normans were descended from Norse Viking settlers who established themselves in the region that became Normandy in northern France during the 10th and 11th centuries. Their early leadership is associated with Rollo, a Viking leader who received land from the West Frankish king Charles the Simple. Over time the Normans adopted the French language, Christianity, and local customs while retaining a reputation for military organization.

Question: Who were the Normans, where did they settle, and how did their culture change over time?","The Normans were descended from Norse Viking settlers who settled in the region known as Normandy in northern France during the 10th and 11th centuries. Over time, they adopted the French language, Christianity, and local customs, while still maintaining their reputation for military organization.","The Normans were descendants of Norse Viking settlers who settled in Normandy in northern France during the 10th and 11th centuries. Their early settlement is associated with Rollo and an agreement with Charles the Simple. Over time they adopted French language, Christianity, and local customs.",0
rq2_dose_longfact_01,long_factual_qa,LongFactQA-Handwritten,surface_noise,3,4,perturbed,0,"Read the passage and answer the question in two to three complete sentences. Include all key faacts neeed to answer the quetsion accurstely.

Passage: The Normans were descended from Norse Viking settlers who established themselves in the region that became Normandy in northern France during the 10th and 11th centuries. Their early leadership is associated with Rollo, a Viking leader who received land from the West Frankish king Charles the Simple. Over time the Normans adopted the French language, Christianity, and local customs while retaining a reputation for military organization.

Question: Who were the Normans, where did they settle, and how did their culture change over time?","The Normans were descendants of Norse Viking settlers who established themselves in Normandy, a region in northern France, during the 10th and 11th centuries. Over time, they adopted the French language, Christianity, and local customs while maintaining their reputation for military organization.","The Normans were descendants of Norse Viking settlers who settled in Normandy in northern France during the 10th and 11th centuries. Their early settlement is associated with Rollo and an agreement with Charles the Simple. Over time they adopted French language, Christianity, and local customs.",0
rq2_dose_longfact_01,long_factual_qa,LongFactQA-Handwritten,surface_noise,3,4,perturbed,1,"Read the passage and answer the question in two to three complete sentences. Include all key faacts neeed to answer the quetsion accurstely.

Passage: The Normans were descended from Norse Viking settlers who established themselves in the region that became Normandy in northern France during the 10th and 11th centuries. Their early leadership is associated with Rollo, a Viking leader who received land from the West Frankish king Charles the Simple. Over time the Normans adopted the French language, Christianity, and local customs while retaining a reputation for military organization.

Question: Who were the Normans, where did they settle, and how did their culture change over time?","The Normans were descended from Norse Viking settlers who settled in the region known as Normandy in northern France during the 10th and 11th centuries. Over time, they adopted the French language, converted to Christianity, and embraced local customs, while still being known for their military organization.","The Normans were descendants of Norse Viking settlers who settled in Normandy in northern France during the 10th and 11th centuries. Their early settlement is associated with Rollo and an agreement with Charles the Simple. Over time they adopted French language, Christianity, and local customs.",0
rq2_dose_longfact_01,long_factual_qa,LongFactQA-Handwritten,surface_noise,3,4,perturbed,2,"Read the passage and answer the question in two to three complete sentences. Include all key faacts neeed to answer the quetsion accurstely.

Passage: The Normans were descended from Norse Viking settlers who established themselves in the region that became Normandy in northern France during the 10th and 11th centuries. Their early leadership is associated with Rollo, a Viking leader who received land from the West Frankish king Charles the Simple. Over time the Normans adopted the French language, Christianity, and local customs while retaining a reputation for military organization.

Question: Who were the Normans, where did they settle, and how did their culture change over time?","The Normans were descended from Norse Viking settlers who established themselves in Normandy, a region in northern France, during the 10th and 11th centuries. Over time, they adopted the French language, Christianity, and local customs while maintaining a reputation for military organization. Their transformation illustrates a blending of their Viking heritage with the French culture of the area.","The Normans were descendants of Norse Viking settlers who settled in Normandy in northern France during the 10th and 11th centuries. Their early settlement is associated with Rollo and an agreement with Charles the Simple. Over time they adopted French language, Christianity, and local customs.",0
rq2_dose_longfact_01,long_factual_qa,LongFactQA-Handwritten,surface_noise,4,8,perturbed,0,"Reead the pasage and answer the quetsion in two to theee complete sentences. Include all key faacts neeed to answer the quetsion accurstely.

Passage: The Normans were descended from Norse Viking settlers who established themselves in the region that became Normandy in northern France during the 10th and 11th centuries. Their early leadership is associated with Rollo, a Viking leader who received land from the West Frankish king Charles the Simple. Over time the Normans adopted the French language, Christianity, and local customs while retaining a reputation for military organization.

Question: Who were the Normans, where did they settle, and how did their culture change over time?","The Normans were descendants of Norse Viking settlers who established themselves in Normandy, a region in northern France, during the 10th and 11th centuries. Over time, they adopted the French language, Christianity, and local customs while still maintaining a reputation for their military organization. Their early leadership is notably associated with Rollo, a Viking leader who was granted land by the West Frankish king Charles the Simple.","The Normans were descendants of Norse Viking settlers who settled in Normandy in northern France during the 10th and 11th centuries. Their early settlement is associated with Rollo and an agreement with Charles the Simple. Over time they adopted French language, Christianity, and local customs.",1
rq2_dose_longfact_01,long_factual_qa,LongFactQA-Handwritten,surface_noise,4,8,perturbed,1,"Reead the pasage and answer the quetsion in two to theee complete sentences. Include all key faacts neeed to answer the quetsion accurstely.

Passage: The Normans were descended from Norse Viking settlers who established themselves in the region that became Normandy in northern France during the 10th and 11th centuries. Their early leadership is associated with Rollo, a Viking leader who received land from the West Frankish king Charles the Simple. Over time the Normans adopted the French language, Christianity, and local customs while retaining a reputation for military organization.

Question: Who were the Normans, where did they settle, and how did their culture change over time?","The Normans were descended from Norse Viking settlers who established themselves in the region that became Normandy in northern France during the 10th and 11th centuries. Over time, they adopted the French language, Christianity, and local customs while maintaining their reputation for military organization. Their early leadership is linked to Rollo, a Viking leader who received land from the West Frankish king Charles the Simple.","The Normans were descendants of Norse Viking settlers who settled in Normandy in northern France during the 10th and 11th centuries. Their early settlement is associated with Rollo and an agreement with Charles the Simple. Over time they adopted French language, Christianity, and local customs.",1
rq2_dose_longfact_01,long_factual_qa,LongFactQA-Handwritten,surface_noise,4,8,perturbed,2,"Reead the pasage and answer the quetsion in two to theee complete sentences. Include all key faacts neeed to answer the quetsion accurstely.

Passage: The Normans were descended from Norse Viking settlers who established themselves in the region that became Normandy in northern France during the 10th and 11th centuries. Their early leadership is associated with Rollo, a Viking leader who received land from the West Frankish king Charles the Simple. Over time the Normans adopted the French language, Christianity, and local customs while retaining a reputation for military organization.

Question: Who were the Normans, where did they settle, and how did their culture change over time?","The Normans were descended from Norse Viking settlers who settled in the region that became Normandy in northern France during the 10th and 11th centuries. Over time, they adopted the French language, Christianity, and local customs while maintaining their reputation for military organization. Their early leadership is linked to Rollo, a Viking leader who received land from the West Frankish king Charles the Simple.","The Normans were descendants of Norse Viking settlers who settled in Normandy in northern France during the 10th and 11th centuries. Their early settlement is associated with Rollo and an agreement with Charles the Simple. Over time they adopted French language, Christianity, and local customs.",1
rq2_dose_longfact_02,long_factual_qa,LongFactQA-Handwritten,surface_noise,0,0,original,0,"Read the passage and answer the question in two to three complete sentences. Include all key facts needed to answer the question accurately.

Passage: Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy. In plants, chlorophyll in chloroplasts captures light, while carbon dioxide and water are used to make glucose. Oxygen is released as a byproduct. The glucose can be used for growth, stored for later, or broken down through cellular respiration.

Question: Explain how photosynthesis works and what products it creates.","Photosynthesis is the process where plants, algae, and some bacteria convert light energy into chemical energy using chlorophyll in chloroplasts to capture light. During this process, carbon dioxide and water are transformed into glucose, which can be used for growth, stored, or broken down for energy through cellular respiration, while oxygen is released as a byproduct.","Photosynthesis uses chlorophyll in chloroplasts to capture light energy. Plants use carbon dioxide and water to produce glucose, and oxygen is released as a byproduct. The glucose stores chemical energy that can support growth or later respiration.",1
rq2_dose_longfact_02,long_factual_qa,LongFactQA-Handwritten,surface_noise,0,0,original,1,"Read the passage and answer the question in two to three complete sentences. Include all key facts needed to answer the question accurately.

Passage: Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy. In plants, chlorophyll in chloroplasts captures light, while carbon dioxide and water are used to make glucose. Oxygen is released as a byproduct. The glucose can be used for growth, stored for later, or broken down through cellular respiration.

Question: Explain how photosynthesis works and what products it creates.","Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy using chlorophyll in chloroplasts. During this process, carbon dioxide and water are transformed into glucose, which can be used for growth, stored for later use, or broken down through cellular respiration, while oxygen is released as a byproduct.","Photosynthesis uses chlorophyll in chloroplasts to capture light energy. Plants use carbon dioxide and water to produce glucose, and oxygen is released as a byproduct. The glucose stores chemical energy that can support growth or later respiration.",1
rq2_dose_longfact_02,long_factual_qa,LongFactQA-Handwritten,surface_noise,0,0,original,2,"Read the passage and answer the question in two to three complete sentences. Include all key facts needed to answer the question accurately.

Passage: Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy. In plants, chlorophyll in chloroplasts captures light, while carbon dioxide and water are used to make glucose. Oxygen is released as a byproduct. The glucose can be used for growth, stored for later, or broken down through cellular respiration.

Question: Explain how photosynthesis works and what products it creates.","Photosynthesis is the process where plants, algae, and some bacteria use light energy to convert carbon dioxide and water into glucose, with chlorophyll in chloroplasts capturing the light. The main products of photosynthesis are glucose, which can be used for growth or stored, and oxygen, which is released as a byproduct.","Photosynthesis uses chlorophyll in chloroplasts to capture light energy. Plants use carbon dioxide and water to produce glucose, and oxygen is released as a byproduct. The glucose stores chemical energy that can support growth or later respiration.",1
rq2_dose_longfact_02,long_factual_qa,LongFactQA-Handwritten,surface_noise,0,0,perturbed,0,"Read the passage and answer the question in two to three complete sentences. Include all key facts needed to answer the question accurately.

Passage: Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy. In plants, chlorophyll in chloroplasts captures light, while carbon dioxide and water are used to make glucose. Oxygen is released as a byproduct. The glucose can be used for growth, stored for later, or broken down through cellular respiration.

Question: Explain how photosynthesis works and what products it creates.","Photosynthesis is the process where plants, algae, and some bacteria convert light energy into chemical energy using chlorophyll in chloroplasts to capture light. During this process, carbon dioxide and water are transformed into glucose, which can be used for growth, stored, or broken down for energy through cellular respiration, while oxygen is released as a byproduct.","Photosynthesis uses chlorophyll in chloroplasts to capture light energy. Plants use carbon dioxide and water to produce glucose, and oxygen is released as a byproduct. The glucose stores chemical energy that can support growth or later respiration.",1
rq2_dose_longfact_02,long_factual_qa,LongFactQA-Handwritten,surface_noise,0,0,perturbed,1,"Read the passage and answer the question in two to three complete sentences. Include all key facts needed to answer the question accurately.

Passage: Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy. In plants, chlorophyll in chloroplasts captures light, while carbon dioxide and water are used to make glucose. Oxygen is released as a byproduct. The glucose can be used for growth, stored for later, or broken down through cellular respiration.

Question: Explain how photosynthesis works and what products it creates.","Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy using chlorophyll in chloroplasts. During this process, carbon dioxide and water are transformed into glucose, which can be used for growth, stored for later use, or broken down through cellular respiration, while oxygen is released as a byproduct.","Photosynthesis uses chlorophyll in chloroplasts to capture light energy. Plants use carbon dioxide and water to produce glucose, and oxygen is released as a byproduct. The glucose stores chemical energy that can support growth or later respiration.",1
rq2_dose_longfact_02,long_factual_qa,LongFactQA-Handwritten,surface_noise,0,0,perturbed,2,"Read the passage and answer the question in two to three complete sentences. Include all key facts needed to answer the question accurately.

Passage: Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy. In plants, chlorophyll in chloroplasts captures light, while carbon dioxide and water are used to make glucose. Oxygen is released as a byproduct. The glucose can be used for growth, stored for later, or broken down through cellular respiration.

Question: Explain how photosynthesis works and what products it creates.","Photosynthesis is the process where plants, algae, and some bacteria use light energy to convert carbon dioxide and water into glucose, with chlorophyll in chloroplasts capturing the light. The main products of photosynthesis are glucose, which can be used for growth or stored, and oxygen, which is released as a byproduct.","Photosynthesis uses chlorophyll in chloroplasts to capture light energy. Plants use carbon dioxide and water to produce glucose, and oxygen is released as a byproduct. The glucose stores chemical energy that can support growth or later respiration.",1
rq2_dose_longfact_02,long_factual_qa,LongFactQA-Handwritten,surface_noise,1,1,perturbed,0,"Read the passage and answer the question in two to three complete sentences. Include all key faacts needed to answer the question accurately.

Passage: Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy. In plants, chlorophyll in chloroplasts captures light, while carbon dioxide and water are used to make glucose. Oxygen is released as a byproduct. The glucose can be used for growth, stored for later, or broken down through cellular respiration.

Question: Explain how photosynthesis works and what products it creates.","Photosynthesis is the process where plants, algae, and some bacteria use light energy to convert carbon dioxide and water into glucose, facilitated by chlorophyll in chloroplasts. The main products of photosynthesis are glucose, which can be used for growth or stored, and oxygen, which is released as a byproduct.","Photosynthesis uses chlorophyll in chloroplasts to capture light energy. Plants use carbon dioxide and water to produce glucose, and oxygen is released as a byproduct. The glucose stores chemical energy that can support growth or later respiration.",1
rq2_dose_longfact_02,long_factual_qa,LongFactQA-Handwritten,surface_noise,1,1,perturbed,1,"Read the passage and answer the question in two to three complete sentences. Include all key faacts needed to answer the question accurately.

Passage: Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy. In plants, chlorophyll in chloroplasts captures light, while carbon dioxide and water are used to make glucose. Oxygen is released as a byproduct. The glucose can be used for growth, stored for later, or broken down through cellular respiration.

Question: Explain how photosynthesis works and what products it creates.","Photosynthesis is the process where plants, algae, and some bacteria convert light energy into chemical energy, primarily using chlorophyll in chloroplasts to capture light. During this process, carbon dioxide and water are utilized to produce glucose, which can be used for growth, stored, or broken down in cellular respiration. Oxygen is released as a byproduct of this process.","Photosynthesis uses chlorophyll in chloroplasts to capture light energy. Plants use carbon dioxide and water to produce glucose, and oxygen is released as a byproduct. The glucose stores chemical energy that can support growth or later respiration.",1
rq2_dose_longfact_02,long_factual_qa,LongFactQA-Handwritten,surface_noise,1,1,perturbed,2,"Read the passage and answer the question in two to three complete sentences. Include all key faacts needed to answer the question accurately.

Passage: Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy. In plants, chlorophyll in chloroplasts captures light, while carbon dioxide and water are used to make glucose. Oxygen is released as a byproduct. The glucose can be used for growth, stored for later, or broken down through cellular respiration.

Question: Explain how photosynthesis works and what products it creates.","Photosynthesis is the process in which plants, algae, and some bacteria convert light energy into chemical energy using chlorophyll in chloroplasts. During this process, carbon dioxide and water are transformed into glucose, which can be utilized for growth, stored for future use, or broken down through cellular respiration, while oxygen is released as a byproduct.","Photosynthesis uses chlorophyll in chloroplasts to capture light energy. Plants use carbon dioxide and water to produce glucose, and oxygen is released as a byproduct. The glucose stores chemical energy that can support growth or later respiration.",1
rq2_dose_longfact_02,long_factual_qa,LongFactQA-Handwritten,surface_noise,2,2,perturbed,0,"Read the passage and answer the question in two to three complete sentences. Include all key faacts neeed to answer the question accurately.

Passage: Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy. In plants, chlorophyll in chloroplasts captures light, while carbon dioxide and water are used to make glucose. Oxygen is released as a byproduct. The glucose can be used for growth, stored for later, or broken down through cellular respiration.

Question: Explain how photosynthesis works and what products it creates.","Photosynthesis works by using chlorophyll in chloroplasts to capture light energy, which is then used to convert carbon dioxide and water into glucose. The process releases oxygen as a byproduct. The glucose produced can be utilized for growth, stored for future use, or broken down through cellular respiration.","Photosynthesis uses chlorophyll in chloroplasts to capture light energy. Plants use carbon dioxide and water to produce glucose, and oxygen is released as a byproduct. The glucose stores chemical energy that can support growth or later respiration.",1
rq2_dose_longfact_02,long_factual_qa,LongFactQA-Handwritten,surface_noise,2,2,perturbed,1,"Read the passage and answer the question in two to three complete sentences. Include all key faacts neeed to answer the question accurately.

Passage: Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy. In plants, chlorophyll in chloroplasts captures light, while carbon dioxide and water are used to make glucose. Oxygen is released as a byproduct. The glucose can be used for growth, stored for later, or broken down through cellular respiration.

Question: Explain how photosynthesis works and what products it creates.","Photosynthesis is the process where plants, algae, and some bacteria convert light energy into chemical energy using chlorophyll in chloroplasts to capture light. During this process, carbon dioxide and water are combined to produce glucose, which can be used for growth, stored, or broken down for energy through cellular respiration, while oxygen is released as a byproduct.","Photosynthesis uses chlorophyll in chloroplasts to capture light energy. Plants use carbon dioxide and water to produce glucose, and oxygen is released as a byproduct. The glucose stores chemical energy that can support growth or later respiration.",1
rq2_dose_longfact_02,long_factual_qa,LongFactQA-Handwritten,surface_noise,2,2,perturbed,2,"Read the passage and answer the question in two to three complete sentences. Include all key faacts neeed to answer the question accurately.

Passage: Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy. In plants, chlorophyll in chloroplasts captures light, while carbon dioxide and water are used to make glucose. Oxygen is released as a byproduct. The glucose can be used for growth, stored for later, or broken down through cellular respiration.

Question: Explain how photosynthesis works and what products it creates.","Photosynthesis is the process where plants, algae, and some bacteria convert light energy into chemical energy using chlorophyll in chloroplasts. During this process, carbon dioxide and water are transformed into glucose, which can be utilized for growth, stored for future use, or broken down through cellular respiration. Additionally, oxygen is released as a byproduct of this process.","Photosynthesis uses chlorophyll in chloroplasts to capture light energy. Plants use carbon dioxide and water to produce glucose, and oxygen is released as a byproduct. The glucose stores chemical energy that can support growth or later respiration.",1
rq2_dose_longfact_02,long_factual_qa,LongFactQA-Handwritten,surface_noise,3,4,perturbed,0,"Read the passage and answer the question in two to three complete sentences. Include all key faacts neeed to answer the quetsion accurstely.

Passage: Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy. In plants, chlorophyll in chloroplasts captures light, while carbon dioxide and water are used to make glucose. Oxygen is released as a byproduct. The glucose can be used for growth, stored for later, or broken down through cellular respiration.

Question: Explain how photosynthesis works and what products it creates.","Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy using chlorophyll in chloroplasts to capture light. During this process, carbon dioxide and water are utilized to produce glucose, which can be used for growth, stored for later use, or broken down in cellular respiration. Oxygen is released as a byproduct of photosynthesis.","Photosynthesis uses chlorophyll in chloroplasts to capture light energy. Plants use carbon dioxide and water to produce glucose, and oxygen is released as a byproduct. The glucose stores chemical energy that can support growth or later respiration.",1
