scope_type,scope_value,n,drift_measure,correction_status,sampling_design,correctness_target,comparison_role,pearson,spearman,spearman_ci95_low,spearman_ci95_high,spearman_permutation_p_two_sided
perturbation,paraphrase,30,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_repeated_pass_rate_change,single_pair_to_repeated_target_baseline,0.6406327252627604,0.44972843480261215,0.14925330420308336,0.6965169303313778,0.013986013986013986
perturbation,paraphrase,30,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_single_pass_rate_change,single_pair_internal_baseline,0.5354294331131217,0.39833507203912377,0.050935800330393376,0.651467001502928,0.03496503496503497
perturbation,reordering,30,noise_corrected_drift,sample_noise_corrected,repeated_3x3,abs_repeated_pass_rate_change,primary_rq2_measure,0.6127981041060985,0.27079891054148547,-0.19478629999303274,0.6549824551542122,0.14385614385614387
perturbation,reordering,30,raw_perturbation_drift,uncorrected_raw_cross_drift,repeated_3x3,abs_repeated_pass_rate_change,same_target_uncorrected_baseline,0.23105097325809448,0.44459816446117306,0.19682276730712744,0.6790572950021463,0.013986013986013986
perturbation,reordering,30,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_repeated_pass_rate_change,single_pair_to_repeated_target_baseline,0.27875728974011765,0.47895268750714337,0.21871034367881279,0.7055839976110074,0.008991008991008992
perturbation,reordering,30,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_single_pass_rate_change,single_pair_internal_baseline,0.3262189178391765,0.2708414398894154,0.21849918150110492,0.5240303395828743,0.0989010989010989
perturbation,surface_noise,30,noise_corrected_drift,sample_noise_corrected,repeated_3x3,abs_repeated_pass_rate_change,primary_rq2_measure,0.4283277578898501,0.43588568129971716,0.03945673648857794,0.7617236788814242,0.014985014985014986
perturbation,surface_noise,30,raw_perturbation_drift,uncorrected_raw_cross_drift,repeated_3x3,abs_repeated_pass_rate_change,same_target_uncorrected_baseline,0.17905768579925893,0.3418458205958278,0.0344278700856938,0.6084482836368005,0.06393606393606394
perturbation,surface_noise,30,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_repeated_pass_rate_change,single_pair_to_repeated_target_baseline,0.03266942714393112,0.19764705968178167,-0.10769302552928325,0.4857650481044629,0.27672327672327673
perturbation,surface_noise,30,uncorrected_single_drift,uncorrected_single_pair,single_pair,abs_single_pass_rate_change,single_pair_internal_baseline,0.20971005697944578,0.24382023458943183,-0.07543490047638197,0.5312251969556336,0.1938061938061938
