item_id,task_type,perturbation_type,similarity,retention_probability,is_correct_simulated,similarity_metric
code_generation_37,code_generation,reordering,0.667576,0.4352924473572426,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_37,code_generation,surface_noise,0.659987,0.4210340782429438,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,context_injection,0.741287,0.5834045812447062,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,formatting_changes,0.790593,0.6782659198248733,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,paraphrasing,0.709861,0.5192599820999143,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,reordering,0.74401,0.5889017452062714,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,surface_noise,0.773356,0.6464759335384559,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,context_injection,0.682091,0.4633901630442102,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,formatting_changes,0.685873,0.4708631699318042,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,paraphrasing,0.611611,0.3392843336810816,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,reordering,0.65561,0.4129640634314542,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,surface_noise,0.618069,0.3491735422724388,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,context_injection,0.675927,0.45133719619299095,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,formatting_changes,0.755565,0.6119847416607418,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,paraphrasing,0.643452,0.3911939985687978,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,reordering,0.675456,0.45042318172658713,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,surface_noise,0.762081,0.6247859059407395,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,context_injection,0.787624,0.672921866848821,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,formatting_changes,0.817087,0.7231895056941045,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,paraphrasing,0.76569,0.6317963735713832,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,reordering,0.757381,0.6155699088818465,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,surface_noise,0.799076,0.6932059906022701,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,context_injection,0.674457,0.4484879856323203,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,formatting_changes,0.692958,0.48500052565024354,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,paraphrasing,0.630071,0.368432568934859,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,reordering,0.630659,0.3694048238092481,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,surface_noise,0.682575,0.4643433875579632,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,context_injection,0.776978,0.6533029411246065,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,formatting_changes,0.806964,0.706638104451105,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,paraphrasing,0.74259,0.5860373828956685,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,reordering,0.819598,0.7271715517805073,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,surface_noise,0.786674,0.6711997781938859,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_64,code_generation,context_injection,0.765159,0.6307687132167725,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_64,code_generation,formatting_changes,0.699623,0.49843653019655565,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_64,code_generation,paraphrasing,0.72552,0.551299037047823,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_64,code_generation,reordering,0.74248,0.5858152811819834,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_64,code_generation,surface_noise,0.772908,0.6456264812256243,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_68,code_generation,context_injection,0.676112,0.4516964857682474,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_68,code_generation,formatting_changes,0.675284,0.4500896596522218,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_68,code_generation,paraphrasing,0.71848,0.5368878660603644,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_68,code_generation,reordering,0.725245,0.5507364240236552,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_68,code_generation,surface_noise,0.770269,0.640600943321744,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_7,code_generation,context_injection,0.857283,0.7807722862115203,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_7,code_generation,formatting_changes,0.880207,0.8076898566282564,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_7,code_generation,paraphrasing,0.900658,0.8282422025281813,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_7,code_generation,reordering,0.887369,0.8152468132749515,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_7,code_generation,surface_noise,0.886534,0.814386073887357,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_71,code_generation,context_injection,0.793528,0.6834910511037513,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_71,code_generation,formatting_changes,0.810103,0.7118546338439082,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_71,code_generation,paraphrasing,0.692127,0.4833339277366273,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_71,code_generation,reordering,0.726908,0.5541379320249945,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_71,code_generation,surface_noise,0.769105,0.6383727498996752,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_75,code_generation,context_injection,0.699956,0.4991107286741371,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_75,code_generation,formatting_changes,0.759727,0.620181752453895,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_75,code_generation,paraphrasing,0.760325,0.6213536428285805,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_75,code_generation,reordering,0.770065,0.640210938312618,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_75,code_generation,surface_noise,0.787562,0.6728096555746916,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_78,code_generation,context_injection,0.664059,0.4286441694649118,1,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_78,code_generation,formatting_changes,0.694063,0.48721980787202657,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_78,code_generation,paraphrasing,0.670955,0.4417422930389243,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_78,code_generation,reordering,0.644181,0.3924711832107586,0,"sklearn HashingVectorizer char_wb(3,5) cosine"
