item_id,task_type,perturbation_type,n_original_outputs,n_perturbed_outputs,baseline_similarity,perturbation_similarity,uncorrected_drift,noise_corrected_drift,similarity_metric
code_generation_145,code_generation,surface_noise,5,5,0.731611,0.742966,0.257034,-0.011355,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_146,code_generation,context_injection,5,5,0.501178,0.529823,0.470177,-0.028645,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_146,code_generation,formatting_changes,5,5,0.501178,0.536744,0.463256,-0.035566,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_146,code_generation,paraphrasing,5,5,0.501178,0.591233,0.408767,-0.090055,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_146,code_generation,reordering,5,5,0.501178,0.467811,0.532189,0.033366,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_146,code_generation,surface_noise,5,5,0.501178,0.637174,0.362826,-0.135996,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_15,code_generation,context_injection,5,5,0.767874,0.736247,0.263753,0.031626,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_15,code_generation,formatting_changes,5,5,0.767874,0.790336,0.209664,-0.022462,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_15,code_generation,paraphrasing,5,5,0.767874,0.757895,0.242105,0.009979,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_15,code_generation,reordering,5,5,0.767874,0.720357,0.279643,0.047517,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_15,code_generation,surface_noise,5,5,0.767874,0.787504,0.212496,-0.01963,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_153,code_generation,context_injection,5,5,0.842669,0.881432,0.118568,-0.038763,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_153,code_generation,formatting_changes,5,5,0.842669,0.845626,0.154374,-0.002957,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_153,code_generation,paraphrasing,5,5,0.842669,0.861892,0.138108,-0.019222,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_153,code_generation,reordering,5,5,0.842669,0.860454,0.139546,-0.017785,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_153,code_generation,surface_noise,5,5,0.842669,0.808367,0.191633,0.034302,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_157,code_generation,context_injection,5,5,0.8275,0.62457,0.37543,0.202929,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_157,code_generation,formatting_changes,5,5,0.8275,0.811848,0.188152,0.015652,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_157,code_generation,paraphrasing,5,5,0.8275,0.704289,0.295711,0.123211,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_157,code_generation,reordering,5,5,0.8275,0.745224,0.254776,0.082276,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_157,code_generation,surface_noise,5,5,0.8275,0.792159,0.207841,0.035341,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_17,code_generation,context_injection,5,5,0.670439,0.724255,0.275745,-0.053816,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_17,code_generation,formatting_changes,5,5,0.670439,0.690926,0.309074,-0.020487,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_17,code_generation,paraphrasing,5,5,0.670439,0.655276,0.344724,0.015163,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_17,code_generation,reordering,5,5,0.670439,0.656112,0.343888,0.014327,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_17,code_generation,surface_noise,5,5,0.670439,0.697266,0.302734,-0.026827,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_18,code_generation,context_injection,5,5,0.834321,0.8376,0.1624,-0.003279,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_18,code_generation,formatting_changes,5,5,0.834321,0.805028,0.194972,0.029293,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_18,code_generation,paraphrasing,5,5,0.834321,0.826778,0.173222,0.007542,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_18,code_generation,reordering,5,5,0.834321,0.778957,0.221043,0.055364,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_18,code_generation,surface_noise,5,5,0.834321,0.868812,0.131188,-0.034492,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_24,code_generation,context_injection,5,5,0.807242,0.719593,0.280407,0.08765,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_24,code_generation,formatting_changes,5,5,0.807242,0.742136,0.257864,0.065106,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_24,code_generation,paraphrasing,5,5,0.807242,0.760542,0.239458,0.046701,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_24,code_generation,reordering,5,5,0.807242,0.767312,0.232688,0.03993,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_24,code_generation,surface_noise,5,5,0.807242,0.808748,0.191252,-0.001505,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_25,code_generation,context_injection,5,5,0.886133,0.791576,0.208424,0.094556,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_25,code_generation,formatting_changes,5,5,0.886133,0.788442,0.211558,0.09769,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_25,code_generation,paraphrasing,5,5,0.886133,0.823531,0.176469,0.062602,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_25,code_generation,reordering,5,5,0.886133,0.795123,0.204877,0.09101,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_25,code_generation,surface_noise,5,5,0.886133,0.829002,0.170998,0.057131,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_26,code_generation,context_injection,5,5,0.713743,0.717561,0.282439,-0.003818,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_26,code_generation,formatting_changes,5,5,0.713743,0.683679,0.316321,0.030064,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_26,code_generation,paraphrasing,5,5,0.713743,0.763613,0.236387,-0.04987,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_26,code_generation,reordering,5,5,0.713743,0.705005,0.294995,0.008738,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_26,code_generation,surface_noise,5,5,0.713743,0.664907,0.335093,0.048836,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_28,code_generation,context_injection,5,5,0.893007,0.812214,0.187786,0.080793,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_28,code_generation,formatting_changes,5,5,0.893007,0.857018,0.142982,0.035989,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_28,code_generation,paraphrasing,5,5,0.893007,0.846282,0.153718,0.046725,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_28,code_generation,reordering,5,5,0.893007,0.82889,0.17111,0.064117,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_28,code_generation,surface_noise,5,5,0.893007,0.903109,0.096891,-0.010102,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_31,code_generation,context_injection,5,5,0.750763,0.784382,0.215618,-0.033619,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_31,code_generation,formatting_changes,5,5,0.750763,0.776957,0.223043,-0.026194,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_31,code_generation,paraphrasing,5,5,0.750763,0.710439,0.289561,0.040324,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_31,code_generation,reordering,5,5,0.750763,0.801661,0.198339,-0.050898,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_31,code_generation,surface_noise,5,5,0.750763,0.760953,0.239047,-0.01019,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_32,code_generation,context_injection,5,5,0.695434,0.658141,0.341859,0.037293,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_32,code_generation,formatting_changes,5,5,0.695434,0.761943,0.238057,-0.066509,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_32,code_generation,paraphrasing,5,5,0.695434,0.642849,0.357151,0.052584,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_32,code_generation,reordering,5,5,0.695434,0.764246,0.235754,-0.068813,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_32,code_generation,surface_noise,5,5,0.695434,0.729155,0.270845,-0.033721,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_33,code_generation,context_injection,5,5,0.682515,0.636288,0.363712,0.046227,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_33,code_generation,formatting_changes,5,5,0.682515,0.664363,0.335637,0.018152,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_33,code_generation,paraphrasing,5,5,0.682515,0.564119,0.435881,0.118396,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_33,code_generation,reordering,5,5,0.682515,0.680015,0.319985,0.0025,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_33,code_generation,surface_noise,5,5,0.682515,0.724406,0.275594,-0.041891,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_34,code_generation,context_injection,5,5,0.802528,0.773677,0.226323,0.028851,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_34,code_generation,formatting_changes,5,5,0.802528,0.773533,0.226467,0.028995,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_34,code_generation,paraphrasing,5,5,0.802528,0.819407,0.180593,-0.016879,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_34,code_generation,reordering,5,5,0.802528,0.809721,0.190279,-0.007193,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_34,code_generation,surface_noise,5,5,0.802528,0.815021,0.184979,-0.012493,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_35,code_generation,context_injection,5,5,0.82542,0.845434,0.154566,-0.020014,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_35,code_generation,formatting_changes,5,5,0.82542,0.819657,0.180343,0.005764,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_35,code_generation,paraphrasing,5,5,0.82542,0.749841,0.250159,0.07558,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_35,code_generation,reordering,5,5,0.82542,0.819849,0.180151,0.005571,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_35,code_generation,surface_noise,5,5,0.82542,0.869973,0.130027,-0.044552,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_37,code_generation,context_injection,5,5,0.700422,0.680204,0.319796,0.020218,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_37,code_generation,formatting_changes,5,5,0.700422,0.724538,0.275462,-0.024116,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_37,code_generation,paraphrasing,5,5,0.700422,0.673118,0.326882,0.027304,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_37,code_generation,reordering,5,5,0.700422,0.667576,0.332424,0.032846,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_37,code_generation,surface_noise,5,5,0.700422,0.659987,0.340013,0.040435,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,context_injection,5,5,0.814152,0.741287,0.258713,0.072865,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,formatting_changes,5,5,0.814152,0.790593,0.209407,0.023559,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,paraphrasing,5,5,0.814152,0.709861,0.290139,0.104291,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,reordering,5,5,0.814152,0.74401,0.25599,0.070142,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,surface_noise,5,5,0.814152,0.773356,0.226644,0.040797,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,context_injection,5,5,0.610525,0.682091,0.317909,-0.071566,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,formatting_changes,5,5,0.610525,0.685873,0.314127,-0.075348,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,paraphrasing,5,5,0.610525,0.611611,0.388389,-0.001086,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,reordering,5,5,0.610525,0.65561,0.34439,-0.045085,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,surface_noise,5,5,0.610525,0.618069,0.381931,-0.007544,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,context_injection,5,5,0.756714,0.675927,0.324073,0.080787,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,formatting_changes,5,5,0.756714,0.755565,0.244435,0.001149,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,paraphrasing,5,5,0.756714,0.643452,0.356548,0.113263,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,reordering,5,5,0.756714,0.675456,0.324544,0.081259,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,surface_noise,5,5,0.756714,0.762081,0.237919,-0.005367,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,context_injection,5,5,0.782418,0.787624,0.212376,-0.005206,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,formatting_changes,5,5,0.782418,0.817087,0.182913,-0.034669,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,paraphrasing,5,5,0.782418,0.76569,0.23431,0.016728,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,reordering,5,5,0.782418,0.757381,0.242619,0.025037,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,surface_noise,5,5,0.782418,0.799076,0.200924,-0.016658,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,context_injection,5,5,0.659498,0.674457,0.325543,-0.014959,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,formatting_changes,5,5,0.659498,0.692958,0.307042,-0.033459,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,paraphrasing,5,5,0.659498,0.630071,0.369929,0.029427,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,reordering,5,5,0.659498,0.630659,0.369341,0.028839,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,surface_noise,5,5,0.659498,0.682575,0.317425,-0.023077,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,context_injection,5,5,0.784316,0.776978,0.223022,0.007339,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,formatting_changes,5,5,0.784316,0.806964,0.193036,-0.022647,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,paraphrasing,5,5,0.784316,0.74259,0.25741,0.041726,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,reordering,5,5,0.784316,0.819598,0.180402,-0.035281,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,surface_noise,5,5,0.784316,0.786674,0.213326,-0.002357,"sklearn HashingVectorizer char_wb(3,5) cosine"
