item_id,task_type,dataset_name,n_outputs,n_pairs,mean_within_prompt_similarity,sampling_noise_drift,similarity_metric
code_generation_142,code_generation,bigcode/humanevalpack,5,10,0.821647,0.178353,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_143,code_generation,bigcode/humanevalpack,5,10,0.772435,0.227565,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_145,code_generation,bigcode/humanevalpack,5,10,0.731611,0.268389,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_146,code_generation,bigcode/humanevalpack,5,10,0.501178,0.498822,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_15,code_generation,bigcode/humanevalpack,5,10,0.767874,0.232126,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_153,code_generation,bigcode/humanevalpack,5,10,0.842669,0.157331,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_157,code_generation,bigcode/humanevalpack,5,10,0.8275,0.1725,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_17,code_generation,bigcode/humanevalpack,5,10,0.670439,0.329561,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_18,code_generation,bigcode/humanevalpack,5,10,0.834321,0.165679,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_24,code_generation,bigcode/humanevalpack,5,10,0.807242,0.192758,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_25,code_generation,bigcode/humanevalpack,5,10,0.886133,0.113867,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_26,code_generation,bigcode/humanevalpack,5,10,0.713743,0.286257,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_28,code_generation,bigcode/humanevalpack,5,10,0.893007,0.106993,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_31,code_generation,bigcode/humanevalpack,5,10,0.750763,0.249237,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_32,code_generation,bigcode/humanevalpack,5,10,0.695434,0.304566,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_33,code_generation,bigcode/humanevalpack,5,10,0.682515,0.317485,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_34,code_generation,bigcode/humanevalpack,5,10,0.802528,0.197472,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_35,code_generation,bigcode/humanevalpack,5,10,0.82542,0.17458,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_37,code_generation,bigcode/humanevalpack,5,10,0.700422,0.299578,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,bigcode/humanevalpack,5,10,0.814152,0.185848,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,bigcode/humanevalpack,5,10,0.610525,0.389475,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,bigcode/humanevalpack,5,10,0.756714,0.243286,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,bigcode/humanevalpack,5,10,0.782418,0.217582,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,bigcode/humanevalpack,5,10,0.659498,0.340502,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,bigcode/humanevalpack,5,10,0.784316,0.215684,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_64,code_generation,bigcode/humanevalpack,5,10,0.755212,0.244788,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_68,code_generation,bigcode/humanevalpack,5,10,0.679911,0.320089,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_7,code_generation,bigcode/humanevalpack,5,10,0.914209,0.085791,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_71,code_generation,bigcode/humanevalpack,5,10,0.827139,0.172861,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_75,code_generation,bigcode/humanevalpack,5,10,0.740837,0.259163,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_78,code_generation,bigcode/humanevalpack,5,10,0.822753,0.177247,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_82,code_generation,bigcode/humanevalpack,5,10,0.810508,0.189492,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_83,code_generation,bigcode/humanevalpack,5,10,0.546404,0.453596,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_85,code_generation,bigcode/humanevalpack,5,10,0.727073,0.272927,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_92,code_generation,bigcode/humanevalpack,5,10,0.746603,0.253397,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_10038,factual_qa,rajpurkar/squad_v2,5,10,0.843777,0.156223,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_10197,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_10550,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_10779,factual_qa,rajpurkar/squad_v2,5,10,0.968577,0.031423,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_10908,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_11075,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_11262,factual_qa,rajpurkar/squad_v2,5,10,0.947789,0.052211,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_11313,factual_qa,rajpurkar/squad_v2,5,10,0.873803,0.126197,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_11559,factual_qa,rajpurkar/squad_v2,5,10,0.815871,0.184129,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_11773,factual_qa,rajpurkar/squad_v2,5,10,0.981775,0.018225,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_1292,factual_qa,rajpurkar/squad_v2,5,10,0.952932,0.047068,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_1302,factual_qa,rajpurkar/squad_v2,5,10,0.945538,0.054462,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_1601,factual_qa,rajpurkar/squad_v2,5,10,0.901727,0.098273,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_2022,factual_qa,rajpurkar/squad_v2,5,10,0.957592,0.042408,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_2289,factual_qa,rajpurkar/squad_v2,5,10,0.614286,0.385714,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_2682,factual_qa,rajpurkar/squad_v2,5,10,0.9937,0.0063,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_3095,factual_qa,rajpurkar/squad_v2,5,10,0.884923,0.115077,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_3135,factual_qa,rajpurkar/squad_v2,5,10,0.940989,0.059011,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_3339,factual_qa,rajpurkar/squad_v2,5,10,0.684603,0.315397,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_3373,factual_qa,rajpurkar/squad_v2,5,10,0.815467,0.184533,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_3740,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_3976,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_4029,factual_qa,rajpurkar/squad_v2,5,10,0.883583,0.116417,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_4277,factual_qa,rajpurkar/squad_v2,5,10,0.776534,0.223466,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_5271,factual_qa,rajpurkar/squad_v2,5,10,0.839974,0.160026,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_5359,factual_qa,rajpurkar/squad_v2,5,10,0.971868,0.028132,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_5525,factual_qa,rajpurkar/squad_v2,5,10,0.761485,0.238515,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_6353,factual_qa,rajpurkar/squad_v2,5,10,0.910429,0.089571,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_6442,factual_qa,rajpurkar/squad_v2,5,10,0.793592,0.206408,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_6460,factual_qa,rajpurkar/squad_v2,5,10,0.983204,0.016796,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_6578,factual_qa,rajpurkar/squad_v2,5,10,0.836481,0.163519,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_6819,factual_qa,rajpurkar/squad_v2,5,10,0.670762,0.329238,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_684,factual_qa,rajpurkar/squad_v2,5,10,0.768853,0.231147,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_7048,factual_qa,rajpurkar/squad_v2,5,10,0.761006,0.238994,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_7187,factual_qa,rajpurkar/squad_v2,5,10,0.804365,0.195635,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_720,factual_qa,rajpurkar/squad_v2,5,10,0.953872,0.046128,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_7525,factual_qa,rajpurkar/squad_v2,5,10,0.688316,0.311684,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_7699,factual_qa,rajpurkar/squad_v2,5,10,0.742662,0.257338,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_7854,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_7989,factual_qa,rajpurkar/squad_v2,5,10,0.944127,0.055873,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_800,factual_qa,rajpurkar/squad_v2,5,10,0.71288,0.28712,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_8049,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_8077,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_8164,factual_qa,rajpurkar/squad_v2,5,10,0.967789,0.032211,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_8302,factual_qa,rajpurkar/squad_v2,5,10,0.886431,0.113569,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_8326,factual_qa,rajpurkar/squad_v2,5,10,0.988802,0.011198,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_8650,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_8989,factual_qa,rajpurkar/squad_v2,5,10,0.712505,0.287495,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_919,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
factual_qa_9228,factual_qa,rajpurkar/squad_v2,5,10,0.917291,0.082709,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_10051,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.785072,0.214928,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_10521,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.788422,0.211578,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_10586,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.587665,0.412335,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_10682,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.694907,0.305093,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_10926,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.710341,0.289659,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_11055,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.417675,0.582325,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_1121,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.576361,0.423639,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_11297,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.583725,0.416275,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_11759,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.651899,0.348101,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_1600,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.561343,0.438657,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_1650,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.327673,0.672327,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_190,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.768106,0.231894,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_2166,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.782546,0.217454,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_2652,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.364111,0.635889,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_2817,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.533749,0.466251,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_2832,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.435204,0.564796,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_2873,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.557066,0.442934,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_2891,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.77835,0.22165,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_3251,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.449456,0.550544,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_3336,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.758379,0.241621,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_3374,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.486271,0.513729,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_338,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.542787,0.457213,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_3402,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.571162,0.428838,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_3715,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.731663,0.268337,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_3886,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.464342,0.535658,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_4506,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.477723,0.522277,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_4531,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.684956,0.315044,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_467,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.803027,0.196973,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_4807,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.682491,0.317509,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_4880,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.634154,0.365846,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_4896,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.338592,0.661408,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_4965,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.704452,0.295548,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_5038,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.393484,0.606516,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_5201,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.661597,0.338403,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_5281,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.661256,0.338744,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_5408,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.552557,0.447443,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_5497,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.657403,0.342597,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_5594,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.539206,0.460794,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_5912,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.5814,0.4186,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_6164,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.608834,0.391166,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_6746,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.456744,0.543256,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_6807,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.687725,0.312275,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_7372,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.455815,0.544185,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_7390,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.881443,0.118557,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_7546,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.609911,0.390089,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_8004,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.525663,0.474337,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_9083,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.747817,0.252183,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_9403,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.93753,0.06247,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_9599,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.703383,0.296617,"sklearn HashingVectorizer char_wb(3,5) cosine"
math_reasoning_9765,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.862227,0.137773,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_10208,open_ended_writing,tatsu-lab/alpaca,5,10,0.876132,0.123868,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_1043,open_ended_writing,tatsu-lab/alpaca,5,10,0.737625,0.262375,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_10774,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,-0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_1105,open_ended_writing,tatsu-lab/alpaca,5,10,0.762659,0.237341,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_11297,open_ended_writing,tatsu-lab/alpaca,5,10,0.757088,0.242912,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_12741,open_ended_writing,tatsu-lab/alpaca,5,10,0.812208,0.187792,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_1279,open_ended_writing,tatsu-lab/alpaca,5,10,0.941129,0.058871,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_13047,open_ended_writing,tatsu-lab/alpaca,5,10,0.336508,0.663492,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_14306,open_ended_writing,tatsu-lab/alpaca,5,10,0.864373,0.135627,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_16258,open_ended_writing,tatsu-lab/alpaca,5,10,0.73678,0.26322,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_16598,open_ended_writing,tatsu-lab/alpaca,5,10,0.78035,0.21965,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_17839,open_ended_writing,tatsu-lab/alpaca,5,10,0.628319,0.371681,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_20111,open_ended_writing,tatsu-lab/alpaca,5,10,0.831801,0.168199,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_20944,open_ended_writing,tatsu-lab/alpaca,5,10,0.647637,0.352363,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_21063,open_ended_writing,tatsu-lab/alpaca,5,10,0.769338,0.230662,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_2378,open_ended_writing,tatsu-lab/alpaca,5,10,0.848504,0.151496,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_24950,open_ended_writing,tatsu-lab/alpaca,5,10,0.8219,0.1781,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_25984,open_ended_writing,tatsu-lab/alpaca,5,10,0.65197,0.34803,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_26882,open_ended_writing,tatsu-lab/alpaca,5,10,0.741105,0.258895,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_27838,open_ended_writing,tatsu-lab/alpaca,5,10,0.723491,0.276509,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_28407,open_ended_writing,tatsu-lab/alpaca,5,10,0.759752,0.240248,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_28710,open_ended_writing,tatsu-lab/alpaca,5,10,0.783735,0.216265,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_32192,open_ended_writing,tatsu-lab/alpaca,5,10,0.877887,0.122113,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_33075,open_ended_writing,tatsu-lab/alpaca,5,10,0.615502,0.384498,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_33898,open_ended_writing,tatsu-lab/alpaca,5,10,0.784142,0.215858,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_34294,open_ended_writing,tatsu-lab/alpaca,5,10,0.806544,0.193456,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_35012,open_ended_writing,tatsu-lab/alpaca,5,10,0.774625,0.225375,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_35144,open_ended_writing,tatsu-lab/alpaca,5,10,0.720771,0.279229,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_35341,open_ended_writing,tatsu-lab/alpaca,5,10,0.80966,0.19034,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_35625,open_ended_writing,tatsu-lab/alpaca,5,10,0.759171,0.240829,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_35890,open_ended_writing,tatsu-lab/alpaca,5,10,0.966481,0.033519,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_36102,open_ended_writing,tatsu-lab/alpaca,5,10,0.615731,0.384269,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_41294,open_ended_writing,tatsu-lab/alpaca,5,10,0.695755,0.304245,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_42563,open_ended_writing,tatsu-lab/alpaca,5,10,0.981,0.019,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_4286,open_ended_writing,tatsu-lab/alpaca,5,10,0.865218,0.134782,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_42931,open_ended_writing,tatsu-lab/alpaca,5,10,0.714175,0.285825,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_43335,open_ended_writing,tatsu-lab/alpaca,5,10,0.813251,0.186749,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_44324,open_ended_writing,tatsu-lab/alpaca,5,10,0.934853,0.065147,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_45032,open_ended_writing,tatsu-lab/alpaca,5,10,0.601903,0.398097,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_45338,open_ended_writing,tatsu-lab/alpaca,5,10,0.929556,0.070444,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_47449,open_ended_writing,tatsu-lab/alpaca,5,10,0.833884,0.166116,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_49476,open_ended_writing,tatsu-lab/alpaca,5,10,0.850467,0.149533,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_501,open_ended_writing,tatsu-lab/alpaca,5,10,0.931379,0.068621,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_50246,open_ended_writing,tatsu-lab/alpaca,5,10,0.732155,0.267845,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_6480,open_ended_writing,tatsu-lab/alpaca,5,10,0.81476,0.18524,"sklearn HashingVectorizer char_wb(3,5) cosine"
open_ended_writing_6859,open_ended_writing,tatsu-lab/alpaca,5,10,0.722157,0.277843,"sklearn HashingVectorizer char_wb(3,5) cosine"
