item_id,task_type,dataset_name,source_index,perturbation_type,construction_method,method_reference,semantic_equivalence_status,original_prompt,perturbed_prompt
code_generation_96,code_generation,bigcode/humanevalpack,96,paraphrasing,llm_assisted_posix_paraphrase,Reference 3 POSIX: GPT-3.5-Turbo paraphrase generation,pending_manual_check,"Write a Python function `count_up_to(n)` to solve the following problem:
Implement a function that takes an non-negative integer and returns an array of the first n
integers that are prime numbers and less than n.
for example:
count_up_to(5) => [2,3]
count_up_to(11) => [2,3,5,7]
count_up_to(0) => []
count_up_to(20) => [2,3,5,7,11,13,17,19]
count_up_to(1) => []
count_up_to(18) => [2,3,5,7,11,13,17]","Create a Python function called `find_primes_up_to(n)` to address the following task:
Develop a function that receives a non-negative integer and outputs a list containing the prime numbers less than n. Remember that the list should contain the first n prime numbers. Here are some examples:
find_primes_up_to(5) => [2,3]
find_primes_up_to(11) => [2,3,5,7]
find_primes_up_to(0) => []
find_primes_up_to(20) => [2,3,5,7,11,13,17,19]
find_primes_up_to(1) => []
find_primes_up_to(18) => [2,3,5,7,11,13,17]"
code_generation_96,code_generation,bigcode/humanevalpack,96,reordering,rule_based_prompt_component_reordering,Reference 5 Haase et al.: information-order variation,pending_manual_check,"Write a Python function `count_up_to(n)` to solve the following problem:
Implement a function that takes an non-negative integer and returns an array of the first n
integers that are prime numbers and less than n.
for example:
count_up_to(5) => [2,3]
count_up_to(11) => [2,3,5,7]
count_up_to(0) => []
count_up_to(20) => [2,3,5,7,11,13,17,19]
count_up_to(1) => []
count_up_to(18) => [2,3,5,7,11,13,17]","Problem:Implement a function that takes an non-negative integer and returns an array of the first n
integers that are prime numbers and less than n.
for example:
count_up_to(5) => [2,3]
count_up_to(11) => [2,3,5,7]
count_up_to(0) => []
count_up_to(20) => [2,3,5,7,11,13,17,19]
count_up_to(1) => []
count_up_to(18) => [2,3,5,7,11,13,17]

Function requirement: Write a Python function `count_up_to(n)`."
code_generation_96,code_generation,bigcode/humanevalpack,96,formatting_changes,rule_based_template_transformation,Reference 3 POSIX: prompt-template variation,pending_manual_check,"Write a Python function `count_up_to(n)` to solve the following problem:
Implement a function that takes an non-negative integer and returns an array of the first n
integers that are prime numbers and less than n.
for example:
count_up_to(5) => [2,3]
count_up_to(11) => [2,3,5,7]
count_up_to(0) => []
count_up_to(20) => [2,3,5,7,11,13,17,19]
count_up_to(1) => []
count_up_to(18) => [2,3,5,7,11,13,17]","Please answer the following prompt:

- Prompt: Write a Python function `count_up_to(n)` to solve the following problem:
Implement a function that takes an non-negative integer and returns an array of the first n
integers that are prime numbers and less than n.
for example:
count_up_to(5) => [2,3]
count_up_to(11) => [2,3,5,7]
count_up_to(0) => []
count_up_to(20) => [2,3,5,7,11,13,17,19]
count_up_to(1) => []
count_up_to(18) => [2,3,5,7,11,13,17]"
code_generation_96,code_generation,bigcode/humanevalpack,96,context_injection,fixed_neutral_sentence_bank,"Reference 1 PromptRobust: irrelevant sentence insertion, softened",pending_manual_check,"Write a Python function `count_up_to(n)` to solve the following problem:
Implement a function that takes an non-negative integer and returns an array of the first n
integers that are prime numbers and less than n.
for example:
count_up_to(5) => [2,3]
count_up_to(11) => [2,3,5,7]
count_up_to(0) => []
count_up_to(20) => [2,3,5,7,11,13,17,19]
count_up_to(1) => []
count_up_to(18) => [2,3,5,7,11,13,17]","The following request is provided for a routine model-response comparison.

Write a Python function `count_up_to(n)` to solve the following problem:
Implement a function that takes an non-negative integer and returns an array of the first n
integers that are prime numbers and less than n.
for example:
count_up_to(5) => [2,3]
count_up_to(11) => [2,3,5,7]
count_up_to(0) => []
count_up_to(20) => [2,3,5,7,11,13,17,19]
count_up_to(1) => []
count_up_to(18) => [2,3,5,7,11,13,17]"
code_generation_96,code_generation,bigcode/humanevalpack,96,surface_noise,rule_based_posix_spelling_error,Reference 3 POSIX: insertion/omission/transposition/substitution,pending_manual_check,"Write a Python function `count_up_to(n)` to solve the following problem:
Implement a function that takes an non-negative integer and returns an array of the first n
integers that are prime numbers and less than n.
for example:
count_up_to(5) => [2,3]
count_up_to(11) => [2,3,5,7]
count_up_to(0) => []
count_up_to(20) => [2,3,5,7,11,13,17,19]
count_up_to(1) => []
count_up_to(18) => [2,3,5,7,11,13,17]","Write a Python function `count_up_to(n)` to solve the following problem:
Implement a function taht takes an non-negative integer and returns an array of the first n
integers that are prime numbers and less than n.
for example:
count_up_to(5) => [2,3]
count_up_to(11) => [2,3,5,7]
count_up_to(0) => []
count_up_to(20) => [2,3,5,7,11,13,17,19]
count_up_to(1) => []
count_up_to(18) => [2,3,5,7,11,13,17]"
code_generation_95,code_generation,bigcode/humanevalpack,95,paraphrasing,llm_assisted_posix_paraphrase,Reference 3 POSIX: GPT-3.5-Turbo paraphrase generation,pending_manual_check,"Write a Python function `check_dict_case(dict)` to solve the following problem:
Given a dictionary, return True if all keys are strings in lower
case or all keys are strings in upper case, else return False.
The function should return False is the given dictionary is empty.
Examples:
check_dict_case({""a"":""apple"", ""b"":""banana""}) should return True.
check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}) should return False.
check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""}) should return False.
check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}) should return False.
check_dict_case({""STATE"":""NC"", ""ZIP"":""12345"" }) should return True.","Create a Python function called `check_dict_case(dictionary)` to address the following issue:
The function should return True if all keys in the dictionary are either all lowercase strings or all uppercase strings. If the dictionary is empty, the function should return False. Otherwise, it should return False.
Examples:
- `check_dict_case({""a"":""apple"", ""b"":""banana""})` should return True.
- `check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""})` should return False.
- `check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""})` should return False.
- `check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""})` should return False.
- `check_dict_case({""STATE"":""NC"", ""ZIP"":""12345"" })` should return True."
code_generation_95,code_generation,bigcode/humanevalpack,95,reordering,rule_based_prompt_component_reordering,Reference 5 Haase et al.: information-order variation,pending_manual_check,"Write a Python function `check_dict_case(dict)` to solve the following problem:
Given a dictionary, return True if all keys are strings in lower
case or all keys are strings in upper case, else return False.
The function should return False is the given dictionary is empty.
Examples:
check_dict_case({""a"":""apple"", ""b"":""banana""}) should return True.
check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}) should return False.
check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""}) should return False.
check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}) should return False.
check_dict_case({""STATE"":""NC"", ""ZIP"":""12345"" }) should return True.","Problem:Given a dictionary, return True if all keys are strings in lower
case or all keys are strings in upper case, else return False.
The function should return False is the given dictionary is empty.
Examples:
check_dict_case({""a"":""apple"", ""b"":""banana""}) should return True.
check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}) should return False.
check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""}) should return False.
check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}) should return False.
check_dict_case({""STATE"":""NC"", ""ZIP"":""12345"" }) should return True.

Function requirement: Write a Python function `check_dict_case(dict)`."
code_generation_95,code_generation,bigcode/humanevalpack,95,formatting_changes,rule_based_template_transformation,Reference 3 POSIX: prompt-template variation,pending_manual_check,"Write a Python function `check_dict_case(dict)` to solve the following problem:
Given a dictionary, return True if all keys are strings in lower
case or all keys are strings in upper case, else return False.
The function should return False is the given dictionary is empty.
Examples:
check_dict_case({""a"":""apple"", ""b"":""banana""}) should return True.
check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}) should return False.
check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""}) should return False.
check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}) should return False.
check_dict_case({""STATE"":""NC"", ""ZIP"":""12345"" }) should return True.","Please answer the following prompt:

- Prompt: Write a Python function `check_dict_case(dict)` to solve the following problem:
Given a dictionary, return True if all keys are strings in lower
case or all keys are strings in upper case, else return False.
The function should return False is the given dictionary is empty.
Examples:
check_dict_case({""a"":""apple"", ""b"":""banana""}) should return True.
check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}) should return False.
check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""}) should return False.
check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}) should return False.
check_dict_case({""STATE"":""NC"", ""ZIP"":""12345"" }) should return True."
code_generation_95,code_generation,bigcode/humanevalpack,95,context_injection,fixed_neutral_sentence_bank,"Reference 1 PromptRobust: irrelevant sentence insertion, softened",pending_manual_check,"Write a Python function `check_dict_case(dict)` to solve the following problem:
Given a dictionary, return True if all keys are strings in lower
case or all keys are strings in upper case, else return False.
The function should return False is the given dictionary is empty.
Examples:
check_dict_case({""a"":""apple"", ""b"":""banana""}) should return True.
check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}) should return False.
check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""}) should return False.
check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}) should return False.
check_dict_case({""STATE"":""NC"", ""ZIP"":""12345"" }) should return True.","This item appears in a broader collection of benchmark prompts.

Write a Python function `check_dict_case(dict)` to solve the following problem:
Given a dictionary, return True if all keys are strings in lower
case or all keys are strings in upper case, else return False.
The function should return False is the given dictionary is empty.
Examples:
check_dict_case({""a"":""apple"", ""b"":""banana""}) should return True.
check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}) should return False.
check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""}) should return False.
check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}) should return False.
check_dict_case({""STATE"":""NC"", ""ZIP"":""12345"" }) should return True."
code_generation_95,code_generation,bigcode/humanevalpack,95,surface_noise,rule_based_posix_spelling_error,Reference 3 POSIX: insertion/omission/transposition/substitution,pending_manual_check,"Write a Python function `check_dict_case(dict)` to solve the following problem:
Given a dictionary, return True if all keys are strings in lower
case or all keys are strings in upper case, else return False.
The function should return False is the given dictionary is empty.
Examples:
check_dict_case({""a"":""apple"", ""b"":""banana""}) should return True.
check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}) should return False.
check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""}) should return False.
check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}) should return False.
check_dict_case({""STATE"":""NC"", ""ZIP"":""12345"" }) should return True.","Write a Python function `check_dict_case(dict)` to solve the following problem:
Given a dictionary, erturn True if all keys are strings in lower
case or all keys are strings in upper case, else return False.
The function should return False is the given dictionary is empty.
Examples:
check_dict_case({""a"":""apple"", ""b"":""banana""}) should return True.
check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}) should return False.
check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""}) should return False.
check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}) should return False.
check_dict_case({""STATE"":""NC"", ""ZIP"":""12345"" }) should return True."
code_generation_81,code_generation,bigcode/humanevalpack,81,paraphrasing,llm_assisted_posix_paraphrase,Reference 3 POSIX: GPT-3.5-Turbo paraphrase generation,pending_manual_check,"Write a Python function `numerical_letter_grade(grades)` to solve the following problem:
It is the last week of the semester and the teacher has to give the grades
to students. The teacher has been making her own algorithm for grading.
The only problem is, she has lost the code she used for grading.
She has given you a list of GPAs for some students and you have to write
a function that can output a list of letter grades using the following table:
GPA       |    Letter grade
4.0                A+
> 3.7                A
> 3.3                A-
> 3.0                B+
> 2.7                B
> 2.3                B-
> 2.0                C+
> 1.7                C
> 1.3                C-
> 1.0                D+
> 0.7                D
> 0.0                D-
0.0                E
Example:
grade_equation([4.0, 3, 1.7, 2, 3.5]) ==> ['A+', 'B', 'C-', 'C', 'A-']","Create a Python function called `numerical_letter_grade(grades)` that converts a list of GPAs to letter grades based on the given criteria:
- GPA 4.0: A+
- GPA > 3.7: A
- GPA > 3.3: A-
- GPA > 3.0: B+
- GPA > 2.7: B
- GPA > 2.3: B-
- GPA > 2.0: C+
- GPA > 1.7: C
- GPA > 1.3: C-
- GPA > 1.0: D+
- GPA > 0.7: D
- GPA > 0.0: D-
- GPA 0.0: E

The function should return a list of letter grades corresponding to the input GPAs.

Example:
```
numerical_letter_grade([4.0, 3, 1.7, 2, 3.5]) ==> ['A+', 'B', 'C-', 'C', 'A-']
```"
code_generation_81,code_generation,bigcode/humanevalpack,81,reordering,rule_based_prompt_component_reordering,Reference 5 Haase et al.: information-order variation,pending_manual_check,"Write a Python function `numerical_letter_grade(grades)` to solve the following problem:
It is the last week of the semester and the teacher has to give the grades
to students. The teacher has been making her own algorithm for grading.
The only problem is, she has lost the code she used for grading.
She has given you a list of GPAs for some students and you have to write
a function that can output a list of letter grades using the following table:
GPA       |    Letter grade
4.0                A+
> 3.7                A
> 3.3                A-
> 3.0                B+
> 2.7                B
> 2.3                B-
> 2.0                C+
> 1.7                C
> 1.3                C-
> 1.0                D+
> 0.7                D
> 0.0                D-
0.0                E
Example:
grade_equation([4.0, 3, 1.7, 2, 3.5]) ==> ['A+', 'B', 'C-', 'C', 'A-']","Problem:It is the last week of the semester and the teacher has to give the grades
to students. The teacher has been making her own algorithm for grading.
The only problem is, she has lost the code she used for grading.
She has given you a list of GPAs for some students and you have to write
a function that can output a list of letter grades using the following table:
GPA       |    Letter grade
4.0                A+
> 3.7                A
> 3.3                A-
> 3.0                B+
> 2.7                B
> 2.3                B-
> 2.0                C+
> 1.7                C
> 1.3                C-
> 1.0                D+
> 0.7                D
> 0.0                D-
0.0                E
Example:
grade_equation([4.0, 3, 1.7, 2, 3.5]) ==> ['A+', 'B', 'C-', 'C', 'A-']

Function requirement: Write a Python function `numerical_letter_grade(grades)`."
code_generation_81,code_generation,bigcode/humanevalpack,81,formatting_changes,rule_based_template_transformation,Reference 3 POSIX: prompt-template variation,pending_manual_check,"Write a Python function `numerical_letter_grade(grades)` to solve the following problem:
It is the last week of the semester and the teacher has to give the grades
to students. The teacher has been making her own algorithm for grading.
The only problem is, she has lost the code she used for grading.
She has given you a list of GPAs for some students and you have to write
a function that can output a list of letter grades using the following table:
GPA       |    Letter grade
4.0                A+
> 3.7                A
> 3.3                A-
> 3.0                B+
> 2.7                B
> 2.3                B-
> 2.0                C+
> 1.7                C
> 1.3                C-
> 1.0                D+
> 0.7                D
> 0.0                D-
0.0                E
Example:
grade_equation([4.0, 3, 1.7, 2, 3.5]) ==> ['A+', 'B', 'C-', 'C', 'A-']","Please answer the following prompt:

- Prompt: Write a Python function `numerical_letter_grade(grades)` to solve the following problem:
It is the last week of the semester and the teacher has to give the grades
to students. The teacher has been making her own algorithm for grading.
The only problem is, she has lost the code she used for grading.
She has given you a list of GPAs for some students and you have to write
a function that can output a list of letter grades using the following table:
GPA       |    Letter grade
4.0                A+
> 3.7                A
> 3.3                A-
> 3.0                B+
> 2.7                B
> 2.3                B-
> 2.0                C+
> 1.7                C
> 1.3                C-
> 1.0                D+
> 0.7                D
> 0.0                D-
0.0                E
Example:
grade_equation([4.0, 3, 1.7, 2, 3.5]) ==> ['A+', 'B', 'C-', 'C', 'A-']"
