item_id,task_type,perturbation_type,n_original_outputs,n_perturbed_outputs,baseline_similarity,perturbation_similarity,noise_corrected_drift,similarity_metric
code_generation_75,code_generation,formatting_changes,5,5,0.87892,0.900714,-0.021793,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,paraphrasing,5,5,0.87892,0.880618,-0.001698,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,reordering,5,5,0.87892,0.859124,0.019797,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,surface_noise,5,5,0.87892,0.886058,-0.007138,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10908,factual_qa,context_injection,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10908,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10908,factual_qa,paraphrasing,5,5,1.0,0.901844,0.098156,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10908,factual_qa,reordering,5,5,1.0,0.804998,0.195003,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10908,factual_qa,surface_noise,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2289,factual_qa,context_injection,5,5,0.97859,0.975822,0.002768,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2289,factual_qa,formatting_changes,5,5,0.97859,0.971533,0.007057,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2289,factual_qa,paraphrasing,5,5,0.97859,0.882315,0.096274,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2289,factual_qa,reordering,5,5,0.97859,0.945601,0.032989,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2289,factual_qa,surface_noise,5,5,0.97859,0.976322,0.002268,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3373,factual_qa,context_injection,5,5,0.998385,0.998869,-0.000483,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3373,factual_qa,formatting_changes,5,5,0.998385,0.998708,-0.000323,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3373,factual_qa,paraphrasing,5,5,0.998385,0.895484,0.102901,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3373,factual_qa,reordering,5,5,0.998385,0.999193,-0.000807,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3373,factual_qa,surface_noise,5,5,0.998385,0.996129,0.002257,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4029,factual_qa,context_injection,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4029,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4029,factual_qa,paraphrasing,5,5,1.0,0.844257,0.155743,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4029,factual_qa,reordering,5,5,1.0,0.974059,0.025941,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4029,factual_qa,surface_noise,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6353,factual_qa,context_injection,5,5,0.952329,0.94958,0.002749,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6353,factual_qa,formatting_changes,5,5,0.952329,0.912464,0.039865,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6353,factual_qa,paraphrasing,5,5,0.952329,0.874489,0.07784,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6353,factual_qa,reordering,5,5,0.952329,0.924451,0.027878,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6353,factual_qa,surface_noise,5,5,0.952329,0.927965,0.024364,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6460,factual_qa,context_injection,5,5,0.996534,0.996534,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6460,factual_qa,formatting_changes,5,5,0.996534,0.996765,-0.000231,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6460,factual_qa,paraphrasing,5,5,0.996534,0.92966,0.066873,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6460,factual_qa,reordering,5,5,0.996534,0.996534,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6460,factual_qa,surface_noise,5,5,0.996534,0.996996,-0.000462,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7525,factual_qa,context_injection,5,5,0.828729,0.838807,-0.010078,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7525,factual_qa,formatting_changes,5,5,0.828729,0.799936,0.028792,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7525,factual_qa,paraphrasing,5,5,0.828729,0.489419,0.339309,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7525,factual_qa,reordering,5,5,0.828729,0.777963,0.050765,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7525,factual_qa,surface_noise,5,5,0.828729,0.86955,-0.040822,sentence-transformers/all-MiniLM-L6-v2
factual_qa_800,factual_qa,context_injection,5,5,0.865765,0.864031,0.001734,sentence-transformers/all-MiniLM-L6-v2
factual_qa_800,factual_qa,formatting_changes,5,5,0.865765,0.880546,-0.014781,sentence-transformers/all-MiniLM-L6-v2
factual_qa_800,factual_qa,paraphrasing,5,5,0.865765,0.814175,0.05159,sentence-transformers/all-MiniLM-L6-v2
factual_qa_800,factual_qa,reordering,5,5,0.865765,0.781894,0.083871,sentence-transformers/all-MiniLM-L6-v2
factual_qa_800,factual_qa,surface_noise,5,5,0.865765,0.880675,-0.01491,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8164,factual_qa,context_injection,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8164,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8164,factual_qa,paraphrasing,5,5,1.0,0.821894,0.178106,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8164,factual_qa,reordering,5,5,1.0,0.995284,0.004716,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8164,factual_qa,surface_noise,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8650,factual_qa,context_injection,5,5,0.896577,0.948289,-0.051711,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8650,factual_qa,formatting_changes,5,5,0.896577,0.688514,0.208064,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8650,factual_qa,paraphrasing,5,5,0.896577,0.937506,-0.040929,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8650,factual_qa,reordering,5,5,0.896577,0.904906,-0.008329,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8650,factual_qa,surface_noise,5,5,0.896577,0.931637,-0.03506,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10926,math_reasoning,context_injection,5,5,0.961172,0.96784,-0.006668,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10926,math_reasoning,formatting_changes,5,5,0.961172,0.96217,-0.000998,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10926,math_reasoning,paraphrasing,5,5,0.961172,0.954124,0.007047,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10926,math_reasoning,reordering,5,5,0.961172,0.955667,0.005504,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10926,math_reasoning,surface_noise,5,5,0.961172,0.960228,0.000943,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11297,math_reasoning,context_injection,5,5,0.845066,0.771569,0.073496,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11297,math_reasoning,formatting_changes,5,5,0.845066,0.784182,0.060884,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11297,math_reasoning,paraphrasing,5,5,0.845066,0.824455,0.02061,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11297,math_reasoning,reordering,5,5,0.845066,0.789492,0.055574,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11297,math_reasoning,surface_noise,5,5,0.845066,0.809959,0.035107,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11759,math_reasoning,context_injection,5,5,0.906556,0.919154,-0.012598,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11759,math_reasoning,formatting_changes,5,5,0.906556,0.916598,-0.010041,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11759,math_reasoning,paraphrasing,5,5,0.906556,0.897126,0.00943,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11759,math_reasoning,reordering,5,5,0.906556,0.913606,-0.00705,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11759,math_reasoning,surface_noise,5,5,0.906556,0.910037,-0.00348,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2873,math_reasoning,context_injection,5,5,0.891134,0.909181,-0.018047,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2873,math_reasoning,formatting_changes,5,5,0.891134,0.897979,-0.006845,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2873,math_reasoning,paraphrasing,5,5,0.891134,0.871801,0.019333,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2873,math_reasoning,reordering,5,5,0.891134,0.911123,-0.019989,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2873,math_reasoning,surface_noise,5,5,0.891134,0.902136,-0.011002,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3886,math_reasoning,context_injection,5,5,0.848252,0.864813,-0.016561,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3886,math_reasoning,formatting_changes,5,5,0.848252,0.875881,-0.027628,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3886,math_reasoning,paraphrasing,5,5,0.848252,0.876508,-0.028255,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3886,math_reasoning,reordering,5,5,0.848252,0.884533,-0.036281,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3886,math_reasoning,surface_noise,5,5,0.848252,0.899998,-0.051746,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4807,math_reasoning,context_injection,5,5,0.941622,0.950085,-0.008463,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4807,math_reasoning,formatting_changes,5,5,0.941622,0.948062,-0.00644,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4807,math_reasoning,paraphrasing,5,5,0.941622,0.92304,0.018581,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4807,math_reasoning,reordering,5,5,0.941622,0.934663,0.006959,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4807,math_reasoning,surface_noise,5,5,0.941622,0.944714,-0.003092,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4896,math_reasoning,context_injection,5,5,0.92571,0.930391,-0.004681,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4896,math_reasoning,formatting_changes,5,5,0.92571,0.931657,-0.005947,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4896,math_reasoning,paraphrasing,5,5,0.92571,0.935715,-0.010005,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4896,math_reasoning,reordering,5,5,0.92571,0.927687,-0.001977,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4896,math_reasoning,surface_noise,5,5,0.92571,0.928321,-0.002611,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5038,math_reasoning,context_injection,5,5,0.896256,0.903955,-0.007699,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5038,math_reasoning,formatting_changes,5,5,0.896256,0.906311,-0.010055,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5038,math_reasoning,paraphrasing,5,5,0.896256,0.889259,0.006996,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5038,math_reasoning,reordering,5,5,0.896256,0.903194,-0.006938,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5038,math_reasoning,surface_noise,5,5,0.896256,0.905147,-0.008891,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5497,math_reasoning,context_injection,5,5,0.980003,0.961713,0.01829,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5497,math_reasoning,formatting_changes,5,5,0.980003,0.978689,0.001314,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5497,math_reasoning,paraphrasing,5,5,0.980003,0.967002,0.013001,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5497,math_reasoning,reordering,5,5,0.980003,0.967356,0.012647,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5497,math_reasoning,surface_noise,5,5,0.980003,0.980542,-0.000539,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8004,math_reasoning,context_injection,5,5,0.939082,0.952248,-0.013167,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8004,math_reasoning,formatting_changes,5,5,0.939082,0.944738,-0.005657,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8004,math_reasoning,paraphrasing,5,5,0.939082,0.937596,0.001485,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8004,math_reasoning,reordering,5,5,0.939082,0.952708,-0.013626,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8004,math_reasoning,surface_noise,5,5,0.939082,0.954126,-0.015045,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10208,open_ended_writing,context_injection,5,5,0.944571,0.89721,0.047361,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10208,open_ended_writing,formatting_changes,5,5,0.944571,0.924072,0.020499,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10208,open_ended_writing,paraphrasing,5,5,0.944571,0.864046,0.080525,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10208,open_ended_writing,reordering,5,5,0.944571,0.907362,0.037209,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10208,open_ended_writing,surface_noise,5,5,0.944571,0.921213,0.023358,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10774,open_ended_writing,context_injection,5,5,0.857055,0.791285,0.06577,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10774,open_ended_writing,formatting_changes,5,5,0.857055,0.832693,0.024362,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10774,open_ended_writing,paraphrasing,5,5,0.857055,0.810124,0.046931,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10774,open_ended_writing,reordering,5,5,0.857055,0.877604,-0.020549,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10774,open_ended_writing,surface_noise,5,5,0.857055,0.842761,0.014295,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_11297,open_ended_writing,context_injection,5,5,0.818667,0.845342,-0.026675,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_11297,open_ended_writing,formatting_changes,5,5,0.818667,0.845227,-0.02656,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_11297,open_ended_writing,paraphrasing,5,5,0.818667,0.794979,0.023688,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_11297,open_ended_writing,reordering,5,5,0.818667,0.863925,-0.045258,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_11297,open_ended_writing,surface_noise,5,5,0.818667,0.843055,-0.024388,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_16258,open_ended_writing,context_injection,5,5,0.885328,0.882429,0.002899,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_16258,open_ended_writing,formatting_changes,5,5,0.885328,0.894286,-0.008957,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_16258,open_ended_writing,paraphrasing,5,5,0.885328,0.762884,0.122444,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_16258,open_ended_writing,reordering,5,5,0.885328,0.896541,-0.011213,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_16258,open_ended_writing,surface_noise,5,5,0.885328,0.900189,-0.014861,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_34294,open_ended_writing,context_injection,5,5,0.969356,0.951764,0.017592,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_34294,open_ended_writing,formatting_changes,5,5,0.969356,0.957528,0.011828,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_34294,open_ended_writing,paraphrasing,5,5,0.969356,0.969852,-0.000496,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_34294,open_ended_writing,reordering,5,5,0.969356,0.969848,-0.000492,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_34294,open_ended_writing,surface_noise,5,5,0.969356,0.970811,-0.001455,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35144,open_ended_writing,context_injection,5,5,0.821372,0.85024,-0.028868,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35144,open_ended_writing,formatting_changes,5,5,0.821372,0.833384,-0.012012,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35144,open_ended_writing,paraphrasing,5,5,0.821372,0.782439,0.038933,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35144,open_ended_writing,reordering,5,5,0.821372,0.817731,0.003641,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35144,open_ended_writing,surface_noise,5,5,0.821372,0.826701,-0.00533,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35341,open_ended_writing,context_injection,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35341,open_ended_writing,formatting_changes,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35341,open_ended_writing,paraphrasing,5,5,1.0,0.488405,0.511595,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35341,open_ended_writing,reordering,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35341,open_ended_writing,surface_noise,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_36102,open_ended_writing,context_injection,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_36102,open_ended_writing,formatting_changes,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_36102,open_ended_writing,paraphrasing,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_36102,open_ended_writing,reordering,5,5,1.0,0.619176,0.380824,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_36102,open_ended_writing,surface_noise,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45338,open_ended_writing,context_injection,5,5,1.0,0.911987,0.088013,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45338,open_ended_writing,formatting_changes,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45338,open_ended_writing,paraphrasing,5,5,1.0,0.567897,0.432103,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45338,open_ended_writing,reordering,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45338,open_ended_writing,surface_noise,5,5,1.0,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_50246,open_ended_writing,context_injection,5,5,0.918756,0.898017,0.020739,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_50246,open_ended_writing,formatting_changes,5,5,0.918756,0.89816,0.020596,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_50246,open_ended_writing,paraphrasing,5,5,0.918756,0.422557,0.496199,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_50246,open_ended_writing,reordering,5,5,0.918756,0.905041,0.013715,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_50246,open_ended_writing,surface_noise,5,5,0.918756,0.890242,0.028514,sentence-transformers/all-MiniLM-L6-v2
