item_id,perturbation_type,original_prompt,perturbed_prompt,original_problem_text,perturbed_problem_text,prompt_content_recall,prompt_content_jaccard,problem_content_recall,problem_content_jaccard,math_token_recall,number_recall,latex_segment_recall,prompt_length_delta_tokens,problem_length_delta_tokens,label_changed,perturbed_has_research_question_label,perturbed_has_rewrite_label,perturbed_has_code_artifact,perturbed_has_template_artifact,original_has_asy,perturbed_has_asy,asy_removed,original_labels,perturbed_labels 
math_reasoning_2832,paraphrasing,"Problem: Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$

Instruction: Solve the problem and provide the final answer.",Identify all real values of $k$ for which the inverse function of \[f(x) = \frac{2x + 3}{kx - 2}\] is equal to the original function $f(x)$. Ensure to present the solution.,Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$,Identify all real values of $k$ for which the inverse function of \[f(x) = \frac{2x + 3}{kx - 2}\] is equal to the original function $f(x)$. Ensure to present the solution.,0.47368421052631576,0.3103448275862069,0.6923076923076923,0.391304347826087,0.8,0.6666666666666666,0.3333333333333333,2,12,True,False,False,False,False,False,False,False,Problem; Instruction,
math_reasoning_2832,reordering,"Problem: Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$

Instruction: Solve the problem and provide the final answer.","Instruction: Solve the problem and provide the final answer.

Problem: Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$",Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$,Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,Problem; Instruction,Instruction; Problem
math_reasoning_2832,formatting_changes,"Problem: Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$

Instruction: Solve the problem and provide the final answer.","Please answer the following prompt:

- Prompt: Problem: Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$

Instruction: Solve the problem and provide the final answer.",Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$,Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$,1.0,0.8636363636363636,1.0,1.0,1.0,1.0,1.0,6,0,True,False,False,False,False,False,False,False,Problem; Instruction,Prompt; Instruction
math_reasoning_2832,context_injection,"Problem: Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$

Instruction: Solve the problem and provide the final answer.","This prompt is part of a general language-model evaluation.

Problem: Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$

Instruction: Solve the problem and provide the final answer.",Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$,Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$,1.0,0.76,1.0,1.0,1.0,1.0,1.0,10,0,False,False,False,False,False,False,False,False,Problem; Instruction,Problem; Instruction
math_reasoning_2832,surface_noise,"Problem: Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$

Instruction: Solve the problem and provide the final answer.","Pronlem: Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$

Instruction: Solve the problem and provide the final answer.",Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$,Pronlem: Let \[f(x) = \frac{2x + 3}{kx - 2}.\]Find all real numbers $k$ so that $f^{-1}(x) = f(x).$,1.0,0.95,1.0,0.9285714285714286,1.0,1.0,1.0,0,1,True,False,False,False,False,False,False,False,Problem; Instruction,Instruction
math_reasoning_5912,paraphrasing,"Problem: Compute $\sin 30^\circ$.

Instruction: Solve the problem and provide the final answer.",Calculate the value of the sine of 30 degrees and present the result.,Compute $\sin 30^\circ$.,Calculate the value of the sine of 30 degrees and present the result.,0.125,0.07142857142857142,0.5,0.125,0.25,1.0,0.0,1,11,True,False,False,False,False,False,False,False,Problem; Instruction,
math_reasoning_5912,reordering,"Problem: Compute $\sin 30^\circ$.

Instruction: Solve the problem and provide the final answer.","Instruction: Solve the problem and provide the final answer.

Problem: Compute $\sin 30^\circ$.",Compute $\sin 30^\circ$.,Compute $\sin 30^\circ$.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,Problem; Instruction,Instruction; Problem
math_reasoning_5912,formatting_changes,"Problem: Compute $\sin 30^\circ$.

Instruction: Solve the problem and provide the final answer.","Please answer the following prompt:

- Prompt: Problem: Compute $\sin 30^\circ$.

Instruction: Solve the problem and provide the final answer.",Compute $\sin 30^\circ$.,Compute $\sin 30^\circ$.,1.0,0.7272727272727273,1.0,1.0,1.0,1.0,1.0,6,0,True,False,False,False,False,False,False,False,Problem; Instruction,Prompt; Instruction
math_reasoning_5912,context_injection,"Problem: Compute $\sin 30^\circ$.

Instruction: Solve the problem and provide the final answer.","This item appears in a broader collection of benchmark prompts.

Problem: Compute $\sin 30^\circ$.

Instruction: Solve the problem and provide the final answer.",Compute $\sin 30^\circ$.,Compute $\sin 30^\circ$.,1.0,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,10,0,False,False,False,False,False,False,False,False,Problem; Instruction,Problem; Instruction
math_reasoning_5912,surface_noise,"Problem: Compute $\sin 30^\circ$.

Instruction: Solve the problem and provide the final answer.","Problem: Compute $\sin 30^\circ$.

uInstruction: Solve the problem and provide the final answer.",Compute $\sin 30^\circ$.,"Compute $\sin 30^\circ$.

uInstruction: Solve the problem and provide the final answer.",0.875,0.7777777777777778,1.0,0.25,1.0,1.0,1.0,0,9,True,False,False,False,False,False,False,False,Problem; Instruction,Problem
math_reasoning_3251,paraphrasing,"Problem: Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.

Instruction: Solve the problem and provide the final answer.","Task: Determine the remainder of the division of $x^3-3x^2-9x+30$ by $x-3.

Provide the final answer after solving the problem.",Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.,"Determine the remainder of the division of $x^3-3x^2-9x+30$ by $x-3.

Provide the final answer after solving the problem.",0.6875,0.5238095238095238,0.7,0.3888888888888889,1.0,1.0,0.5,0,9,True,False,False,False,False,False,False,False,Problem; Instruction,Task
math_reasoning_3251,reordering,"Problem: Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.

Instruction: Solve the problem and provide the final answer.","Instruction: Solve the problem and provide the final answer.

Problem: Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.",Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.,Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,Problem; Instruction,Instruction; Problem
math_reasoning_3251,formatting_changes,"Problem: Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.

Instruction: Solve the problem and provide the final answer.","Please answer the following prompt:

- Prompt: Problem: Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.

Instruction: Solve the problem and provide the final answer.",Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.,Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.,1.0,0.8421052631578947,1.0,1.0,1.0,1.0,1.0,6,0,True,False,False,False,False,False,False,False,Problem; Instruction,Prompt; Instruction
math_reasoning_3251,context_injection,"Problem: Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.

Instruction: Solve the problem and provide the final answer.","The wording below is being used in a controlled prompt study.

Problem: Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.

Instruction: Solve the problem and provide the final answer.",Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.,Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.,1.0,0.6956521739130435,1.0,1.0,1.0,1.0,1.0,11,0,False,False,False,False,False,False,False,False,Problem; Instruction,Problem; Instruction
math_reasoning_3251,surface_noise,"Problem: Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.

Instruction: Solve the problem and provide the final answer.","Problem: Find the remainder wheen $x^3-3x^2-9x+30$ is divided by $x-3$.

Instruction: Solve the problem and provide the final answer.",Find the remainder when $x^3-3x^2-9x+30$ is divided by $x-3$.,Find the remainder wheen $x^3-3x^2-9x+30$ is divided by $x-3$.,0.9375,0.8823529411764706,0.9,0.8181818181818182,1.0,1.0,1.0,0,0,False,False,False,False,False,False,False,False,Problem; Instruction,Problem; Instruction
math_reasoning_7372,paraphrasing,"Problem: For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.

Instruction: Solve the problem and provide the final answer.",Determine the values of $z$ that satisfy the inequality $z^2-40z+340\le 4$ and present your solution using interval notation. Carry out the calculation and present the final result.,For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.,Determine the values of $z$ that satisfy the inequality $z^2-40z+340\le 4$ and present your solution using interval notation. Carry out the calculation and present the final result.,0.5625,0.34615384615384615,0.7272727272727273,0.36363636363636365,1.0,1.0,1.0,3,13,True,False,False,False,False,False,False,False,Problem; Instruction,
math_reasoning_7372,reordering,"Problem: For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.

Instruction: Solve the problem and provide the final answer.","Instruction: Solve the problem and provide the final answer.

Problem: For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.",For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.,For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,Problem; Instruction,Instruction; Problem
math_reasoning_7372,formatting_changes,"Problem: For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.

Instruction: Solve the problem and provide the final answer.","Please answer the following prompt:

- Prompt: Problem: For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.

Instruction: Solve the problem and provide the final answer.",For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.,For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.,1.0,0.8421052631578947,1.0,1.0,1.0,1.0,1.0,6,0,True,False,False,False,False,False,False,False,Problem; Instruction,Prompt; Instruction
math_reasoning_7372,context_injection,"Problem: For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.

Instruction: Solve the problem and provide the final answer.","The wording below is being used in a controlled prompt study.

Problem: For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.

Instruction: Solve the problem and provide the final answer.",For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.,For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.,1.0,0.6956521739130435,1.0,1.0,1.0,1.0,1.0,11,0,False,False,False,False,False,False,False,False,Problem; Instruction,Problem; Instruction
math_reasoning_7372,surface_noise,"Problem: For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.

Instruction: Solve the problem and provide the final answer.","Problem: For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.

Isntruction: Solve the problem and provide the final answer.",For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.,"For what values of $z$ is $z^2-40z+340\le 4$? Express your answer in interval notation.

Isntruction: Solve the problem and provide the final answer.",0.9375,0.8823529411764706,1.0,0.6875,1.0,1.0,1.0,0,9,True,False,False,False,False,False,False,False,Problem; Instruction,Problem
math_reasoning_9765,paraphrasing,"Problem: Find the terminating decimal expansion of $\frac{11}{125}$.

Instruction: Solve the problem and provide the final answer.",Determine the terminating decimal representation of $\frac{11}{125}$ and submit the result.,Find the terminating decimal expansion of $\frac{11}{125}$.,Determine the terminating decimal representation of $\frac{11}{125}$ and submit the result.,0.3333333333333333,0.25,0.6666666666666666,0.4,1.0,1.0,1.0,-6,4,True,False,False,False,False,False,False,False,Problem; Instruction,
math_reasoning_9765,reordering,"Problem: Find the terminating decimal expansion of $\frac{11}{125}$.

Instruction: Solve the problem and provide the final answer.","Instruction: Solve the problem and provide the final answer.

Problem: Find the terminating decimal expansion of $\frac{11}{125}$.",Find the terminating decimal expansion of $\frac{11}{125}$.,Find the terminating decimal expansion of $\frac{11}{125}$.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,Problem; Instruction,Instruction; Problem
math_reasoning_9765,formatting_changes,"Problem: Find the terminating decimal expansion of $\frac{11}{125}$.

Instruction: Solve the problem and provide the final answer.","Please answer the following prompt:

- Prompt: Problem: Find the terminating decimal expansion of $\frac{11}{125}$.

Instruction: Solve the problem and provide the final answer.",Find the terminating decimal expansion of $\frac{11}{125}$.,Find the terminating decimal expansion of $\frac{11}{125}$.,1.0,0.8,1.0,1.0,1.0,1.0,1.0,6,0,True,False,False,False,False,False,False,False,Problem; Instruction,Prompt; Instruction
math_reasoning_9765,context_injection,"Problem: Find the terminating decimal expansion of $\frac{11}{125}$.

Instruction: Solve the problem and provide the final answer.","The wording below is being used in a controlled prompt study.

Problem: Find the terminating decimal expansion of $\frac{11}{125}$.

Instruction: Solve the problem and provide the final answer.",Find the terminating decimal expansion of $\frac{11}{125}$.,Find the terminating decimal expansion of $\frac{11}{125}$.,1.0,0.631578947368421,1.0,1.0,1.0,1.0,1.0,11,0,False,False,False,False,False,False,False,False,Problem; Instruction,Problem; Instruction
math_reasoning_9765,surface_noise,"Problem: Find the terminating decimal expansion of $\frac{11}{125}$.

Instruction: Solve the problem and provide the final answer.","Problem: Find the terminating decimal expansion of $\frac{11}{125}$.

Instruction: Solev the problem and provide the final answer.",Find the terminating decimal expansion of $\frac{11}{125}$.,Find the terminating decimal expansion of $\frac{11}{125}$.,0.9166666666666666,0.8461538461538461,1.0,1.0,1.0,1.0,1.0,0,0,False,False,False,False,False,False,False,False,Problem; Instruction,Problem; Instruction
math_reasoning_3336,paraphrasing,"Problem: The graphs of four functions, labelled (2) through (5), are shown below. Note that the domain of function (3) is $$\{-5,-4,-3,-2,-1,0,1,2\}.$$ Find the product of the labels of the functions which are invertible. [asy] size(8cm); defaultpen(linewidth(.7pt)+fontsize(8pt)); import graph; picture pic1,pic2,pic3,pic4; draw(pic1,(-8,0)--(8,0),Arrows(4)); draw(pic1,(0,-8)--(0,8),Arrows(4)); draw(pic2,(-8,0)--(8,0),Arrows(4)); draw(pic2,(0,-8)--(0,8),Arrows(4)); draw(pic3,(-8,0)--(8,0),Arrows(4)); draw(pic3,(0,-8)--(0,8),Arrows(4)); draw(pic4,(-8,0)--(8,0),Arrows(4)); draw(pic4,(0,-8)--(0,8),Arrows(4)); real f(real x) {return x^2-2x;} real h(real x) {return -atan(x);} real k(real x) {return 4/x;} real x; draw(pic1,graph(f,-2,4),Arrows(4)); draw(pic3,graph(h,-8,8),Arrows(4)); draw(pic4,graph(k,-8,-0.125*4),Arrows(4)); draw(pic4,graph(k,0.125*4,8),Arrows(4)); dot(pic2,(-5,3)); dot(pic2,(-4,5)); dot(pic2,(-3,1)); dot(pic2,(-2,0)); dot(pic2,(-1,2)); dot(pic2,(0,-4)); dot(pic2,(1,-3)); dot(pic2,(2,-2)); label(pic1,""(2)"",(0,-9)); label(pic2,""(3)"",(0,-9)); label(pic3,""(4)"",(0,-9)); label(pic4,""(5)"",(0,-9)); add(pic1); add(shift(20)*pic2); add(shift(0,-20)*pic3); add(shift(20,-20)*pic4); [/asy]

Instruction: Solve the problem and provide the final answer.","Rewrite:  
Given the graphs of four functions labeled (2) through (5) where the domain of function (3) is $$\{-5,-4,-3,-2,-1,0,1,2\}$$, determine the product of the labels of the invertible functions.","The graphs of four functions, labelled (2) through (5), are shown below. Note that the domain of function (3) is $$\{-5,-4,-3,-2,-1,0,1,2\}.$$ Find the product of the labels of the functions which are invertible. [asy] size(8cm); defaultpen(linewidth(.7pt)+fontsize(8pt)); import graph; picture pic1,pic2,pic3,pic4; draw(pic1,(-8,0)--(8,0),Arrows(4)); draw(pic1,(0,-8)--(0,8),Arrows(4)); draw(pic2,(-8,0)--(8,0),Arrows(4)); draw(pic2,(0,-8)--(0,8),Arrows(4)); draw(pic3,(-8,0)--(8,0),Arrows(4)); draw(pic3,(0,-8)--(0,8),Arrows(4)); draw(pic4,(-8,0)--(8,0),Arrows(4)); draw(pic4,(0,-8)--(0,8),Arrows(4)); real f(real x) {return x^2-2x;} real h(real x) {return -atan(x);} real k(real x) {return 4/x;} real x; draw(pic1,graph(f,-2,4),Arrows(4)); draw(pic3,graph(h,-8,8),Arrows(4)); draw(pic4,graph(k,-8,-0.125*4),Arrows(4)); draw(pic4,graph(k,0.125*4,8),Arrows(4)); dot(pic2,(-5,3)); dot(pic2,(-4,5)); dot(pic2,(-3,1)); dot(pic2,(-2,0)); dot(pic2,(-1,2)); dot(pic2,(0,-4)); dot(pic2,(1,-3)); dot(pic2,(2,-2)); label(pic1,""(2)"",(0,-9)); label(pic2,""(3)"",(0,-9)); label(pic3,""(4)"",(0,-9)); label(pic4,""(5)"",(0,-9)); add(pic1); add(shift(20)*pic2); add(shift(0,-20)*pic3); add(shift(20,-20)*pic4); [/asy]","Given the graphs of four functions labeled (2) through (5) where the domain of function (3) is $$\{-5,-4,-3,-2,-1,0,1,2\}$$, determine the product of the labels of the invertible functions.",0.25,0.23076923076923078,0.2777777777777778,0.25862068965517243,0.5,0.5263157894736842,0.0,-222,-213,True,False,True,False,True,True,False,True,Problem; Instruction,Rewrite
math_reasoning_3336,reordering,"Problem: The graphs of four functions, labelled (2) through (5), are shown below. Note that the domain of function (3) is $$\{-5,-4,-3,-2,-1,0,1,2\}.$$ Find the product of the labels of the functions which are invertible. [asy] size(8cm); defaultpen(linewidth(.7pt)+fontsize(8pt)); import graph; picture pic1,pic2,pic3,pic4; draw(pic1,(-8,0)--(8,0),Arrows(4)); draw(pic1,(0,-8)--(0,8),Arrows(4)); draw(pic2,(-8,0)--(8,0),Arrows(4)); draw(pic2,(0,-8)--(0,8),Arrows(4)); draw(pic3,(-8,0)--(8,0),Arrows(4)); draw(pic3,(0,-8)--(0,8),Arrows(4)); draw(pic4,(-8,0)--(8,0),Arrows(4)); draw(pic4,(0,-8)--(0,8),Arrows(4)); real f(real x) {return x^2-2x;} real h(real x) {return -atan(x);} real k(real x) {return 4/x;} real x; draw(pic1,graph(f,-2,4),Arrows(4)); draw(pic3,graph(h,-8,8),Arrows(4)); draw(pic4,graph(k,-8,-0.125*4),Arrows(4)); draw(pic4,graph(k,0.125*4,8),Arrows(4)); dot(pic2,(-5,3)); dot(pic2,(-4,5)); dot(pic2,(-3,1)); dot(pic2,(-2,0)); dot(pic2,(-1,2)); dot(pic2,(0,-4)); dot(pic2,(1,-3)); dot(pic2,(2,-2)); label(pic1,""(2)"",(0,-9)); label(pic2,""(3)"",(0,-9)); label(pic3,""(4)"",(0,-9)); label(pic4,""(5)"",(0,-9)); add(pic1); add(shift(20)*pic2); add(shift(0,-20)*pic3); add(shift(20,-20)*pic4); [/asy]

Instruction: Solve the problem and provide the final answer.","Instruction: Solve the problem and provide the final answer.

Problem: The graphs of four functions, labelled (2) through (5), are shown below. Note that the domain of function (3) is $$\{-5,-4,-3,-2,-1,0,1,2\}.$$ Find the product of the labels of the functions which are invertible. [asy] size(8cm); defaultpen(linewidth(.7pt)+fontsize(8pt)); import graph; picture pic1,pic2,pic3,pic4; draw(pic1,(-8,0)--(8,0),Arrows(4)); draw(pic1,(0,-8)--(0,8),Arrows(4)); draw(pic2,(-8,0)--(8,0),Arrows(4)); draw(pic2,(0,-8)--(0,8),Arrows(4)); draw(pic3,(-8,0)--(8,0),Arrows(4)); draw(pic3,(0,-8)--(0,8),Arrows(4)); draw(pic4,(-8,0)--(8,0),Arrows(4)); draw(pic4,(0,-8)--(0,8),Arrows(4)); real f(real x) {return x^2-2x;} real h(real x) {return -atan(x);} real k(real x) {return 4/x;} real x; draw(pic1,graph(f,-2,4),Arrows(4)); draw(pic3,graph(h,-8,8),Arrows(4)); draw(pic4,graph(k,-8,-0.125*4),Arrows(4)); draw(pic4,graph(k,0.125*4,8),Arrows(4)); dot(pic2,(-5,3)); dot(pic2,(-4,5)); dot(pic2,(-3,1)); dot(pic2,(-2,0)); dot(pic2,(-1,2)); dot(pic2,(0,-4)); dot(pic2,(1,-3)); dot(pic2,(2,-2)); label(pic1,""(2)"",(0,-9)); label(pic2,""(3)"",(0,-9)); label(pic3,""(4)"",(0,-9)); label(pic4,""(5)"",(0,-9)); add(pic1); add(shift(20)*pic2); add(shift(0,-20)*pic3); add(shift(20,-20)*pic4); [/asy]","The graphs of four functions, labelled (2) through (5), are shown below. Note that the domain of function (3) is $$\{-5,-4,-3,-2,-1,0,1,2\}.$$ Find the product of the labels of the functions which are invertible. [asy] size(8cm); defaultpen(linewidth(.7pt)+fontsize(8pt)); import graph; picture pic1,pic2,pic3,pic4; draw(pic1,(-8,0)--(8,0),Arrows(4)); draw(pic1,(0,-8)--(0,8),Arrows(4)); draw(pic2,(-8,0)--(8,0),Arrows(4)); draw(pic2,(0,-8)--(0,8),Arrows(4)); draw(pic3,(-8,0)--(8,0),Arrows(4)); draw(pic3,(0,-8)--(0,8),Arrows(4)); draw(pic4,(-8,0)--(8,0),Arrows(4)); draw(pic4,(0,-8)--(0,8),Arrows(4)); real f(real x) {return x^2-2x;} real h(real x) {return -atan(x);} real k(real x) {return 4/x;} real x; draw(pic1,graph(f,-2,4),Arrows(4)); draw(pic3,graph(h,-8,8),Arrows(4)); draw(pic4,graph(k,-8,-0.125*4),Arrows(4)); draw(pic4,graph(k,0.125*4,8),Arrows(4)); dot(pic2,(-5,3)); dot(pic2,(-4,5)); dot(pic2,(-3,1)); dot(pic2,(-2,0)); dot(pic2,(-1,2)); dot(pic2,(0,-4)); dot(pic2,(1,-3)); dot(pic2,(2,-2)); label(pic1,""(2)"",(0,-9)); label(pic2,""(3)"",(0,-9)); label(pic3,""(4)"",(0,-9)); label(pic4,""(5)"",(0,-9)); add(pic1); add(shift(20)*pic2); add(shift(0,-20)*pic3); add(shift(20,-20)*pic4); [/asy]","The graphs of four functions, labelled (2) through (5), are shown below. Note that the domain of function (3) is $$\{-5,-4,-3,-2,-1,0,1,2\}.$$ Find the product of the labels of the functions which are invertible. [asy] size(8cm); defaultpen(linewidth(.7pt)+fontsize(8pt)); import graph; picture pic1,pic2,pic3,pic4; draw(pic1,(-8,0)--(8,0),Arrows(4)); draw(pic1,(0,-8)--(0,8),Arrows(4)); draw(pic2,(-8,0)--(8,0),Arrows(4)); draw(pic2,(0,-8)--(0,8),Arrows(4)); draw(pic3,(-8,0)--(8,0),Arrows(4)); draw(pic3,(0,-8)--(0,8),Arrows(4)); draw(pic4,(-8,0)--(8,0),Arrows(4)); draw(pic4,(0,-8)--(0,8),Arrows(4)); real f(real x) {return x^2-2x;} real h(real x) {return -atan(x);} real k(real x) {return 4/x;} real x; draw(pic1,graph(f,-2,4),Arrows(4)); draw(pic3,graph(h,-8,8),Arrows(4)); draw(pic4,graph(k,-8,-0.125*4),Arrows(4)); draw(pic4,graph(k,0.125*4,8),Arrows(4)); dot(pic2,(-5,3)); dot(pic2,(-4,5)); dot(pic2,(-3,1)); dot(pic2,(-2,0)); dot(pic2,(-1,2)); dot(pic2,(0,-4)); dot(pic2,(1,-3)); dot(pic2,(2,-2)); label(pic1,""(2)"",(0,-9)); label(pic2,""(3)"",(0,-9)); label(pic3,""(4)"",(0,-9)); label(pic4,""(5)"",(0,-9)); add(pic1); add(shift(20)*pic2); add(shift(0,-20)*pic3); add(shift(20,-20)*pic4); [/asy]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,True,False,False,False,False,True,True,False,Problem; Instruction,Instruction; Problem
