item_id,task_type,dataset_name,n_outputs,n_pairs,mean_within_prompt_similarity,sampling_noise_drift,similarity_metric
code_generation_17,code_generation,bigcode/humanevalpack,5,10,0.906283,0.093717,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,bigcode/humanevalpack,5,10,0.946744,0.053256,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,bigcode/humanevalpack,5,10,0.951593,0.048407,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,bigcode/humanevalpack,5,10,0.925763,0.074237,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,bigcode/humanevalpack,5,10,0.962258,0.037742,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,bigcode/humanevalpack,5,10,0.952919,0.047081,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,bigcode/humanevalpack,5,10,0.93772,0.06228,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,bigcode/humanevalpack,5,10,0.881011,0.118989,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,bigcode/humanevalpack,5,10,0.908337,0.091663,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,bigcode/humanevalpack,5,10,0.962151,0.037849,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,bigcode/humanevalpack,5,10,0.891702,0.108298,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,bigcode/humanevalpack,5,10,0.930295,0.069705,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,bigcode/humanevalpack,5,10,0.918366,0.081634,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,bigcode/humanevalpack,5,10,0.944829,0.055171,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,bigcode/humanevalpack,5,10,0.908638,0.091362,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,bigcode/humanevalpack,5,10,0.942752,0.057248,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,bigcode/humanevalpack,5,10,0.952816,0.047184,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,bigcode/humanevalpack,5,10,0.922381,0.077619,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,bigcode/humanevalpack,5,10,0.94477,0.05523,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,bigcode/humanevalpack,5,10,0.955541,0.044459,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,bigcode/humanevalpack,5,10,0.964937,0.035063,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,bigcode/humanevalpack,5,10,0.959226,0.040774,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,bigcode/humanevalpack,5,10,0.915129,0.084871,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,bigcode/humanevalpack,5,10,0.948618,0.051382,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,bigcode/humanevalpack,5,10,0.955441,0.044559,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,bigcode/humanevalpack,5,10,0.921363,0.078637,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,bigcode/humanevalpack,5,10,0.971768,0.028232,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,bigcode/humanevalpack,5,10,0.984454,0.015546,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10038,factual_qa,rajpurkar/squad_v2,5,10,0.960784,0.039216,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10197,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10550,factual_qa,rajpurkar/squad_v2,5,10,0.969,0.031,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10779,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10908,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11075,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11262,factual_qa,rajpurkar/squad_v2,5,10,0.97739,0.02261,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11313,factual_qa,rajpurkar/squad_v2,5,10,0.987924,0.012076,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11559,factual_qa,rajpurkar/squad_v2,5,10,0.943394,0.056606,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11773,factual_qa,rajpurkar/squad_v2,5,10,0.95788,0.04212,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1292,factual_qa,rajpurkar/squad_v2,5,10,0.967683,0.032317,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1302,factual_qa,rajpurkar/squad_v2,5,10,0.902652,0.097348,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1601,factual_qa,rajpurkar/squad_v2,5,10,0.929021,0.070979,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2022,factual_qa,rajpurkar/squad_v2,5,10,0.996586,0.003414,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2289,factual_qa,rajpurkar/squad_v2,5,10,0.983225,0.016775,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2682,factual_qa,rajpurkar/squad_v2,5,10,0.978728,0.021272,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3095,factual_qa,rajpurkar/squad_v2,5,10,0.948894,0.051106,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3135,factual_qa,rajpurkar/squad_v2,5,10,0.98956,0.01044,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3339,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3373,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3740,factual_qa,rajpurkar/squad_v2,5,10,0.975442,0.024558,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3976,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4029,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4277,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5271,factual_qa,rajpurkar/squad_v2,5,10,0.939146,0.060854,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5359,factual_qa,rajpurkar/squad_v2,5,10,0.993384,0.006616,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5525,factual_qa,rajpurkar/squad_v2,5,10,0.938234,0.061766,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6353,factual_qa,rajpurkar/squad_v2,5,10,0.907541,0.092459,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6442,factual_qa,rajpurkar/squad_v2,5,10,0.99956,0.00044,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6460,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6578,factual_qa,rajpurkar/squad_v2,5,10,0.976026,0.023974,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6819,factual_qa,rajpurkar/squad_v2,5,10,0.963267,0.036733,sentence-transformers/all-MiniLM-L6-v2
factual_qa_684,factual_qa,rajpurkar/squad_v2,5,10,0.866739,0.133261,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7048,factual_qa,rajpurkar/squad_v2,5,10,0.97487,0.02513,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7187,factual_qa,rajpurkar/squad_v2,5,10,0.963628,0.036372,sentence-transformers/all-MiniLM-L6-v2
factual_qa_720,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7525,factual_qa,rajpurkar/squad_v2,5,10,0.967971,0.032029,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7699,factual_qa,rajpurkar/squad_v2,5,10,0.989214,0.010786,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7854,factual_qa,rajpurkar/squad_v2,5,10,0.982767,0.017233,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7989,factual_qa,rajpurkar/squad_v2,5,10,0.965644,0.034356,sentence-transformers/all-MiniLM-L6-v2
factual_qa_800,factual_qa,rajpurkar/squad_v2,5,10,0.881063,0.118937,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8049,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8077,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8164,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8302,factual_qa,rajpurkar/squad_v2,5,10,0.993622,0.006378,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8326,factual_qa,rajpurkar/squad_v2,5,10,0.999418,0.000582,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8650,factual_qa,rajpurkar/squad_v2,5,10,0.844623,0.155377,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8989,factual_qa,rajpurkar/squad_v2,5,10,0.951029,0.048971,sentence-transformers/all-MiniLM-L6-v2
factual_qa_919,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_9228,factual_qa,rajpurkar/squad_v2,5,10,0.992375,0.007625,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10051,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.948186,0.051814,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10521,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.936895,0.063105,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10586,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.867792,0.132208,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10682,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.918255,0.081745,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10926,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.962337,0.037663,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11055,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.920379,0.079621,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1121,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.860476,0.139524,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11297,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.929902,0.070098,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11759,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.913771,0.086229,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1600,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.940615,0.059385,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1650,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.923207,0.076793,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_190,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.774086,0.225914,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2166,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.72256,0.27744,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2652,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.792774,0.207226,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2817,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.870493,0.129507,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2832,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.950724,0.049276,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2873,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.912847,0.087153,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2891,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.834424,0.165576,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3251,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.955682,0.044318,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3336,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.880782,0.119218,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3374,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.814146,0.185854,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_338,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.855134,0.144866,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3402,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.960359,0.039641,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3715,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.959809,0.040191,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3886,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.878489,0.121511,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4506,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.838796,0.161204,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4531,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.942181,0.057819,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_467,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.950557,0.049443,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4807,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.942495,0.057505,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4880,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.804758,0.195242,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4896,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.924672,0.075328,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4965,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.969847,0.030153,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5038,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.891711,0.108289,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5201,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.777848,0.222152,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5281,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.925053,0.074947,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5408,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.927835,0.072165,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5497,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.975175,0.024825,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5594,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.960229,0.039771,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5912,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.993306,0.006694,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6164,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.956894,0.043106,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6746,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.944035,0.055965,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6807,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.939902,0.060098,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7372,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.966761,0.033239,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7390,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.944244,0.055756,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7546,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.88812,0.11188,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8004,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.963503,0.036497,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_9083,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.974112,0.025888,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_9403,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.967311,0.032689,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_9599,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.832184,0.167816,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_9765,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.90175,0.09825,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10208,open_ended_writing,tatsu-lab/alpaca,5,10,0.8894,0.1106,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_1043,open_ended_writing,tatsu-lab/alpaca,5,10,0.914067,0.085933,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_10774,open_ended_writing,tatsu-lab/alpaca,5,10,0.788133,0.211867,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_1105,open_ended_writing,tatsu-lab/alpaca,5,10,0.88994,0.11006,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_11297,open_ended_writing,tatsu-lab/alpaca,5,10,0.861006,0.138994,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_12741,open_ended_writing,tatsu-lab/alpaca,5,10,0.97673,0.02327,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_1279,open_ended_writing,tatsu-lab/alpaca,5,10,0.986863,0.013137,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_13047,open_ended_writing,tatsu-lab/alpaca,5,10,0.998291,0.001709,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_14306,open_ended_writing,tatsu-lab/alpaca,5,10,0.965511,0.034489,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_16258,open_ended_writing,tatsu-lab/alpaca,5,10,0.872682,0.127318,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_16598,open_ended_writing,tatsu-lab/alpaca,5,10,0.931486,0.068514,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_17839,open_ended_writing,tatsu-lab/alpaca,5,10,0.997557,0.002443,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_20111,open_ended_writing,tatsu-lab/alpaca,5,10,0.880446,0.119554,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_20944,open_ended_writing,tatsu-lab/alpaca,5,10,0.824229,0.175771,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_21063,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_2378,open_ended_writing,tatsu-lab/alpaca,5,10,0.889817,0.110183,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_24950,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_25984,open_ended_writing,tatsu-lab/alpaca,5,10,0.985447,0.014553,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_26882,open_ended_writing,tatsu-lab/alpaca,5,10,0.984284,0.015716,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_27838,open_ended_writing,tatsu-lab/alpaca,5,10,0.924313,0.075687,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_28407,open_ended_writing,tatsu-lab/alpaca,5,10,0.946532,0.053468,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_28710,open_ended_writing,tatsu-lab/alpaca,5,10,0.938071,0.061929,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_32192,open_ended_writing,tatsu-lab/alpaca,5,10,0.927194,0.072806,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_33075,open_ended_writing,tatsu-lab/alpaca,5,10,0.873489,0.126511,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_33898,open_ended_writing,tatsu-lab/alpaca,5,10,0.916636,0.083364,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_34294,open_ended_writing,tatsu-lab/alpaca,5,10,0.979143,0.020857,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35012,open_ended_writing,tatsu-lab/alpaca,5,10,0.968902,0.031098,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35144,open_ended_writing,tatsu-lab/alpaca,5,10,0.805268,0.194732,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35341,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35625,open_ended_writing,tatsu-lab/alpaca,5,10,0.967629,0.032371,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_35890,open_ended_writing,tatsu-lab/alpaca,5,10,0.918083,0.081917,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_36102,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_41294,open_ended_writing,tatsu-lab/alpaca,5,10,0.893701,0.106299,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_42563,open_ended_writing,tatsu-lab/alpaca,5,10,0.858976,0.141024,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_4286,open_ended_writing,tatsu-lab/alpaca,5,10,0.922765,0.077235,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_42931,open_ended_writing,tatsu-lab/alpaca,5,10,0.784563,0.215437,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_43335,open_ended_writing,tatsu-lab/alpaca,5,10,0.954464,0.045536,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_44324,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45032,open_ended_writing,tatsu-lab/alpaca,5,10,0.959017,0.040983,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_45338,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_47449,open_ended_writing,tatsu-lab/alpaca,5,10,0.960653,0.039347,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_49476,open_ended_writing,tatsu-lab/alpaca,5,10,0.941657,0.058343,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_501,open_ended_writing,tatsu-lab/alpaca,5,10,0.987083,0.012917,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_50246,open_ended_writing,tatsu-lab/alpaca,5,10,0.888689,0.111311,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_6480,open_ended_writing,tatsu-lab/alpaca,5,10,0.986834,0.013166,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_6859,open_ended_writing,tatsu-lab/alpaca,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_6968,open_ended_writing,tatsu-lab/alpaca,5,10,0.961325,0.038675,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_7032,open_ended_writing,tatsu-lab/alpaca,5,10,0.827139,0.172861,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_7384,open_ended_writing,tatsu-lab/alpaca,5,10,0.955903,0.044097,sentence-transformers/all-MiniLM-L6-v2
open_ended_writing_9613,open_ended_writing,tatsu-lab/alpaca,5,10,0.968171,0.031829,sentence-transformers/all-MiniLM-L6-v2
