item_id,task_type,perturbation_type,n_original_outputs,n_perturbed_outputs,baseline_similarity,perturbation_similarity,uncorrected_drift,noise_corrected_drift,similarity_metric
code_generation_143,code_generation,formatting_changes,5,5,0.92346,0.904724,0.095276,0.018736,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_143,code_generation,paraphrasing,5,5,0.92346,0.743566,0.256434,0.179894,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_143,code_generation,reordering,5,5,0.92346,0.865249,0.134751,0.058211,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_143,code_generation,surface_noise,5,5,0.92346,0.915206,0.084794,0.008254,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_145,code_generation,context_injection,5,5,0.91002,0.764882,0.235118,0.145138,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_145,code_generation,formatting_changes,5,5,0.91002,0.918009,0.081991,-0.007989,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_145,code_generation,paraphrasing,5,5,0.91002,0.902413,0.097587,0.007607,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_145,code_generation,reordering,5,5,0.91002,0.89951,0.10049,0.01051,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_145,code_generation,surface_noise,5,5,0.91002,0.893588,0.106412,0.016432,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_146,code_generation,context_injection,5,5,0.927738,0.711903,0.288097,0.215834,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_146,code_generation,formatting_changes,5,5,0.927738,0.920764,0.079236,0.006973,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_146,code_generation,paraphrasing,5,5,0.927738,0.821388,0.178612,0.10635,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_146,code_generation,reordering,5,5,0.927738,0.719776,0.280224,0.207962,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_146,code_generation,surface_noise,5,5,0.927738,0.710395,0.289605,0.217342,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_15,code_generation,context_injection,5,5,1.0,1.0,0.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_15,code_generation,formatting_changes,5,5,1.0,1.0,0.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_15,code_generation,paraphrasing,5,5,1.0,1.0,0.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_15,code_generation,reordering,5,5,1.0,1.0,0.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_15,code_generation,surface_noise,5,5,1.0,1.0,0.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_153,code_generation,context_injection,5,5,0.971965,0.966277,0.033723,0.005687,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_153,code_generation,formatting_changes,5,5,0.971965,0.975777,0.024223,-0.003812,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_153,code_generation,paraphrasing,5,5,0.971965,0.951744,0.048256,0.020221,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_153,code_generation,reordering,5,5,0.971965,0.982605,0.017395,-0.01064,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_153,code_generation,surface_noise,5,5,0.971965,0.967422,0.032578,0.004542,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_157,code_generation,context_injection,5,5,0.949941,0.936634,0.063366,0.013307,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_157,code_generation,formatting_changes,5,5,0.949941,0.95187,0.04813,-0.001929,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_157,code_generation,paraphrasing,5,5,0.949941,0.865927,0.134073,0.084015,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_157,code_generation,reordering,5,5,0.949941,0.84258,0.15742,0.107361,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_157,code_generation,surface_noise,5,5,0.949941,0.931332,0.068668,0.018609,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_17,code_generation,context_injection,5,5,0.926605,0.813805,0.186195,0.112801,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_17,code_generation,formatting_changes,5,5,0.926605,0.789236,0.210764,0.137369,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_17,code_generation,paraphrasing,5,5,0.926605,0.912609,0.087391,0.013996,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_17,code_generation,reordering,5,5,0.926605,0.635461,0.364539,0.291144,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_17,code_generation,surface_noise,5,5,0.926605,0.880241,0.119759,0.046364,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_18,code_generation,context_injection,5,5,0.996408,0.963083,0.036917,0.033325,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_18,code_generation,formatting_changes,5,5,0.996408,0.95278,0.04722,0.043629,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_18,code_generation,paraphrasing,5,5,0.996408,0.960942,0.039058,0.035466,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_18,code_generation,reordering,5,5,0.996408,0.989483,0.010517,0.006926,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_18,code_generation,surface_noise,5,5,0.996408,0.979189,0.020811,0.017219,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_24,code_generation,context_injection,5,5,0.890308,0.870838,0.129162,0.01947,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_24,code_generation,formatting_changes,5,5,0.890308,0.87193,0.12807,0.018378,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_24,code_generation,paraphrasing,5,5,0.890308,0.846257,0.153743,0.04405,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_24,code_generation,reordering,5,5,0.890308,0.841339,0.158661,0.048968,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_24,code_generation,surface_noise,5,5,0.890308,0.857533,0.142467,0.032775,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_25,code_generation,context_injection,5,5,0.984699,0.98041,0.01959,0.004288,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_25,code_generation,formatting_changes,5,5,0.984699,0.9877,0.0123,-0.003001,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_25,code_generation,paraphrasing,5,5,0.984699,0.987194,0.012806,-0.002495,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_25,code_generation,reordering,5,5,0.984699,0.983307,0.016693,0.001392,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_25,code_generation,surface_noise,5,5,0.984699,0.988205,0.011795,-0.003507,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_26,code_generation,context_injection,5,5,0.905718,0.886476,0.113524,0.019242,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_26,code_generation,formatting_changes,5,5,0.905718,0.917212,0.082788,-0.011494,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_26,code_generation,paraphrasing,5,5,0.905718,0.6244,0.3756,0.281318,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_26,code_generation,reordering,5,5,0.905718,0.921933,0.078067,-0.016215,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_26,code_generation,surface_noise,5,5,0.905718,0.929107,0.070893,-0.023389,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_28,code_generation,context_injection,5,5,0.91814,0.95907,0.04093,-0.04093,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_28,code_generation,formatting_changes,5,5,0.91814,0.894057,0.105943,0.024083,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_28,code_generation,paraphrasing,5,5,0.91814,0.82525,0.17475,0.092889,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_28,code_generation,reordering,5,5,0.91814,0.95907,0.04093,-0.04093,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_28,code_generation,surface_noise,5,5,0.91814,0.95907,0.04093,-0.04093,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_31,code_generation,context_injection,5,5,0.981214,0.981649,0.018351,-0.000434,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_31,code_generation,formatting_changes,5,5,0.981214,0.940994,0.059006,0.04022,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_31,code_generation,paraphrasing,5,5,0.981214,0.913372,0.086628,0.067843,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_31,code_generation,reordering,5,5,0.981214,0.981649,0.018351,-0.000434,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_31,code_generation,surface_noise,5,5,0.981214,0.981649,0.018351,-0.000434,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_32,code_generation,context_injection,5,5,0.858564,0.835026,0.164974,0.023537,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_32,code_generation,formatting_changes,5,5,0.858564,0.844507,0.155493,0.014057,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_32,code_generation,paraphrasing,5,5,0.858564,0.82138,0.17862,0.037184,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_32,code_generation,reordering,5,5,0.858564,0.814822,0.185178,0.043742,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_32,code_generation,surface_noise,5,5,0.858564,0.844754,0.155246,0.01381,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_33,code_generation,context_injection,5,5,0.979406,0.980814,0.019186,-0.001408,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_33,code_generation,formatting_changes,5,5,0.979406,0.971771,0.028229,0.007636,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_33,code_generation,paraphrasing,5,5,0.979406,0.690336,0.309664,0.289071,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_33,code_generation,reordering,5,5,0.979406,0.906953,0.093047,0.072453,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_33,code_generation,surface_noise,5,5,0.979406,0.988537,0.011463,-0.00913,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_34,code_generation,context_injection,5,5,0.960708,0.937214,0.062786,0.023494,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_34,code_generation,formatting_changes,5,5,0.960708,0.963328,0.036672,-0.002619,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_34,code_generation,paraphrasing,5,5,0.960708,0.674956,0.325044,0.285752,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_34,code_generation,reordering,5,5,0.960708,0.942453,0.057547,0.018255,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_34,code_generation,surface_noise,5,5,0.960708,0.905056,0.094944,0.055652,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_35,code_generation,context_injection,5,5,0.986504,0.550816,0.449184,0.435688,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_35,code_generation,formatting_changes,5,5,0.986504,0.980573,0.019427,0.005931,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_35,code_generation,paraphrasing,5,5,0.986504,0.941877,0.058123,0.044628,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_35,code_generation,reordering,5,5,0.986504,0.55961,0.44039,0.426894,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_35,code_generation,surface_noise,5,5,0.986504,0.829465,0.170535,0.157039,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_37,code_generation,context_injection,5,5,0.900114,0.905645,0.094355,-0.005531,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_37,code_generation,formatting_changes,5,5,0.900114,0.90732,0.09268,-0.007206,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_37,code_generation,paraphrasing,5,5,0.900114,0.853469,0.146531,0.046645,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_37,code_generation,reordering,5,5,0.900114,0.873962,0.126038,0.026153,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_37,code_generation,surface_noise,5,5,0.900114,0.86828,0.13172,0.031834,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,context_injection,5,5,0.778994,0.781419,0.218581,-0.002424,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,formatting_changes,5,5,0.778994,0.77146,0.22854,0.007534,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,paraphrasing,5,5,0.778994,0.720955,0.279045,0.05804,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,reordering,5,5,0.778994,0.784601,0.215399,-0.005607,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_38,code_generation,surface_noise,5,5,0.778994,0.750695,0.249305,0.0283,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,context_injection,5,5,0.983615,0.927964,0.072036,0.055651,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,formatting_changes,5,5,0.983615,0.988818,0.011182,-0.005204,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,paraphrasing,5,5,0.983615,0.940106,0.059894,0.043509,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,reordering,5,5,0.983615,0.841041,0.158959,0.142573,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_40,code_generation,surface_noise,5,5,0.983615,0.984666,0.015334,-0.001051,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,context_injection,5,5,0.801999,0.838721,0.161279,-0.036722,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,formatting_changes,5,5,0.801999,0.856297,0.143703,-0.054298,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,paraphrasing,5,5,0.801999,0.772345,0.227655,0.029655,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,reordering,5,5,0.801999,0.76097,0.23903,0.041029,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_44,code_generation,surface_noise,5,5,0.801999,0.864683,0.135317,-0.062684,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,context_injection,5,5,1.0,0.997365,0.002635,0.002635,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,formatting_changes,5,5,1.0,0.995523,0.004477,0.004477,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,paraphrasing,5,5,1.0,0.986391,0.013609,0.013609,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,reordering,5,5,1.0,1.0,-0.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_48,code_generation,surface_noise,5,5,1.0,1.0,-0.0,0.0,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,context_injection,5,5,0.956025,0.817993,0.182007,0.138031,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,formatting_changes,5,5,0.956025,0.870828,0.129172,0.085196,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,paraphrasing,5,5,0.956025,0.750889,0.249111,0.205136,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,reordering,5,5,0.956025,0.830942,0.169058,0.125082,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_49,code_generation,surface_noise,5,5,0.956025,0.881883,0.118117,0.074141,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,context_injection,5,5,0.977131,0.95016,0.04984,0.026971,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,formatting_changes,5,5,0.977131,0.955083,0.044917,0.022048,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,paraphrasing,5,5,0.977131,0.781654,0.218346,0.195477,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,reordering,5,5,0.977131,0.881655,0.118345,0.095476,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_60,code_generation,surface_noise,5,5,0.977131,0.973723,0.026277,0.003408,"sklearn HashingVectorizer char_wb(3,5) cosine"
code_generation_64,code_generation,context_injection,5,5,0.96154,0.943225,0.056775,0.018315,"sklearn HashingVectorizer char_wb(3,5) cosine"
