case_id,task,dataset,perturbation,version,sample_idx,stored_score,recomputed_score,changed
promptrobust_pdr_paraphrase_squad_16,factual_qa,SQuAD V2,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_16,factual_qa,SQuAD V2,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_21,factual_qa,SQuAD V2,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_21,factual_qa,SQuAD V2,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_21,factual_qa,SQuAD V2,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_21,factual_qa,SQuAD V2,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_21,factual_qa,SQuAD V2,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_21,factual_qa,SQuAD V2,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_21,factual_qa,SQuAD V2,paraphrase,perturbed,1,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_21,factual_qa,SQuAD V2,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_21,factual_qa,SQuAD V2,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_21,factual_qa,SQuAD V2,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_26,factual_qa,SQuAD V2,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_26,factual_qa,SQuAD V2,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_26,factual_qa,SQuAD V2,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_26,factual_qa,SQuAD V2,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_26,factual_qa,SQuAD V2,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_26,factual_qa,SQuAD V2,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_26,factual_qa,SQuAD V2,paraphrase,perturbed,1,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_26,factual_qa,SQuAD V2,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_26,factual_qa,SQuAD V2,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_26,factual_qa,SQuAD V2,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_31,factual_qa,SQuAD V2,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_31,factual_qa,SQuAD V2,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_31,factual_qa,SQuAD V2,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_31,factual_qa,SQuAD V2,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_31,factual_qa,SQuAD V2,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_31,factual_qa,SQuAD V2,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_31,factual_qa,SQuAD V2,paraphrase,perturbed,1,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_31,factual_qa,SQuAD V2,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_31,factual_qa,SQuAD V2,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_31,factual_qa,SQuAD V2,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_36,factual_qa,SQuAD V2,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_36,factual_qa,SQuAD V2,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_36,factual_qa,SQuAD V2,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_36,factual_qa,SQuAD V2,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_36,factual_qa,SQuAD V2,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_36,factual_qa,SQuAD V2,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_36,factual_qa,SQuAD V2,paraphrase,perturbed,1,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_36,factual_qa,SQuAD V2,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_36,factual_qa,SQuAD V2,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_36,factual_qa,SQuAD V2,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_41,factual_qa,SQuAD V2,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_41,factual_qa,SQuAD V2,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_41,factual_qa,SQuAD V2,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_41,factual_qa,SQuAD V2,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_41,factual_qa,SQuAD V2,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_41,factual_qa,SQuAD V2,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_41,factual_qa,SQuAD V2,paraphrase,perturbed,1,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_41,factual_qa,SQuAD V2,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_41,factual_qa,SQuAD V2,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_41,factual_qa,SQuAD V2,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_46,factual_qa,SQuAD V2,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_46,factual_qa,SQuAD V2,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_46,factual_qa,SQuAD V2,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_46,factual_qa,SQuAD V2,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_46,factual_qa,SQuAD V2,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_46,factual_qa,SQuAD V2,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_46,factual_qa,SQuAD V2,paraphrase,perturbed,1,0.09999999999999999,0.09999999999999999,0
promptrobust_pdr_paraphrase_squad_46,factual_qa,SQuAD V2,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_squad_46,factual_qa,SQuAD V2,paraphrase,perturbed,3,0.09999999999999999,0.09999999999999999,0
promptrobust_pdr_paraphrase_squad_46,factual_qa,SQuAD V2,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_math_01,math_reasoning,MATH,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_math_01,math_reasoning,MATH,paraphrase,original,1,0.0,1.0,1
promptrobust_pdr_paraphrase_math_01,math_reasoning,MATH,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_math_01,math_reasoning,MATH,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_math_01,math_reasoning,MATH,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_math_01,math_reasoning,MATH,paraphrase,perturbed,0,0.0,1.0,1
promptrobust_pdr_paraphrase_math_01,math_reasoning,MATH,paraphrase,perturbed,1,1.0,1.0,0
promptrobust_pdr_paraphrase_math_01,math_reasoning,MATH,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_math_01,math_reasoning,MATH,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_math_01,math_reasoning,MATH,paraphrase,perturbed,4,0.0,0.0,0
promptrobust_pdr_paraphrase_math_06,math_reasoning,MATH,paraphrase,original,0,0.0,1.0,1
promptrobust_pdr_paraphrase_math_06,math_reasoning,MATH,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_math_06,math_reasoning,MATH,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_math_06,math_reasoning,MATH,paraphrase,original,3,0.0,1.0,1
promptrobust_pdr_paraphrase_math_06,math_reasoning,MATH,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_math_06,math_reasoning,MATH,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_math_06,math_reasoning,MATH,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_math_06,math_reasoning,MATH,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_math_06,math_reasoning,MATH,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_math_06,math_reasoning,MATH,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_math_11,math_reasoning,MATH,paraphrase,original,0,0.0,1.0,1
promptrobust_pdr_paraphrase_math_11,math_reasoning,MATH,paraphrase,original,1,0.0,1.0,1
promptrobust_pdr_paraphrase_math_11,math_reasoning,MATH,paraphrase,original,2,0.0,1.0,1
promptrobust_pdr_paraphrase_math_11,math_reasoning,MATH,paraphrase,original,3,0.0,0.0,0
promptrobust_pdr_paraphrase_math_11,math_reasoning,MATH,paraphrase,original,4,0.0,1.0,1
promptrobust_pdr_paraphrase_math_11,math_reasoning,MATH,paraphrase,perturbed,0,0.0,1.0,1
promptrobust_pdr_paraphrase_math_11,math_reasoning,MATH,paraphrase,perturbed,1,0.0,0.0,0
promptrobust_pdr_paraphrase_math_11,math_reasoning,MATH,paraphrase,perturbed,2,0.0,0.0,0
promptrobust_pdr_paraphrase_math_11,math_reasoning,MATH,paraphrase,perturbed,3,0.0,0.0,0
promptrobust_pdr_paraphrase_math_11,math_reasoning,MATH,paraphrase,perturbed,4,0.0,1.0,1
promptrobust_pdr_paraphrase_math_16,math_reasoning,MATH,paraphrase,original,0,0.0,1.0,1
promptrobust_pdr_paraphrase_math_16,math_reasoning,MATH,paraphrase,original,1,0.0,1.0,1
promptrobust_pdr_paraphrase_math_16,math_reasoning,MATH,paraphrase,original,2,0.0,1.0,1
promptrobust_pdr_paraphrase_math_16,math_reasoning,MATH,paraphrase,original,3,0.0,1.0,1
promptrobust_pdr_paraphrase_math_16,math_reasoning,MATH,paraphrase,original,4,0.0,1.0,1
promptrobust_pdr_paraphrase_math_16,math_reasoning,MATH,paraphrase,perturbed,0,0.0,1.0,1
promptrobust_pdr_paraphrase_math_16,math_reasoning,MATH,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_math_16,math_reasoning,MATH,paraphrase,perturbed,2,0.0,1.0,1
promptrobust_pdr_paraphrase_math_16,math_reasoning,MATH,paraphrase,perturbed,3,0.0,1.0,1
promptrobust_pdr_paraphrase_math_16,math_reasoning,MATH,paraphrase,perturbed,4,0.0,1.0,1
promptrobust_pdr_paraphrase_math_21,math_reasoning,MATH,paraphrase,original,0,0.0,0.0,0
promptrobust_pdr_paraphrase_math_21,math_reasoning,MATH,paraphrase,original,1,0.0,0.0,0
promptrobust_pdr_paraphrase_math_21,math_reasoning,MATH,paraphrase,original,2,0.0,0.0,0
promptrobust_pdr_paraphrase_math_21,math_reasoning,MATH,paraphrase,original,3,0.0,0.0,0
promptrobust_pdr_paraphrase_math_21,math_reasoning,MATH,paraphrase,original,4,0.0,0.0,0
promptrobust_pdr_paraphrase_math_21,math_reasoning,MATH,paraphrase,perturbed,0,0.0,0.0,0
promptrobust_pdr_paraphrase_math_21,math_reasoning,MATH,paraphrase,perturbed,1,0.0,0.0,0
promptrobust_pdr_paraphrase_math_21,math_reasoning,MATH,paraphrase,perturbed,2,0.0,0.0,0
promptrobust_pdr_paraphrase_math_21,math_reasoning,MATH,paraphrase,perturbed,3,0.0,1.0,1
promptrobust_pdr_paraphrase_math_21,math_reasoning,MATH,paraphrase,perturbed,4,0.0,0.0,0
promptrobust_pdr_paraphrase_math_26,math_reasoning,MATH,paraphrase,original,0,0.0,1.0,1
promptrobust_pdr_paraphrase_math_26,math_reasoning,MATH,paraphrase,original,1,0.0,1.0,1
promptrobust_pdr_paraphrase_math_26,math_reasoning,MATH,paraphrase,original,2,0.0,1.0,1
promptrobust_pdr_paraphrase_math_26,math_reasoning,MATH,paraphrase,original,3,0.0,0.0,0
promptrobust_pdr_paraphrase_math_26,math_reasoning,MATH,paraphrase,original,4,0.0,1.0,1
promptrobust_pdr_paraphrase_math_26,math_reasoning,MATH,paraphrase,perturbed,0,0.0,1.0,1
promptrobust_pdr_paraphrase_math_26,math_reasoning,MATH,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_math_26,math_reasoning,MATH,paraphrase,perturbed,2,0.0,1.0,1
promptrobust_pdr_paraphrase_math_26,math_reasoning,MATH,paraphrase,perturbed,3,0.0,1.0,1
promptrobust_pdr_paraphrase_math_26,math_reasoning,MATH,paraphrase,perturbed,4,0.0,0.0,0
promptrobust_pdr_paraphrase_math_31,math_reasoning,MATH,paraphrase,original,0,0.0,1.0,1
promptrobust_pdr_paraphrase_math_31,math_reasoning,MATH,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_math_31,math_reasoning,MATH,paraphrase,original,2,0.0,1.0,1
promptrobust_pdr_paraphrase_math_31,math_reasoning,MATH,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_math_31,math_reasoning,MATH,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_math_31,math_reasoning,MATH,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_math_31,math_reasoning,MATH,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_math_31,math_reasoning,MATH,paraphrase,perturbed,2,0.0,1.0,1
promptrobust_pdr_paraphrase_math_31,math_reasoning,MATH,paraphrase,perturbed,3,0.0,1.0,1
promptrobust_pdr_paraphrase_math_31,math_reasoning,MATH,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_math_36,math_reasoning,MATH,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_math_36,math_reasoning,MATH,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_math_36,math_reasoning,MATH,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_math_36,math_reasoning,MATH,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_math_36,math_reasoning,MATH,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_math_36,math_reasoning,MATH,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_math_36,math_reasoning,MATH,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_math_36,math_reasoning,MATH,paraphrase,perturbed,2,0.0,1.0,1
promptrobust_pdr_paraphrase_math_36,math_reasoning,MATH,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_math_36,math_reasoning,MATH,paraphrase,perturbed,4,0.0,1.0,1
promptrobust_pdr_paraphrase_math_41,math_reasoning,MATH,paraphrase,original,0,0.0,1.0,1
promptrobust_pdr_paraphrase_math_41,math_reasoning,MATH,paraphrase,original,1,0.0,1.0,1
promptrobust_pdr_paraphrase_math_41,math_reasoning,MATH,paraphrase,original,2,0.0,1.0,1
promptrobust_pdr_paraphrase_math_41,math_reasoning,MATH,paraphrase,original,3,0.0,1.0,1
promptrobust_pdr_paraphrase_math_41,math_reasoning,MATH,paraphrase,original,4,0.0,1.0,1
promptrobust_pdr_paraphrase_math_41,math_reasoning,MATH,paraphrase,perturbed,0,0.0,1.0,1
promptrobust_pdr_paraphrase_math_41,math_reasoning,MATH,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_math_41,math_reasoning,MATH,paraphrase,perturbed,2,0.0,1.0,1
promptrobust_pdr_paraphrase_math_41,math_reasoning,MATH,paraphrase,perturbed,3,0.0,1.0,1
promptrobust_pdr_paraphrase_math_41,math_reasoning,MATH,paraphrase,perturbed,4,0.0,1.0,1
promptrobust_pdr_paraphrase_math_46,math_reasoning,MATH,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_math_46,math_reasoning,MATH,paraphrase,original,1,0.0,1.0,1
promptrobust_pdr_paraphrase_math_46,math_reasoning,MATH,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_math_46,math_reasoning,MATH,paraphrase,original,3,0.0,1.0,1
promptrobust_pdr_paraphrase_math_46,math_reasoning,MATH,paraphrase,original,4,0.0,1.0,1
promptrobust_pdr_paraphrase_math_46,math_reasoning,MATH,paraphrase,perturbed,0,0.0,1.0,1
promptrobust_pdr_paraphrase_math_46,math_reasoning,MATH,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_math_46,math_reasoning,MATH,paraphrase,perturbed,2,0.0,1.0,1
promptrobust_pdr_paraphrase_math_46,math_reasoning,MATH,paraphrase,perturbed,3,0.0,1.0,1
promptrobust_pdr_paraphrase_math_46,math_reasoning,MATH,paraphrase,perturbed,4,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_01,code_generation,HumanEval,paraphrase,original,0,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_01,code_generation,HumanEval,paraphrase,original,1,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_01,code_generation,HumanEval,paraphrase,original,2,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_01,code_generation,HumanEval,paraphrase,original,3,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_01,code_generation,HumanEval,paraphrase,original,4,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_01,code_generation,HumanEval,paraphrase,perturbed,0,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_01,code_generation,HumanEval,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_01,code_generation,HumanEval,paraphrase,perturbed,2,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_01,code_generation,HumanEval,paraphrase,perturbed,3,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_01,code_generation,HumanEval,paraphrase,perturbed,4,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_06,code_generation,HumanEval,paraphrase,original,0,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_06,code_generation,HumanEval,paraphrase,original,1,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_06,code_generation,HumanEval,paraphrase,original,2,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_06,code_generation,HumanEval,paraphrase,original,3,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_06,code_generation,HumanEval,paraphrase,original,4,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_06,code_generation,HumanEval,paraphrase,perturbed,0,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_06,code_generation,HumanEval,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_06,code_generation,HumanEval,paraphrase,perturbed,2,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_06,code_generation,HumanEval,paraphrase,perturbed,3,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_06,code_generation,HumanEval,paraphrase,perturbed,4,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_11,code_generation,HumanEval,paraphrase,original,0,0.0,0.0,0
promptrobust_pdr_paraphrase_humaneval_11,code_generation,HumanEval,paraphrase,original,1,0.0,0.0,0
promptrobust_pdr_paraphrase_humaneval_11,code_generation,HumanEval,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_11,code_generation,HumanEval,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_11,code_generation,HumanEval,paraphrase,original,4,0.0,0.0,0
promptrobust_pdr_paraphrase_humaneval_11,code_generation,HumanEval,paraphrase,perturbed,0,0.0,0.0,0
promptrobust_pdr_paraphrase_humaneval_11,code_generation,HumanEval,paraphrase,perturbed,1,0.0,0.0,0
promptrobust_pdr_paraphrase_humaneval_11,code_generation,HumanEval,paraphrase,perturbed,2,0.0,0.0,0
promptrobust_pdr_paraphrase_humaneval_11,code_generation,HumanEval,paraphrase,perturbed,3,0.0,0.0,0
promptrobust_pdr_paraphrase_humaneval_11,code_generation,HumanEval,paraphrase,perturbed,4,0.0,0.0,0
promptrobust_pdr_paraphrase_humaneval_16,code_generation,HumanEval,paraphrase,original,0,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_16,code_generation,HumanEval,paraphrase,original,1,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_16,code_generation,HumanEval,paraphrase,original,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_16,code_generation,HumanEval,paraphrase,original,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_16,code_generation,HumanEval,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_16,code_generation,HumanEval,paraphrase,perturbed,0,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_16,code_generation,HumanEval,paraphrase,perturbed,1,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_16,code_generation,HumanEval,paraphrase,perturbed,2,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_16,code_generation,HumanEval,paraphrase,perturbed,3,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_16,code_generation,HumanEval,paraphrase,perturbed,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_21,code_generation,HumanEval,paraphrase,original,0,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_21,code_generation,HumanEval,paraphrase,original,1,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_21,code_generation,HumanEval,paraphrase,original,2,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_21,code_generation,HumanEval,paraphrase,original,3,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_21,code_generation,HumanEval,paraphrase,original,4,1.0,1.0,0
promptrobust_pdr_paraphrase_humaneval_21,code_generation,HumanEval,paraphrase,perturbed,0,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_21,code_generation,HumanEval,paraphrase,perturbed,1,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_21,code_generation,HumanEval,paraphrase,perturbed,2,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_21,code_generation,HumanEval,paraphrase,perturbed,3,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_21,code_generation,HumanEval,paraphrase,perturbed,4,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_26,code_generation,HumanEval,paraphrase,original,0,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_26,code_generation,HumanEval,paraphrase,original,1,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_26,code_generation,HumanEval,paraphrase,original,2,0.0,1.0,1
promptrobust_pdr_paraphrase_humaneval_26,code_generation,HumanEval,paraphrase,original,3,0.0,1.0,1
