case_id,task,dataset,perturbation,clean_single_correct,perturbed_single_correct,clean_mean_correctness,perturbed_mean_correctness,uncorrected_pdr_loss,perturbed_pdr_loss,corrected_pdr,correctness_sample_noise
promptrobust_pdr_context_injection_squad_27,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_28,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_29,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_30,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_31,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_32,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_33,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_34,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_35,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_36,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_37,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_38,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_39,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_40,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_41,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_42,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_43,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_44,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_45,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_46,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_47,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_48,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_49,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_context_injection_squad_50,factual_qa,SQuAD V2,context_injection,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_01,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_02,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_03,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_04,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_05,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_06,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_07,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_08,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_09,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_10,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_11,code_generation,HumanEval,formatting,0.0,1.0,0.4,0.8,0.6,0.19999999999999996,-0.4,0.4449489742783178
promptrobust_pdr_formatting_humaneval_12,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_13,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_14,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_15,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_16,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_17,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_18,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_19,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_20,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_21,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_22,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_23,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_24,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_25,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_26,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_27,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_28,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_29,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_30,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_31,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_32,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_33,code_generation,HumanEval,formatting,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_34,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_35,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_36,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_37,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_38,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_39,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_40,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_41,code_generation,HumanEval,formatting,1.0,1.0,1.0,0.6,0.0,0.4,0.4,0.2449489742783178
promptrobust_pdr_formatting_humaneval_42,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_43,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_44,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_45,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_46,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
promptrobust_pdr_formatting_humaneval_47,code_generation,HumanEval,formatting,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
